caption,image_id,fluency,diversity,humor_score,humor
do you remember this day when you got a free ice cream? 🍦🍦🍦,sonicdrivein_763,0.9676586,0.39000025,0.0022164825350046,0
what’ s the most you’ ve ever spent on a Valentine’ s day candy deal?,sonicdrivein_764,0.89166254,0.39000025,0.0185987763106822,0
we can’ t decide if we want to eat all of these or just a few,sonicdrivein_765,0.9339115,0.39000025,0.0684317424893379,0
it’ s been a while since we’ ve had one of these,sonicdrivein_766,0.96909463,0.39000025,0.3692950010299682,0
can you believe it’ s the last day of the year? 🎅🏻‍,sonicdrivein_768,0.9611149,0.39000025,0.0027752774767577,0
can you believe it’ s valentine’ s day already? 💕💕,sonicdrivein_769,0.95229924,0.39000025,0.0113322455435991,0
"just because you asked, here’ s a little something for the little ones out there",sonicdrivein_771,0.9659838,0.39000025,0.3561370372772217,0
can you believe it’ s valentine’ s day already? 💋💋,sonicdrivein_773,0.95229924,0.39000025,0.0043098707683384,0
does anyone else feel like their phone is always with them? 🤔🤔🤔,sonicdrivein_776,0.90804285,0.39000025,0.0317571759223938,0
are you ready for the holiday season? 🎄🎄🎄🎄�,sonicdrivein_778,0.970809,0.39000025,0.0181472487747669,0
do you ever feel like you’ re the only one who eats ice cream for breakfast? 🍦,sonicdrivein_779,0.9720318,0.39000025,0.004042575135827,0
"when i told my mom i was going to have a girls' day, she said, `` oh, no",sonicdrivein_782,0.95480007,0.39000025,0.4567908644676208,0
today is a quiet day in the office and i’ m going to enjoy a drink in the afternoon,sonicdrivein_783,0.97854346,0.39000025,0.0779889300465583,0
"now thru the end of the year, you can bring your dog to any wag shop and get a free",sonicdrivein_788,0.78702,0.39000025,0.2476626634597778,0
what do you see when you look at a mozzarella stick ? it ‘s just a bunch of,sonicdrivein_789,0.9719734,0.39000025,0.0891463384032249,0
what’ s your favorite menu item? 🤔🤔🤔🤔,sonicdrivein_790,0.94947726,0.39000025,0.3411909639835357,0
"we’ re having a drive-in movie night tonight, what’ s your favorite drive-in",sonicdrivein_791,0.8850128,0.39000025,0.1696384847164154,0
"if you’ ve never been to a sonic slush, you’ re missing out",sonicdrivein_794,0.90138453,0.39000025,0.0335823073983192,0
if you’ re looking for something to watch while you’ re at home this is your guide to,sonicdrivein_795,0.9607006,0.39000025,0.1330484747886657,0
"check out our new drink of the year, the waffle slushie 🥞 it ‘s on",sonicdrivein_797,0.7502639,0.39000025,0.012017604894936,0
"if you don’ t want to throw away your cup, don’ t eat it",sonicdrivein_807,0.9732064,0.39000025,0.2154924422502517,0
is this the only time you’ re allowed to eat a kid’ s snack?,sonicdrivein_808,0.978628,0.39000025,0.1745383590459823,0
this is the best gift you can give yourself this holiday season 🎄 🎄,sonicdrivein_810,0.9472515,0.39000025,0.0254236590117216,0
"it’ s been a while since you’ ve been to a drive-in, so what�",sonicdrivein_812,0.92506295,0.39000025,0.4408649802207947,0
what’ s your favorite sonic drive-in experience? share with us in the comments,sonicdrivein_820,0.804151,0.39000025,0.1495476961135864,0
"we ’ t know if this is a kid or an adult, but it ’ s time for some",sonicdrivein_821,0.9341642,0.39000025,0.2359508126974105,0
"if you 're in the kitchen, you 're in the right place if you 're in the right",sonicdrivein_825,0.9360935,0.39000025,0.0956713259220123,0
🎉🎉🎉🎉🎉🎉🎉�,sonicdrivein_827,0.86411864,0.39000025,0.050496656447649,0
"it’ s sonic summer, so we’ ve got you covered with our sonic summer gift guide",sonicdrivein_829,0.9014839,0.39000025,0.0050851968117058,0
"the next time i go to the store, i 'm going to try something different, i 'm going",sonicdrivein_830,0.95278966,0.39000025,0.3343331217765808,0
what’ s the one thing you can’ t have at the same time? 🤔�,sonicdrivein_834,0.9543431,0.39000025,0.0743778795003891,0
we’ re here to help you find your new favorite drink 🍕🍕🍕,sonicdrivein_836,0.9754469,0.39000025,0.0702887773513794,0
"it ‘s been a while since we ‘ve seen this, but we ‘ve got you",sonicdrivein_837,0.94796365,0.39000025,0.0221002288162708,0
it’ s time to go back to your favorite sonic drive-thru,sonicdrivein_838,0.9742673,0.39000025,0.0608753226697444,0
this is the story of how i came up with the idea for the drive-in rollercoaster in the,sonicdrivein_840,0.98231053,0.39000025,0.0881181806325912,0
i’ m not sure if i should be proud of this or not 🤷‍♀,sonicdrivein_841,0.9771115,0.39000025,0.3738094270229339,0
this is why i’ m still a little kid i’ m not sure what i’ m,sonicdrivein_842,0.5884317,0.39000025,0.4850046932697296,0
🎄🎄🎄🎄🎄🎄🎄�,sonicdrivein_843,0.86411864,0.39000025,0.0191421471536159,0
i know i’ m not the first to think of this but i’ m so proud of my,sonicdrivein_844,0.9197054,0.39000025,0.2511220276355743,0
let’ s just say we’ re excited for the first day of summer pic,sonicdrivein_845,0.9695389,0.39000025,0.8957751989364624,1
"i don’ t know about you, but i’ m ready for this to be over",sonicdrivein_846,0.97367984,0.39000025,0.1688311845064163,0
"i can’ t believe we’ re still in the park, but i’ m having a",sonicdrivein_847,0.946829,0.39000025,0.1128043010830879,0
"it 's been a while since i 've had a cup of this, but it 's time",sonicdrivein_848,0.9766424,0.39000025,0.0135489692911505,0
🎄🎄🎄🎄🎄🎄🎄�,sonicdrivein_849,0.86411864,0.39000025,0.1110570952296257,0
i still can’ t figure out why we don’ t have a drive thru menu yet,sonicdrivein_850,0.9738347,0.39000025,0.3968845903873443,0
"🎄 it ’s cold outside, but it ’s gonna be even colder inside with a",sonicdrivein_852,0.71236795,0.39000025,0.0607198029756546,0
when i 'm in the police station and i 'm in a situation where i can 't do anything,sonicdrivein_854,0.9532418,0.39000025,0.1771201938390731,0
what’ s your kid’ s favorite toy this holiday season? we’ ve got you covered,sonicdrivein_855,0.9131241,0.39000025,0.0003881793236359,0
it ‘s the gift that keeps on giving 🎁🎁🎁🎁,sonicdrivein_856,0.8646163,0.39000025,0.1314099878072738,0
🤷‍♀️🤷‍♀️🤷‍�,sonicdrivein_857,0.86411864,0.39000025,0.0060108564794063,0
do you think i ‘m the only one who likes to play the game on the big screen?,sonicdrivein_859,0.9771451,0.39000025,0.0553970709443092,0
"we don’ t want to go out, we want to stay in",sonicdrivein_860,0.95769393,0.39000025,0.2101784348487854,0
"i’ ve come up with a few new ideas for the new year, so let me know what you",sonicdrivein_861,0.95121336,0.39000025,0.1600682437419891,0
what’ s your favorite sonic toy? we’ re giving away a free sonic toy to one lucky,sonicdrivein_862,0.8515048,0.39000025,0.0216202307492494,0
what do you want for christmas this year? 🎄🎄🎄🎄,sonicdrivein_863,0.96409976,0.39000025,0.0436711832880973,0
what happened to the drink? he’s been drinking it for 3 days now,sonicdrivein_864,0.77202713,0.39000025,0.4088293612003326,0
check out this video to see the first look at the new mccoy’ s ice tea slush,sonicdrivein_865,0.67068464,0.39000025,0.0075769433751702,0
it 's been a long time since we 've all been like this,sonicdrivein_866,0.97469556,0.39000025,0.5378423929214478,1
how many times do we have to tell you that we don’ t make sandwiches for you?,sonicdrivein_868,0.9686335,0.39000025,0.1467218697071075,0
it’ s time to get your tater tots ready because we’ re bringing back the to,sonicdrivein_869,0.8241714,0.39000025,0.0031751012429594,0
is it just us or does it look like there 's a lot of sliders in this picture?,sonicdrivein_871,0.96201277,0.39000025,0.2211576700210571,0
"our new merch is now available on our website, app, and social media, so check it out",sonicdrivein_872,0.9626135,0.39000025,0.0060826139524579,0
"we can’ t stop, we can’ t stop, we can’ t stop, we",sonicdrivein_876,0.8804147,0.39000025,0.241740882396698,0
what’ s your favorite sonic flavor? i’ m here to help you figure it out,sonicdrivein_877,0.97925055,0.39000025,0.1345543712377548,0
"if you’ ve ever been to a drive-in, you know it’ s a thing",sonicdrivein_880,0.87851745,0.39000025,0.0911030024290084,0
i want you to pick your favorite song to listen to on the way to school this morning,sonicdrivein_882,0.97840494,0.39000025,0.0169127807021141,0
"we’ n’ t tell you what we’ re listening to, but we’ re",sonicdrivein_883,0.77683896,0.39000025,0.3422267735004425,0
what do you think this is? 🤔 let us know in the comments or tag us on insta,sonicdrivein_886,0.23159605,0.39000025,0.0315354354679584,0
"we want to make sure you’ re ready for the game this weekend, so we’ re sharing",sonicdrivein_891,0.9724564,0.39000025,0.0012810814660042,0
get ready for the best shake in the world🍦🍦🍦🍦�,sonicdrivein_892,0.8871009,0.39000025,0.0414245165884494,0
"i do n’ t remember the date, but i do n’ t remember the name of the",sonicdrivein_894,0.80883145,0.39000025,0.0086269471794366,0
"when you’ re the only one in the car, you can do whatever you want",sonicdrivein_895,0.9674512,0.39000025,0.0297777485102415,0
`` let 's say `` let 's go back to school '' when kids say `` let 's go,sonicdrivein_896,0.867953,0.39000025,0.1551463752985,0
"check out the new sonicswag available now, just in time for summer 🔥🔥�",sonicdrivein_897,0.94678664,0.39000025,0.0081357518211007,0
it ‘s a work day so i ca n’ t really think about it but i do n,sonicdrivein_899,0.77053183,0.39000025,0.2788004577159881,0
it ‘s the best time of the year to enjoy your favorite drink at the drive-in,sonicdrivein_901,0.9781009,0.39000025,0.0401808843016624,0
what’ s your favorite thing to get for your kid this holiday season? 🎄🎁,sonicdrivein_902,0.9588926,0.39000025,0.0022028069943189,0
"it’ s time to take a closer look at the all-new, all-the-time grilled",sonicdrivein_903,0.96974653,0.39000025,0.0007138908840715,0
"if you’ re in the market for a new sonic, we’ re here to help with these",sonicdrivein_904,0.95940804,0.39000025,0.0172421392053365,0
"i can’ t decide what to order, so i’ m just going with the flow",sonicdrivein_905,0.95325613,0.39000025,0.1989894807338714,0
"what’ s the best way to celebrate the 4th of July? with a burger, of course",sonicdrivein_906,0.9730348,0.39000025,0.004555644467473,0
what’ s your favorite drink on the menu? 🍸🍸🍸�,sonicdrivein_909,0.95400727,0.39000025,0.010260091163218,0
one of these is not like the others 🤔🤔🤔🤔,sonicdrivein_911,0.9167116,0.39000025,0.0223491545766592,0
this is what i’ m looking forward to this weekend 🤩🤩🤩,sonicdrivein_912,0.97080594,0.39000025,0.2091984748840332,0
the first thing i did when i got to the venue was order a sonic drink 🍻,sonicdrivein_913,0.9715002,0.39000025,0.0474518537521362,0
"when you’ re at the drive-thru, what’ s the best way to get your",sonicdrivein_914,0.95245504,0.39000025,0.026309311389923,0
i woke up this morning feeling like i was in the frozen tundra of the frozen tundra of,sonicdrivein_916,0.98128295,0.39000025,0.097823329269886,0
it’ s not my birthday yet but i’ m the only one who’ s going to,sonicdrivein_917,0.9465963,0.39000025,0.3366620242595672,0
people want to live in the future so they vote for a police chief who is also a superhero,sonicdrivein_918,0.87900007,0.39000025,0.2079154253005981,0
"she’ s right, it’ s been a while since we’ ve had a drive-",sonicdrivein_924,0.9475453,0.39000025,0.677797794342041,1
"when i was a little girl, i used to go to the grocery store with a bag of chips in my",sonicdrivein_925,0.9627546,0.39000025,0.1754862070083618,0
summer is in full swing and this is the soundtrack to my day,sonicdrivein_926,0.9539705,0.39000025,0.0516902431845665,0
"if you do n’ t like the ice cream, you do n’ t have to pay for",sonicdrivein_927,0.91639334,0.39000025,0.196176677942276,0
it 's time for you to get out of here i do n't want to meet with the girl who,sonicdrivein_928,0.35068488,0.39000025,0.1745331734418869,0
"if you’ re a fan of this drink, you’ re in for a treat",sonicdrivein_930,0.9709825,0.39000025,0.0255985427647829,0
what’ s your go-to sonic order? 🤔🤔🤔�,sonicdrivein_931,0.89928234,0.39000025,0.0036582697648555,0
let’ s go to the ice cream shop today and order your favorite drink 🥤🥤,sonicdrivein_932,0.9714589,0.39000025,0.0115785030648112,0
what’ s the best way to get ready for the big game? we’ ve got you covered,sonicdrivein_935,0.9656249,0.39000025,0.0226338822394609,0
"just in time for the holiday season, we ‘ve got you covered with our new croissant dip",sonicdrivein_937,0.96270865,0.39000025,0.0310817491263151,0
get ready for the summer of sonic waves 🎉 🎉 🎉 🎉 �,sonicdrivein_940,0.9117816,0.39000025,0.0258880425244569,0
what’ s your favorite flavor? 🤔🤔🤔🤔�,sonicdrivein_943,0.9647673,0.39000025,0.1238124445080757,0
what’ s the best way to spend a weekend? i’ m guessing you’ ve got,sonicdrivein_944,0.956599,0.39000025,0.0418711230158805,0
we’ ve got you covered if you’ re looking for the perfect gift for the man in your,sonicdrivein_945,0.88556224,0.39000025,0.1238229721784591,0
we’ ve got you covered with some of our favorite summer drinks 🍹🍹�,sonicdrivein_946,0.94780964,0.39000025,0.0078008421696722,0
the only thing better than a free drink is a free drink when you’ re the only one drinking,sonicdrivein_947,0.95851326,0.39000025,0.1939848214387893,0
just a few more stops and we ca n’ t go wrong 🚀🚀�,sonicdrivein_948,0.7662723,0.39000025,0.0945123434066772,0
what’ s the best way to spice up your date night? i’ ve got you covered with,sonicdrivein_949,0.9315336,0.39000025,0.0134995523840188,0
it 's been a long time coming but we 've finally made it to the end of the line,sonicdrivein_950,0.9530784,0.39000025,0.0135871078819036,0
what do you think of the new jimmy fallon jimmy fallon jimmy fallon,sonicdrivein_951,0.96193457,0.39000025,0.0431469790637493,0
we’ re still trying to figure out how we’ re going to eat all of these chicken tend,sonicdrivein_952,0.98299855,0.39000025,0.6865145564079285,1
what’ s your favorite thing to order at the drive thru? 🤔🤔�,sonicdrivein_953,0.9611945,0.39000025,0.0495311208069324,0
it’ s the only way to know when you’ ll need a drink,sonicdrivein_954,0.96301746,0.39000025,0.1057149246335029,0
"we all know how much we love that waffle shake, but is it really worth it?",sonicdrivein_955,0.9809405,0.39000025,0.0960105136036872,0
what’ s your favorite way to spice up your sonic experience? check out this gallery of our favorite sonic,sonicdrivein_956,0.9652684,0.39000025,0.0017100411932915,0
"they all look the same, but which one is the best? 🤔🤔🤔",sonicdrivein_957,0.9392075,0.39000025,0.1417973786592483,0
what will you be listening to this summer? 🤔🤔🤔🤔,sonicdrivein_960,0.97270447,0.39000025,0.0648467987775802,0
thanks for the ice- cold drink and the smile it’ s been a great day,sonicdrivein_962,0.8185894,0.39000025,0.073363572359085,0
"i’ m going to make this quick, but i’ m going to get a few of these",sonicdrivein_963,0.96772915,0.39000025,0.2747712433338165,0
it ‘s time to get your taste buds ready because this is your chance to try a new flavor every,sonicdrivein_964,0.9778282,0.39000025,0.0025116987526416,0
"it’ s not the drink, it’ s the drink that’ s the problem",sonicdrivein_965,0.94447595,0.39000025,0.3594884574413299,0
what did i do when i was on the road with a frozen drink in hand?,sonicdrivein_968,0.97881794,0.39000025,0.3107433021068573,0
"if you’ ve got questions, we’ ll answer them in the next episode of girlbossmom",sonicdrivein_972,0.9330903,0.39000025,0.1489172428846359,0
"i know i 'm not the only one who thought this was a bit of a mistake, but i think",sonicdrivein_973,0.9822886,0.39000025,0.6208131313323975,1
"it’ s time to party in the pool with your favorite drink, the sonic slushie",sonicdrivein_976,0.97652423,0.39000025,0.0107780424878001,0
"are we really ready to drink the beer we love again? we hope so, but we 're not sure",sonicdrivein_977,0.978839,0.39000025,0.038552276790142,0
what if i told you there was a way to keep your phone away from you all day long?,sonicdrivein_981,0.9726873,0.39000025,0.557983934879303,1
it 's time to break out the slushie slushie slushie slushie slush,sonicdrivein_982,0.91752,0.39000025,0.015308553352952,0
do i have to eat all of them or just one? 🤷‍♀️,sonicdrivein_983,0.66856545,0.39000025,0.089145727455616,0
do you want to be a part of history? do you want to be a part of the race?,sonicdrivein_986,0.98055756,0.39000025,0.0386140719056129,0
i can’ t believe i’ m the only one with a drink in her hand,sonicdrivein_987,0.92231244,0.39000025,0.0428846627473831,0
can you believe it’ s cake day? 🎂🎂🎂🎂,sonicdrivein_989,0.93503106,0.39000025,0.0390920639038085,0
"i thought you were going to make a funny joke, but all you did n’ t have any pictures",sonicdrivein_990,0.822061,0.39000025,0.3991749584674835,0
"you 're not going to get in trouble for singing in the subway, but you 're not allowed to",sonicdrivein_991,0.9783546,0.39000025,0.1498374193906784,0
this is my son’ s wish list for his birthday this is my son’ s wish list for,sonicdrivein_993,0.96233135,0.39000025,0.2229103744029998,0
it ‘s time for the slushies to make a comeback 🍉🍉�,sonicdrivein_994,0.97402567,0.39000025,0.0264874547719955,0
it ‘s the only way i’ ll drink it all in one day,sonicdrivein_996,0.94394416,0.39000025,0.0801984742283821,0
it 's up to you to decide which of the seven strings you 're going to use to pass the,sonicdrivein_997,0.9759754,0.39000025,0.081286035478115,0
this is the moment we all been waiting for when we take that first sip of that shake from the top of,sonicdrivein_999,0.9729101,0.39000025,0.0164465345442295,0
"it ‘s been a while since i ‘ve been to a sonic, but i ‘m",sonicdrivein_1000,0.85672766,0.39000025,0.0330329909920692,0
"i’ m not sure if it’ s just me, but i’ m having a hard",sonicdrivein_1001,0.9283184,0.39000025,0.6059986352920532,1
"it ‘s not just a cup of coffee, it ‘s also a drive-in dessert �",sonicdrivein_1002,0.9561696,0.39000025,0.0791361927986145,0
"no, no, no, no, no, no, no, no, no, no, no,",sonicdrivein_1005,0.8671994,0.39000025,0.7560716867446899,1
"it ‘s all about the ice cream, and it ‘s all over the world",sonicdrivein_1006,0.9359226,0.39000025,0.0178142897784709,0
it’ s freezing out here but at least i have a frozen drink to keep me warm,sonicdrivein_1007,0.94401044,0.39000025,0.2067723274230957,0
we’ ve got you covered if you’ re looking for the perfect game day snack we’,sonicdrivein_1009,0.64089876,0.39000025,0.0166958328336477,0
🤔 what should we do with all the food we’ re planning for the event? �,sonicdrivein_1012,0.96419626,0.39000025,0.0496090427041053,0
we need your vote on which sonic character you want to see in a costume this year?,sonicdrivein_1013,0.9604442,0.39000025,0.110198825597763,0
"it 's been a while since i had a drink at the drive-in, but i’ m",sonicdrivein_1016,0.9791089,0.39000025,0.0245086625218391,0
have you ever had a craving for a cheeseburger all day long?,sonicdrivein_1018,0.97909594,0.39000025,0.1837878376245498,0
"when you 're in the driver 's seat, you 're the only one allowed to drive",sonicdrivein_1021,0.96159744,0.39000025,0.0765063315629959,0
we 've come a long way since the first time we introduced you to the world of sonic shakes �,sonicdrivein_1022,0.9594202,0.39000025,0.6729799509048462,1
what do you think of my new video? it ‘ s so good i ‘ m so happy,sonicdrivein_1024,0.9730252,0.39000025,0.0356620326638221,0
you’ re going to love the sonic vibe i’ m giving you today,sonicdrivein_1026,0.9752172,0.39000025,0.0689371526241302,0
"don’ t worry, i’ m sure you’ ll still have a lot of fun driving",sonicdrivein_1027,0.978872,0.39000025,0.5473960638046265,1
we got you covered with a few of your favorite flavors 🤷‍♀️🥰,sonicdrivein_1028,0.9465628,0.39000025,0.1009561046957969,0
our new drink menu is here and it’ s inspired by the music of the 90’ s,sonicdrivein_1030,0.894408,0.39000025,0.0025263039860874,0
we 're still trying to figure out how to get our kids to stop playing with the toys during the game,sonicdrivein_1031,0.96953726,0.39000025,0.1006459221243858,0
"i don’ t know about you guys, but i’ m going to need a midnight snack",sonicdrivein_1032,0.96795344,0.39000025,0.3052145838737488,0
what’ s the first thing you’ ll see when you walk in the door? 🤔,sonicdrivein_1034,0.96862674,0.39000025,0.014862036332488,0
this is what i had in mind when i first thought of the sonic theme 🔥🔥,sonicdrivein_1035,0.963537,0.39000025,0.0138435438275337,0
what’ s the best thing you’ ve ever ordered at sonic? share with us in the comments,sonicdrivein_1037,0.8451558,0.39000025,0.1104715764522552,0
it 's up to you to decide if you want to eat the cake or not '',sonicdrivein_1039,0.9390536,0.39000025,0.2068794220685959,0
"we don’ t know what we’ re going to order, but we’ ve got a",sonicdrivein_1040,0.93339753,0.39000025,0.0184272583574056,0
we can’ t wait to see what you’ re cooking up for the new year,sonicdrivein_1041,0.9705648,0.39000025,0.0505776740610599,0
this is what we ‘ve been waiting for we ‘re getting a sonic drive-thru in,sonicdrivein_1042,0.6483077,0.39000025,0.0531302690505981,0
this is why i like to listen to this kind of music 🤔 what do you listen to?,sonicdrivein_1043,0.96402055,0.39000025,0.0090470053255558,0
we can’ t wait to see what you have in store for us this summer 🔥�,sonicdrivein_1044,0.9596219,0.39000025,0.0517338886857032,0
let ‘s get a little bit silly this holiday season and get a little festive with our family’,sonicdrivein_1046,0.92449576,0.39000025,0.0358523651957511,0
do you have a co-pilot? we do too and we think it ‘s because of the,sonicdrivein_1047,0.8533012,0.39000025,0.0260585378855466,0
the first thing that comes to mind when you think of a pop drink is the flavor of your favorite pop,sonicdrivein_1048,0.979722,0.39000025,0.0075129340402781,0
"get ready to get your drink on with our new flavor of the season, the sonic slushie �",sonicdrivein_1049,0.9428609,0.39000025,0.0721393898129463,0
can’ t wait to go back to school with the kids and the ice cream 🍦,sonicdrivein_1050,0.91697586,0.39000025,0.0802561417222023,0
"when we went to sonic for the first time, we were so excited to try the waffle fries that we",sonicdrivein_1052,0.97900426,0.39000025,0.0264350641518831,0
do you remember when i brought you to your first pepsi party? i do n’ t think,sonicdrivein_1053,0.8745383,0.39000025,0.1205877438187599,0
"can’ t believe it’ s the first day of school, but it’ s the first",sonicdrivein_1054,0.9567037,0.39000025,0.3621969521045685,0
"it ‘s been a while since we’ ve checked in on our tots, so let�",sonicdrivein_1055,0.942304,0.39000025,0.0278433058410882,0
"it 's been a while since this team has been to the stadium, so it 's time to take",sonicdrivein_1056,0.9471569,0.39000025,0.1330583095550537,0
we’ re here to let you know that we’ re here to help you find your perfect match,sonicdrivein_1059,0.97586846,0.39000025,0.076297715306282,0
"we ‘ve been hearing a lot of questions about our new tots, and we ‘ve got",sonicdrivein_1063,0.9571967,0.39000025,0.0517149418592453,0
"the more you look at it, the more you want it 🍕🍕🍕",sonicdrivein_1064,0.93551254,0.39000025,0.0742510482668876,0
it’ s been a while since we’ ve seen the chelsea chelsea chel,sonicdrivein_1065,0.50658906,0.39000025,0.0240436252206563,0
"it ‘s been a while since we’ ve made any tots, but we ‘ re",sonicdrivein_1068,0.80598456,0.39000025,0.0373806841671466,0
"when you’ re trying to decide what to eat, you’ ve got a lot of choices �",sonicdrivein_1069,0.9551269,0.39000025,0.7523154020309448,1
we can’ t decide what to order at the drive-thru so we just end up with a,sonicdrivein_1070,0.9260629,0.39000025,0.0682025700807571,0
it’ s the only way to keep track of all the candy you eat all day long,sonicdrivein_1072,0.9699555,0.39000025,0.0513051114976406,0
"it ‘s been a while since we’ ve shared a new menu item, but we’",sonicdrivein_1073,0.9299417,0.39000025,0.0426576174795627,0
"it’ s been a while since we’ ve all had a sonic, but here’ s",sonicdrivein_1074,0.9259467,0.39000025,0.0434444434940815,0
i do n't know where this came from but i do n't regret it,sonicdrivein_1075,0.92116725,0.39000025,0.1874720007181167,0
it’ s the last night of the year and i can’ t think of a better way to,sonicdrivein_1081,0.9748639,0.39000025,0.0151278441771864,0
what is going on here? 🤔🤔🤔🤔🤔�,sonicdrivein_1082,0.94871926,0.39000025,0.0166177451610565,0
"we ‘ve all been there before, and we ‘ve got you covered with our new tots",sonicdrivein_1083,0.8014027,0.39000025,0.0242118369787931,0
it 's been a while since you 've had the chance to try the new frozen drink we 've,sonicdrivein_1084,0.97021896,0.39000025,0.1251225620508194,0
"it’ s been a while since we’ ve had a drink, so let’ s get",sonicdrivein_1086,0.97521204,0.39000025,0.4071996212005615,0
"we’ ve all been there, and we’ ve all been there, and we’ ve",sonicdrivein_1087,0.92496854,0.39000025,0.1873315125703811,0
"this is not a game, this is an intervention 🚫🚫🚫🚫",sonicdrivein_1088,0.94924694,0.39000025,0.135972574353218,0
"we’ re still working on the to-go side of things, but we’ ve got you",sonicdrivein_1090,0.95917577,0.39000025,0.0696741342544555,0
🤔 what’ s going on with our food delivery? 🤷‍♀️,sonicdrivein_1091,0.9627082,0.39000025,0.0514790378510952,0
we’ re having a drink special all month long 🍸🍸🍸�,sonicdrivein_1093,0.7054281,0.39000025,0.0223558638244867,0
where’ s the best place to order a frozen drink today? share it in the comments,sonicdrivein_1095,0.7925347,0.39000025,0.0523000173270702,0
i did n't think i 'd be so nervous but i 'm so excited i 'm going to,sonicdrivein_1096,0.59098625,0.39000025,0.0637334287166595,0
what’ s up with these tots? they all taste the same 🤷‍♀,sonicdrivein_1097,0.97082347,0.39000025,0.0302364956587553,0
"when you’ ve got a craving for something different, you’ ve got a craving for something different",sonicdrivein_1098,0.9761239,0.39000025,0.02311272919178,0
i 'm still trying to figure out why i 'm getting so many orders of the same thing every time,sonicdrivein_1099,0.96036303,0.39000025,0.0385733619332313,0
this is the gift that keeps on giving 🎁 this is the best gift we ’ve ever given,sonicdrivein_1101,0.9198558,0.39000025,0.0006492314860224,0
we’ re not the only ones who like to dip our fries in our drink 🍟,sonicdrivein_1102,0.9618451,0.39000025,0.2899390757083893,0
have you ever wondered what would happen if you tried to eat all of these sandwiches at the same time?,sonicdrivein_1103,0.9795456,0.39000025,0.0987900793552398,0
do you want to be a member for a while? this is your last chance to get a free drink,sonicdrivein_1104,0.9805207,0.39000025,0.0078763412311673,0
what’ s your favorite thing about the sonic drive-in? share it with us on insta @,sonicdrivein_1105,0.9638432,0.39000025,0.1926779299974441,0
"we 've all been there, and we 've all been there, and we 've all been there",sonicdrivein_1107,0.93578345,0.39000025,0.0778665468096733,0
"when i’ m the only one in the house, i’ m the mom 🤷�",sonicdrivein_1108,0.86281955,0.39000025,0.1885641813278198,0
i 'm not the first one to find this but i 'm sure there 's a guy out there,sonicdrivein_1109,0.9656835,0.39000025,0.078505702316761,0
what’ s the one thing you’ ve always wanted to try but didn’ t have the,sonicdrivein_1112,0.9432032,0.39000025,0.1313311606645584,0
"we 've all been there before, but what if you could get a free drink with every order?",sonicdrivein_1113,0.8879703,0.39000025,0.0526187606155872,0
when you’ re in the mood for a spicy chicken sandwich what do you do? 🤔,sonicdrivein_1115,0.9680703,0.39000025,0.0486971326172351,0
"it 's your choice if you want a big or a small pickle, but you can 't have",sonicdrivein_1116,0.9592346,0.39000025,0.0256714392453432,0
"i don’ t know if this is the right order, but i’ m going with it",sonicdrivein_1117,0.9485248,0.39000025,0.3764625489711761,0
we ‘ re here to help you decide what to order for the game today 🤷‍�,sonicdrivein_1120,0.96699476,0.39000025,0.0177426803857088,0
what do you think of the new spinners? 🤔🤔🤔,sonicdrivein_1122,0.97256774,0.39000025,0.024394629523158,0
"i 'm sorry to tell you this, but i 'm not going to be able to give you both",sonicdrivein_1123,0.93709624,0.39000025,0.3708748817443847,0
happy mother’ s day to all the mom’ s out there with their kids today 🎄,sonicdrivein_1124,0.34075332,0.39000025,0.0437672063708305,0
we’ ve got you covered with our new flavor of the month 🍕🍕�,sonicdrivein_1125,0.91087276,0.39000025,0.0162385124713182,0
this is what i found when i went to pick up my son from school he was wearing the same shirt as,sonicdrivein_1126,0.8844886,0.39000025,0.0451913774013519,0
it was hard to decide what to watch this week because of all the new shows that came out this year,sonicdrivein_1128,0.9724343,0.39000025,0.172105386853218,0
what’ s your favorite way to order a burger at your favorite restaurant? 🤔,sonicdrivein_1129,0.95731854,0.39000025,0.0221618097275495,0
it’ s time to bring the food to the dance floor 🔥🔥🔥,sonicdrivein_1130,0.9757238,0.39000025,0.009996629320085,0
🔥🔥🔥🔥🔥🔥🔥�,sonicdrivein_1131,0.86411864,0.39000025,0.0955100730061531,0
we can’ t believe it’ s been 10 years since the first time we all went on a,sonicdrivein_1132,0.94070023,0.39000025,0.0140538774430751,0
we’ ve got you covered when it comes to your food cravings 🤷‍♀,sonicdrivein_1134,0.94009197,0.39000025,0.0582841746509075,0
"when the kids went to the bathroom, they found all of the kids’ shoes in the closet",sonicdrivein_1135,0.9666322,0.39000025,0.0222502239048481,0
what’ s the best thing you’ ve ever heard coming out of our speakers?,sonicdrivein_1137,0.9334293,0.39000025,0.0120370564982295,0
it ‘s time to celebrate the school’ s hot tub day with a drink in your mouth,sonicdrivein_1138,0.96181524,0.39000025,0.0246982965618371,0
what do you want me to do in this video ? ? ? ? ? ? ? ? ? ? ?,sonicdrivein_1139,0.91564614,0.39000025,0.046279639005661,0
this is the first time i 've ever been able to get a kid to take a photo with a sonic,sonicdrivein_1140,0.94626427,0.39000025,0.0451878234744071,0
"when you 're in the ice cream shop and the cashier says, `` what do you want? ''",sonicdrivein_1141,0.9623185,0.39000025,0.4367808103561401,0
