caption,image_id,fluency,diversity
it 's so easy to fall in love with mcdonald 's when you 're young i 'm,mcdonalds_switzerland_587,0.8740005,0.40257198
we do n't want to make you sick but we do n't have any other choice but we do n,mcdonalds_switzerland_589,0.7267119,0.40257198
"when you pass by a mcdonald 's and you 're about to get your pass, you remember the",mcdonalds_switzerland_590,0.9684572,0.40257198
when i first saw this i thought it was a virus but after a few days i 'm back in the,mcdonalds_switzerland_591,0.7395745,0.40257198
you never know what you 're going to get with the macdonald 's big juicy burger enjoy the taste,mcdonalds_switzerland_594,0.89083534,0.40257198
do you remember the good old days when you could order a mcflurry at the mcdonald 's?,mcdonalds_switzerland_596,0.97711724,0.40257198
it 's not a secret - it 's the best burger in mcdonald 's menu and we ',mcdonalds_switzerland_597,0.75131035,0.40257198
"when it comes to dating, who 's the first one you 're going after? i 'm going",mcdonalds_switzerland_598,0.9670215,0.40257198
i 'm sure you 've all been there at some point in time when you 're so excited about,mcdonalds_switzerland_600,0.9250485,0.40257198
i 'm sorry i 'm sorry i 'm not able to see you because you 're wearing a,mcdonalds_switzerland_601,0.8589472,0.40257198
"who is now in love with mcdonald 's coffee? if you do , we want you to join us",mcdonalds_switzerland_603,0.9623974,0.40257198
there 's no way to know which one you 're going to choose in the mcdonald 's menu,mcdonalds_switzerland_605,0.961935,0.40257198
"i do n't know where i 'm going to go today, but i 'm sure it 's",mcdonalds_switzerland_606,0.8954493,0.40257198
"even if you ‘ t want it, there ‘ t anything better than the mcdonald ‘ t",mcdonalds_switzerland_608,0.9034676,0.40257198
you never know what you’ re going to get in the mcdonald’ s hamburgers and,mcdonalds_switzerland_610,0.9191076,0.40257198
do you want to know if your chicken mcnugget is really delicious? it 's safe to say,mcdonalds_switzerland_611,0.97960013,0.40257198
there 's no way you 're not going to order the big one even if you 're not that,mcdonalds_switzerland_614,0.8953301,0.40257198
"i 'm sure you 're not going to be able to keep your eyes open, but you 're",mcdonalds_switzerland_615,0.9707479,0.40257198
there ‘s no way you ‘ll find a better deal than the mcdonald ‘s menu,mcdonalds_switzerland_616,0.9195852,0.40257198
"you do n't know what you 're going to taste but if you do , you 're going to",mcdonalds_switzerland_617,0.6648649,0.40257198
"if you 're the one who 's going to lose their favorite chicken meal, the mcdonald 's",mcdonalds_switzerland_618,0.9210652,0.40257198
we 've all been there at some point in our lives we 're not sure what 's going on,mcdonalds_switzerland_620,0.8456345,0.40257198
"can you believe it? i did n't even notice it at first but now that i look at it,",mcdonalds_switzerland_621,0.51810914,0.40257198
is it possible to eat everything at mcdonald 's? 🤔🤔🤔�,mcdonalds_switzerland_622,0.96042067,0.40257198
"when i asked you if you were going to pass the test, did you know that you 're actually going",mcdonalds_switzerland_623,0.96927565,0.40257198
who 's going to be the first to eat the mcdonald 's fries in the mcdonald 's,mcdonalds_switzerland_624,0.9490621,0.40257198
once you 've said `` you 've done it right '' you ca n't stop here 's a,mcdonalds_switzerland_625,0.46947592,0.40257198
"be ready, it ‘s time to start your new diet with this sweet treat from mc donald �",mcdonalds_switzerland_626,0.86091864,0.40257198
let 's take a look at what happened when you try to order a drink in a fast food restaurant do,mcdonalds_switzerland_362,0.96531016,0.40257198
`` i 'm going to show you what i 've been working on for the last few weeks '',mcdonalds_switzerland_629,0.95450664,0.40257198
"do n't be afraid of the hot wings if you 're in trouble, you 'll have to fight",mcdonalds_switzerland_631,0.8827704,0.40257198
who 's the coolest mom in the family? we 're seeing a lot of you and your dog in,mcdonalds_switzerland_632,0.7084771,0.40257198
"i did n't know what i was going to do when i went to the store, but now i '",mcdonalds_switzerland_633,0.82176423,0.40257198
"there 's always a big one wait, there 's always a big one",mcdonalds_switzerland_635,0.7869361,0.40257198
this is the delicious menu of the mcdonald’ s french fries and the mcdonald’ s burger,mcdonalds_switzerland_6,0.8928926,0.40257198
there 's no way you 're going to want to eat all that delicious food that 's left over,mcdonalds_switzerland_638,0.9643885,0.40257198
if you 're not a fan of the chicken mcnugget then you 're probably not going to,mcdonalds_switzerland_639,0.9715388,0.40257198
"now is the time to order your mcdonald 's meal of the day you 'll be happy, but",mcdonalds_switzerland_642,0.39665046,0.40257198
we 're happy to show you how it 's done and we 're also happy to show you how,mcdonalds_switzerland_643,0.9397617,0.40257198
there is no such thing as a bad deal at mcdonald 's that 's why we 've put,mcdonalds_switzerland_645,0.71606046,0.40257198
"it 's not always easy to let go of your favorite Mcdonald 's, but at least you know",mcdonalds_switzerland_646,0.968216,0.40257198
"when it 's time to eat it, it 's time to change it, and when it 's",mcdonalds_switzerland_647,0.87364507,0.40257198
"in this case, it 's a good idea to go to the mcdonald 's menu and choose the",mcdonalds_switzerland_650,0.96278954,0.40257198
who 's ready for the mcdonald 's mcnuggets party? 🍔🍔�,mcdonalds_switzerland_651,0.9159918,0.40257198
it 's all about the taste you just have to try it for yourself to see the difference,mcdonalds_switzerland_653,0.8865516,0.40257198
what would you do if you tasted the& # 39; mcdonald& # 39;s& # 39,mcdonalds_switzerland_50,0.6323194,0.40257198
"do you like the mcdonald 's mcdonald 's menu? if you do, i have a little",mcdonalds_switzerland_655,0.9416517,0.40257198
the next time you go to your local mcdonald 's you 'll get a free meal with the mc,mcdonalds_switzerland_657,0.9722703,0.40257198
maybe you 're not sure what to do with that burger from mcdonald 's but at least you ',mcdonalds_switzerland_661,0.91764563,0.40257198
"watch the video to see the real reason why the hamburger menu is so popular 1, 2, 3,",mcdonalds_switzerland_52,0.75866765,0.40257198
one of the most heartwarming memes of the year the hotdog in the centre of the mcdonald 's,mcdonalds_switzerland_663,0.8079844,0.40257198
"this is how it 's going to work when you eat the burger, it 's going to taste better",mcdonalds_switzerland_665,0.95455396,0.40257198
"when i asked my mom what she was doing, she 'd say, `` oh, i 've got",mcdonalds_switzerland_666,0.94457847,0.40257198
today we 're going to show you the power of the burger,mcdonalds_switzerland_668,0.9694289,0.40257198
"the chicken has the right to eat the last piece of the pizza if you 're lucky, you 'll",mcdonalds_switzerland_672,0.9632325,0.40257198
who 's going to be the center of attention now that she 's at the top of the line?,mcdonalds_switzerland_673,0.9713381,0.40257198
"i know, it 's always hard to choose between the mcdonald 's and the mcdonald 's",mcdonalds_switzerland_674,0.96613777,0.40257198
"there 's nothing like the taste of a big, juicy burger you 're going to have to wait a",mcdonalds_switzerland_676,0.95442814,0.40257198
"he, he, he, he, he, he, he, he, he, he, he,",mcdonalds_switzerland_677,0.72782505,0.40257198
"when you try a mcflurry for the first time, you probably think, `` oh my god, this",mcdonalds_switzerland_681,0.96218824,0.40257198
"when it 's cold and dark, it 's hard to find something to eat that will make you feel",mcdonalds_switzerland_682,0.97759503,0.40257198
"do n't worry, this is how it 's really like to eat the meatball burger in real life",mcdonalds_switzerland_683,0.9296584,0.40257198
let 's celebrate the end of the school year with a selfie at your favorite mcdonald 's restaurant,mcdonalds_switzerland_684,0.9738196,0.40257198
happy new year 🎉🎉🎉🎉🎉🎉�,mcdonalds_switzerland_686,0.94736755,0.40257198
i 'm sure you 're not the only one who thinks there 's a mcdonald 's somewhere,mcdonalds_switzerland_687,0.9746265,0.40257198
it 's time to let go of the Mcdonald 's restaurant in the middle of the ocean,mcdonalds_switzerland_689,0.96982306,0.40257198
what do you think will happen when you 're at the mcdonald 's after a long day at the,mcdonalds_switzerland_54,0.9701558,0.40257198
when you order the same burger for the 5th time 🍟 🍟 🍟 �,mcdonalds_switzerland_693,0.8678644,0.40257198
i 'm sure you all know that the mcdonald 's french fries are so good that you can ',mcdonalds_switzerland_694,0.96767163,0.40257198
did you know that you can get a free burger every time you score a goal? 🍔�,mcdonalds_switzerland_695,0.970148,0.40257198
"it 's not a big deal if you do it at mcdonald 's, but at least it '",mcdonalds_switzerland_696,0.9737728,0.40257198
"after eating the burger, the chef 's order will be delivered to the user, and he 'll be",mcdonalds_switzerland_699,0.95158195,0.40257198
"when you 're the only one who can 't get a taste of a macaron, you 're",mcdonalds_switzerland_700,0.9618943,0.40257198
"do you know who this sweet mcdonald 's girl is? if you do, tell us in the comments",mcdonalds_switzerland_701,0.8336307,0.40257198
does anyone know if there is a menu option for women to choose if they want a burger or not?,mcdonalds_switzerland_703,0.9683173,0.40257198
have you ever been in a situation where you ' re so happy that you can ' t even say thank you,mcdonalds_switzerland_704,0.9659611,0.40257198
"there 's no doubt that this is the egg of the day, but is there a little bird inside?",mcdonalds_switzerland_59,0.9751854,0.40257198
what would you do if you had the power to change the menu at mcdonald 's? 🤔,mcdonalds_switzerland_60,0.9644373,0.40257198
`` it 's like a marshmallow in her mouth '' `` that 's what she 's going to,mcdonalds_switzerland_73,0.8191174,0.40257198
you never know what you 're going to get until you open the burger menu you 'll see,mcdonalds_switzerland_714,0.9453893,0.40257198
"no matter how many times i tell you, there 's no such thing as a mcdonald 's burger",mcdonalds_switzerland_715,0.9642772,0.40257198
there 's no way you 're going to get through all those big buns without getting bored,mcdonalds_switzerland_716,0.95940876,0.40257198
"when it 's time to go to the drive-thru restaurant, we all know where we 're",mcdonalds_switzerland_717,0.9714774,0.40257198
there 's nothing better than a big mac with a big buttery onion ring,mcdonalds_switzerland_718,0.95535487,0.40257198
here 's how you 'll get your free mcdonald 's app in the new year it 's,mcdonalds_switzerland_719,0.70211303,0.40257198
"if you 're in the mood for a big mcdonald 's meal, you 're in for a",mcdonalds_switzerland_81,0.9627188,0.40257198
i 'm glad i 'm not the only one who likes the hamburgers with the baked potatoes i,mcdonalds_switzerland_722,0.95696515,0.40257198
`` let 's go back to school '' when the kids say `` let 's go back to school '',mcdonalds_switzerland_724,0.8841428,0.40257198
what do you think is going to happen to you next time you go to mcdonald 's? tell us,mcdonalds_switzerland_90,0.96641946,0.40257198
"with the big mac, there 's always a way to get the most out of it",mcdonalds_switzerland_726,0.944536,0.40257198
let 's pretend that you 're working at the mcdonald 's drive-thru and you ',mcdonalds_switzerland_727,0.8299158,0.40257198
"now that the weather is getting colder, you 'll want to switch to mcdonald 's mccafe",mcdonalds_switzerland_730,0.9512352,0.40257198
"do you know who this is? if not, then it 's time to say goodbye to mcdonald '",mcdonalds_switzerland_731,0.97115165,0.40257198
knowing when to stop eating is the key to a good mcdonald ‘t burger 🍔,mcdonalds_switzerland_129,0.8629758,0.40257198
did you know that you can get your favorite mcdonald 's drink even if you 're not in the,mcdonalds_switzerland_733,0.93263865,0.40257198
you 've got to know when to eat the big one and you 've got to know when to stop,mcdonalds_switzerland_734,0.95390314,0.40257198
"in this image you can see that the president has given you a gift of $ 3,000 for the next",mcdonalds_switzerland_153,0.93857795,0.40257198
now that you 've tried the macchiato from mcdonald 's do you know how to get,mcdonalds_switzerland_736,0.9220422,0.40257198
♡♡♡♡♡♡♡♡♡♡♡,mcdonalds_switzerland_539,0.86411864,0.40257198
"oh my goodness, i did n't even remember to put my christmas cake on my bag this month",mcdonalds_switzerland_738,0.8905397,0.40257198
did you know that you can get a little treat while you 're in the mcdonald 's ice cream,mcdonalds_switzerland_739,0.95628494,0.40257198
"you 'll get a delicious bite of the burger even if you don 't like it, you 'll",mcdonalds_switzerland_740,0.9502845,0.40257198
did you know that you can get your favorite mcdonald 's drink even if you 're not in the,mcdonalds_switzerland_741,0.93263865,0.40257198
"when you hear the sound in the morning, there 's a container on the ground for you",mcdonalds_switzerland_742,0.929968,0.40257198
do you know the best burger at mcdonald 's? the one that 's just right for you?,mcdonalds_switzerland_744,0.96972173,0.40257198
how do you know i 'm a kid with a mask on? three times i 've used the same,mcdonalds_switzerland_745,0.9093134,0.40257198
if you 're a chicken mcnugget fan you 're going to be so happy when you get,mcdonalds_switzerland_746,0.95632493,0.40257198
the best way to pay for your hamburger is with the hamburger menu in the hamburger menu in the,mcdonalds_switzerland_747,0.56106323,0.40257198
today is the last day of the summer holidays let 's celebrate with a cup of coffee and a smile,mcdonalds_switzerland_748,0.9701236,0.40257198
"`` do n't you think it 's funny that i 'm always asking, `` why do n't",mcdonalds_switzerland_753,0.8038228,0.40257198
"now that the winter has come, it 's time to change the color of your m& m 's",mcdonalds_switzerland_756,0.9507677,0.40257198
you never know what you 're going to get when you order the mcdonald 's bacon cheeseburger,mcdonalds_switzerland_759,0.9642428,0.40257198
"there 's nothing like the taste of the mcdonald 's big mac® you know it, we know",mcdonalds_switzerland_760,0.73629326,0.40257198
what 's your favorite mcdonald 's menu item? tell us in the comments we 'll pick a,mcdonalds_switzerland_761,0.6943429,0.40257198
it 's always a good idea to order the mcdonald 's bacon cheeseburger even if you,mcdonalds_switzerland_762,0.95509326,0.40257198
do n't you want to be a astronaut? you 'll be able to take a bite out of a,mcdonalds_switzerland_764,0.90822756,0.40257198
you 're not the only one who 's going to lose your mind when you 're asked to pick,mcdonalds_switzerland_767,0.96253157,0.40257198
when it comes to the mcdonald 's mcdonald 's mcdonald 's mcdonald 's mc,mcdonalds_switzerland_768,0.88471,0.40257198
do you remember when you were little and you wanted to go to the mcdonald 's with your friends?,mcdonalds_switzerland_165,0.97330725,0.40257198
it ‘s time for you to get your hands on a mc donald ‘ t snack bag,mcdonalds_switzerland_173,0.8584594,0.40257198
"you 'll never know what 's coming, until it 's too late enjoy the chaos",mcdonalds_switzerland_781,0.9370972,0.40257198
now it 's even cheaper to buy a hamburger in switzerland - even if you 've already eaten,mcdonalds_switzerland_783,0.97255456,0.40257198
"`` how 's it feel when i look at you while you 're walking behind me and say, ``",mcdonalds_switzerland_789,0.93553925,0.40257198
make sure you 're ready for the beach with the hot milk in the security area of the airport,mcdonalds_switzerland_792,0.88789594,0.40257198
"do you know where this mcdonald 's restaurant is located? if so, can you tell me where this",mcdonalds_switzerland_180,0.97177863,0.40257198
do you know which one is the bigger one? and which one is the little one?,mcdonalds_switzerland_201,0.97522277,0.40257198
"i 'm sure you 've seen this video, but when the ice cream comes out of the fridge,",mcdonalds_switzerland_797,0.9578742,0.40257198
we 're not ready to say goodbye to the mcdonald 's hamburgers but if you want to,mcdonalds_switzerland_799,0.8854658,0.40257198
let 's take a look at what happens when you look at a picture of someone in the back of the,mcdonalds_switzerland_800,0.9656255,0.40257198
it 's time to say goodbye to the mcdonald 's fries and hello to the mcdonald 's,mcdonalds_switzerland_810,0.96686065,0.40257198
you 've always wanted to say that you ‘re going to eat all the mcdonald ‘s,mcdonalds_switzerland_816,0.9642447,0.40257198
what 's the first thing you do when you 're at the mcdonald 's drive-thru,mcdonalds_switzerland_818,0.97723174,0.40257198
i 'm sure there 's someone out there who 's just as excited as you are about the mc,mcdonalds_switzerland_823,0.97569287,0.40257198
that 's how long it 's going to take to finish the last bite of the mcdonald 's,mcdonalds_switzerland_824,0.9675907,0.40257198
"now that you ‘ve tasted the mcflurry® crunch, you ‘ll never go back to",mcdonalds_switzerland_205,0.96889025,0.40257198
"even when you know the price of the burger, you can’ t predict the size of the big one",mcdonalds_switzerland_830,0.9687886,0.40257198
"and this time, we 're sure you 'll know where these mcdonald 's restaurants are located so",mcdonalds_switzerland_220,0.9708935,0.40257198
that 's what i 'm talking about it 's always the same price in the hamburger menu,mcdonalds_switzerland_839,0.6410979,0.40257198
i 'm not going to tell you what i 'm celebrating today but i 'm going to tell you,mcdonalds_switzerland_841,0.94351596,0.40257198
"in the end, it 's the same price, no matter how many buns you eat it 's",mcdonalds_switzerland_858,0.44967875,0.40257198
what do you think about the new mcdonald 's chicken fries? 🤔 🤔,mcdonalds_switzerland_859,0.9526543,0.40257198
are you ready for summer vacation? 🤔 do you remember the last time this happened? 🤔,mcdonalds_switzerland_227,0.97781074,0.40257198
"wait, there 's another one 🍟 🍟 🍟 🍟 🍟",mcdonalds_switzerland_868,0.7594922,0.40257198
when you want something from mcdonald 's but don 't want to wait for it to come to you,mcdonalds_switzerland_874,0.95068556,0.40257198
"i know, it 's hard to choose between the mcdonald 's big mac and the french fries the",mcdonalds_switzerland_879,0.95624024,0.40257198
what 's the first thing that comes to your mind when you hear the word `` christmas gift ''?,mcdonalds_switzerland_902,0.97264916,0.40257198
"well, we 're sure that you 're going to be able to tell us which mcdonald 's",mcdonalds_switzerland_230,0.9569005,0.40257198
what 's the first thing that comes to mind when you think of the mcdonald 's mcdonald ',mcdonalds_switzerland_906,0.81595933,0.40257198
i 'm not even sure if i 'm allowed to do this but i 'm pretty sure i ',mcdonalds_switzerland_950,0.9401279,0.40257198
what do you think about the mcdonald 's fries with the mcdonald 's burger? 🤔,mcdonalds_switzerland_1006,0.7996973,0.40257198
"well, it 's time to get your taste back it 's time to eat the hamburgers of",mcdonalds_switzerland_1009,0.93648267,0.40257198
"even though it 's cold outside, we 're still able to bring you a hot cup of coffee with",mcdonalds_switzerland_1023,0.98041075,0.40257198
i 'm sure that you 've all had the same experience as me when i 'm driving home after,mcdonalds_switzerland_1037,0.9586426,0.40257198
it 's hard to choose just one meal at mcdonald 's but it 's even harder to choose,mcdonalds_switzerland_1056,0.9656266,0.40257198
if you watch this episode you 'll learn how to make a great meal and how to enjoy it at the,mcdonalds_switzerland_1071,0.8308115,0.40257198
this is how it looks like when you order from mcdonald 's 🤤🤤,mcdonalds_switzerland_1117,0.9536213,0.40257198
"when there 's a mcdonald 's in a city, there 's a good chance that there will",mcdonalds_switzerland_1132,0.96241033,0.40257198
what if we turned off the fries at the mcdonald 's restaurant? what would you do?,mcdonalds_switzerland_1138,0.9776397,0.40257198
can you guess where this mcdonald 's is located? let us know in the comments if you know the,mcdonalds_switzerland_1168,0.6349069,0.40257198
this is what i 'm talking about 🤤🤤🤤🤤�,mcdonalds_switzerland_1170,0.94595194,0.40257198
"the more you eat, the more you 'll enjoy it the end is near, you 're going to",mcdonalds_switzerland_1184,0.8592801,0.40257198
this is what happens when you order the french fries with the chicken mcnuggets 🍟 we 're,mcdonalds_switzerland_1193,0.79088956,0.40257198
"if you 're in need of a cup of tea, this is what i 'm talking about",mcdonalds_switzerland_1196,0.9722449,0.40257198
it 's not just about the mcdonald 's sauce it 's about the power of the fry cook,mcdonalds_switzerland_1197,0.9549001,0.40257198
what 's more important to you - your food or your family? this is what happens when you join the,mcdonalds_switzerland_1203,0.97817117,0.40257198
"every time you order a mcdonald 's coffee, it 's going to taste so good because it '",mcdonalds_switzerland_1209,0.96448696,0.40257198
"once you 've eaten the burger, you 'll know what 's best for you even if you '",mcdonalds_switzerland_1215,0.95202076,0.40257198
i 'm happy that so many people are volunteering their time to help the children at the playground,mcdonalds_switzerland_1219,0.9817817,0.40257198
do you want to work at mcdonald 's? we 've got you covered we 're switching to,mcdonalds_switzerland_1263,0.7709445,0.40257198
"i 'm going to try hard to make you happy, but i 'm afraid you 're going to",mcdonalds_switzerland_1322,0.9772348,0.40257198
"even though i 'm feeling a bit tired, i 'm sure i 'll be able to help the",mcdonalds_switzerland_1379,0.9697455,0.40257198
"what 's your favorite part of the challenge? for me, it 's the one in the middle",mcdonalds_switzerland_1429,0.9615297,0.40257198
"if you 're looking for a sweet treat to celebrate your birthday, you 're welcome to try our new",mcdonalds_switzerland_1440,0.96476394,0.40257198
this is what happens when you drink a hot chocolate with the ice lolly  do n't you want,mcdonalds_switzerland_1458,0.6297849,0.40257198
and this is where i 'm going to take you for a taste of what 's in the middle of,mcdonalds_switzerland_1495,0.973605,0.40257198
did you know that the mcdonald 's bacon cheeseburger is so good that it makes you cry?,mcdonalds_switzerland_1576,0.97453123,0.40257198
"if you want to get closer to the big one, this is your lucky day it 's time to get",mcdonalds_switzerland_1591,0.9464687,0.40257198
"do you know who the new queen is? if you do n't, i 'm afraid i 'll",mcdonalds_switzerland_1612,0.9334031,0.40257198
"you, you, you, you, you, you, you, you, you, you, you,",mcdonalds_switzerland_1656,0.71565306,0.40257198
"you do n't need to drink too much water, but you do n't want to forget the three minutes",mcdonalds_switzerland_1657,0.7707141,0.40257198
"`` i 'm from the east, and i 'm supposed to put this uniform on, but i '",mcdonalds_switzerland_1749,0.83703464,0.40257198
"for the first time, when i looked at that picture, it was the last time i saw my father eat",mcdonalds_switzerland_1768,0.96974504,0.40257198
"well, it 's time for me to turn off the menu and go back to the old way of cooking",mcdonalds_switzerland_1815,0.97901493,0.40257198
"there 's no way you 're going to make it to the end of the bottle, so",mcdonalds_switzerland_1842,0.97235143,0.40257198
i 'm sure everyone who 's ever eaten at mcdonald 's has looked like this at the end,mcdonalds_switzerland_1871,0.9209735,0.40257198
i 'm afraid that i 'm going to lose my favorite place at the mcdonald 's so i,mcdonalds_switzerland_1877,0.95423853,0.40257198
"every time you eat a mcdonald 's apple pie, this is the kind of girl who would eat it",mcdonalds_switzerland_1882,0.95787144,0.40257198
"`` i 'm in love, but there 's no one to give me a hug, so i decided",mcdonalds_switzerland_1883,0.9634967,0.40257198
"`` i 'm sorry, but i 'm here to help you, but i 'm not able to",mcdonalds_switzerland_1886,0.9600753,0.40257198
"`` it 's always the same song, it 's always the same song, it 's always the",mcdonalds_switzerland_1888,0.929477,0.40257198
"well, there 's a lot of money in my pocket now i 'm on my way to school",mcdonalds_switzerland_1890,0.8077806,0.40257198
"in the middle of the school year, without me, there would n't be a mcdonald 's in",mcdonalds_switzerland_1891,0.8216223,0.40257198
"`` come on, i 'm sorry, but i 'm going to shoot you '' `` that 's",mcdonalds_switzerland_1892,0.90935767,0.40257198
"now that i 've put so much effort into my work, i 'm sure you 're going to",mcdonalds_switzerland_1893,0.96520954,0.40257198
we all know the taste of the ketchup and the hamburger but we do n't mind the taste of,mcdonalds_switzerland_1894,0.7644666,0.40257198
"every now and then, the manager of the mcdonald 's comes and says, `` there is no more",mcdonalds_switzerland_1895,0.97391915,0.40257198
"when i was in high school, i used to ride in the back seat of the car, and now i",mcdonalds_switzerland_1896,0.96426034,0.40257198
"i thought i was going to eat the cake, but it 's really a big mistake, i 'm",mcdonalds_switzerland_1897,0.9162232,0.40257198
"`` oh, no, no, no, no, no, no, no, no, no, no",mcdonalds_switzerland_1898,0.8940614,0.40257198
"if you try to make a cup of coffee in the ice cream store, you ca n 't because you",mcdonalds_switzerland_1899,0.8842363,0.40257198
sometimes it 's hard to give up your Mcdonald 's fries but if you 'd like to keep,mcdonalds_switzerland_1900,0.8302474,0.40257198
"when it 's not on the menu, it 's on the baguette - and it 's",mcdonalds_switzerland_1901,0.95712346,0.40257198
"i 'm so happy i 'm going to put some money in the bag, and i 'm going",mcdonalds_switzerland_1904,0.97388047,0.40257198
"now i 'm sure you 're going to say, `` oh, no, i 'm not going",mcdonalds_switzerland_1905,0.9572463,0.40257198
i 'm sure you 'll like the taste of the ketchup on the burger even if you 're,mcdonalds_switzerland_1906,0.9570899,0.40257198
"now that you 're in middle school, you 've changed a lot, and you 're on the",mcdonalds_switzerland_1907,0.95559496,0.40257198
now i 'm sure that i 'm going to get out of the chair i 'm going to start,mcdonalds_switzerland_1908,0.90293235,0.40257198
"today is a special day, so let 's celebrate with a candy that will make your mouth shine",mcdonalds_switzerland_1909,0.9665296,0.40257198
"`` i 'm not a doctor, but i 'm a writer i 'm here to make you feel",mcdonalds_switzerland_1912,0.9002647,0.40257198
"`` if you eat too much of the fries, you 're going to lose out on the flavor of the",mcdonalds_switzerland_1913,0.9387487,0.40257198
"hey dad, what 's that song? '' `` oh, that 's the song that will bring you",mcdonalds_switzerland_1914,0.9157354,0.40257198
it 's not always easy to decide which one to eat it 's always the one who 's crying,mcdonalds_switzerland_1915,0.8364309,0.40257198
"`` if you 're going to put a ball in your hair, i 'm going to put a string",mcdonalds_switzerland_1916,0.9493561,0.40257198
"i 'm sorry i 'm not going to take you home, but i 'm going to take you",mcdonalds_switzerland_1917,0.96819144,0.40257198
"watch out, it 's time for another big bite of the mcdonald 's menu it 's always",mcdonalds_switzerland_1918,0.838123,0.40257198
"it 's finally here, the ice cream truck is back, and it 's ready for you, the",mcdonalds_switzerland_1919,0.8061491,0.40257198
it 's going to be a tough day today i 'm going to try to get the `` perfect '',mcdonalds_switzerland_1920,0.92344034,0.40257198
"all of us who have fallen in love with the mcdonald 's cup of coffee, let us join hands",mcdonalds_switzerland_1921,0.9331981,0.40257198
"a mcdonald 's m& m day is here, and we did n't want to be left out",mcdonalds_switzerland_1922,0.4366733,0.40257198
i can 't believe that i 'm really eating a burger from mcdonald 's that looks so delicious,mcdonalds_switzerland_1923,0.960163,0.40257198
it 's okay if your macchiato does n't taste as good as your mom 's does,mcdonalds_switzerland_1924,0.8638729,0.40257198
"when it 's cold outside, it 's always a good day in the mc donald 's car",mcdonalds_switzerland_1925,0.77871156,0.40257198
"now that 's what i 've been waiting for for the past few days, the fish are happy",mcdonalds_switzerland_1926,0.6881997,0.40257198
i 'm sure you 'll remember the first time you went to the mcdonald 's restaurant and tried,mcdonalds_switzerland_1927,0.9578316,0.40257198
what would you do if you could order a big juicy burger in the mcdonald 's app? i did,mcdonalds_switzerland_1928,0.9548552,0.40257198
i 'm so glad i 'm not the only one who 's going to make it through this crisis,mcdonalds_switzerland_1929,0.97751415,0.40257198
"i 'm sorry, i 'm going to have to take a little longer than you, but i '",mcdonalds_switzerland_1930,0.84876883,0.40257198
"if you put together all the pieces of the mace, you 'd never be able to understand it,",mcdonalds_switzerland_1931,0.96141493,0.40257198
do you know where you 're going to eat on your first date? we 've all been there and,mcdonalds_switzerland_1932,0.9748858,0.40257198
did you know there 's a mcdonald 's in every city? that 's why we 're,mcdonalds_switzerland_1934,0.95037884,0.40257198
today i 'm afraid that i 'll have to give you both a cup of milk just to make you,mcdonalds_switzerland_1935,0.97617936,0.40257198
i can 't believe that i 'm so lucky to live in a country where the mcdonald 's,mcdonalds_switzerland_1939,0.87414515,0.40257198
what do you want me to say to you now? '' `` i do n't know what i 'm,mcdonalds_switzerland_1940,0.7098552,0.40257198
it 's a small piece of ice that 's going to give you three points so you 're going,mcdonalds_switzerland_1941,0.88224965,0.40257198
the girl who came up with the name of the swimmer was so happy that she was able to swim through,mcdonalds_switzerland_1942,0.9589136,0.40257198
"as soon as i stepped out of the door, the old man turned around and went straight to the pool",mcdonalds_switzerland_1943,0.9848018,0.40257198
"in this example, if you say, `` oh, i like that tree, '' you 're going to",mcdonalds_switzerland_1944,0.95147103,0.40257198
"if you do n't know what i'm talking about, try it with a mcdonald 's coffee drink",mcdonalds_switzerland_1946,0.8120956,0.40257198
thank you to all our customers for your support we ‘ re happy to show you how it 's done,mcdonalds_switzerland_1947,0.9205158,0.40257198
i do n't know if it 's cold or not but i do n't want to be in the,mcdonalds_switzerland_1948,0.6295061,0.40257198
"i went to school with my father, and he told me to wait until i was about 20 years old",mcdonalds_switzerland_1949,0.965159,0.40257198
"i 'm going to put a barrier in the golf course, and then i 'm going to put a",mcdonalds_switzerland_1952,0.96971166,0.40257198
`` i 'm going to try my best to get you out of here '',mcdonalds_switzerland_1953,0.9390943,0.40257198
"i 'm sorry, but i 'm going to let you in on a little secret - it 's",mcdonalds_switzerland_1954,0.94040656,0.40257198
what 's going on? why do n't you look at the dress? what 's going on?,mcdonalds_switzerland_1955,0.8692793,0.40257198
"`` yes, it 's been a while since we 've seen you in our stores but today we '",mcdonalds_switzerland_1956,0.8757399,0.40257198
thank you i 'm glad i 'm not the only one who 've found a way to enjoy the,mcdonalds_switzerland_1957,0.96510935,0.40257198
they can all see what happens when they try to take a drink with a hot drink in a soft drink,mcdonalds_switzerland_1959,0.7541623,0.40257198
"no matter how hard they try, they 'll never be able to eat all the mcdonald 's french",mcdonalds_switzerland_1960,0.9650137,0.40257198
"in case you did n't know, the hamburgers in the mcdonald 's are not as good",mcdonalds_switzerland_1961,0.84436464,0.40257198
"yes, this is what i 'm going to do to you when i came back home",mcdonalds_switzerland_1962,0.96950454,0.40257198
"as i pass by this store, i wonder if i can eat the food and get back to my country",mcdonalds_switzerland_1963,0.97029614,0.40257198
"you do n't know me, but i 'm the manager of this candy store and you do n't",mcdonalds_switzerland_1964,0.80324566,0.40257198
"did you eat your burger yet? if you do, you 're going to love it so much that you",mcdonalds_switzerland_1965,0.9727983,0.40257198
