image_id,caption,human_ins,human_humor,human_related,overfit,fitCount,gtNum,fluency,diversity,bleu1,bleu2,bleu3,bleu4,humor_score,humor,benign,b_clip,b_bita,f_bita,f_clip
sonicdrivein_2189,it's not like you can get your kids to go back and forth between the two rooms.,0,0,0,-1,1,1,0.9766663,0.42719504,0.0588235294117647,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,0.5228105187416077,1,-0.00034469386,-9.346412,-8.01761,0.9307862,0.66961974
sonicdrivein_1333,"a day after thanksgiving, we're giving you a gift that will make your dog wag its tail.",0,0,0,-1,1,1,0.9734948,0.42719504,0.0588235294117647,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,0.0642331913113594,0,-8.983425,-9.049443,-8.885914,0.9736126,0.8767595
sonicdrivein_1203,"when you’ re out of ideas for the day, check this one in your bag.",0,0,1,0,3,1,0.97597826,0.42719504,0.1433062621147578,1.594335087959687e-308,1.594335087959687e-308,1.594335087959687e-308,0.2114268541336059,0,-8.8131485,-0.00094428763,-7.2573276,0.9383598,0.63829845
sonicdrivein_404,"i'm gon na have to eat this one, so i might as well get it on my way.",0,0,0,-1,0,1,0.9532433,0.42719504,0.0,0.0,0.0,0.0,0.9000468850135803,1,-8.755746,-1.8969223,-7.0035334,0.9750709,0.4387483
sonicdrivein_1809,"we’ re going to have a special edition of the “ sonic berry tree” podcast, which we hope you all will enjoy.",1,0,0,-1,3,1,0.9648717,0.42719504,0.0348721581699682,5.690162685806633e-309,5.690162685806633e-309,5.690162685806633e-309,0.1017364189028739,0,-7.3794417,-9.37693,-7.433823,0.78629553,0.9719077
sonicdrivein_2112,"i'm not sure if this is the best way to do it, but i am.",0,0,0,-1,1,1,0.96998954,0.42719504,0.0418059390182037,1.395319530596309e-308,1.395319530596309e-308,1.395319530596309e-308,0.9432411789894104,1,-8.5466175,-8.70658,-7.8981643,0.68596685,0.95523673
sonicdrivein_614,1.,0,0,0,1,0,1,0.8619599,0.42719504,0.0,0.0,0.0,0.0,0.7898554801940918,1,-8.208867,-9.4415,-6.704404,0.95900667,0.9263651
sonicdrivein_789,a car in the front is about 30 feet from us.,0,0,0,-1,0,1,0.94469774,0.42719504,0.0,0.0,0.0,0.0,0.4428317546844482,0,-0.00070296845,-1.5778583,-7.889554,0.9719734,0.88991994
sonicdrivein_2088,"a, u just wanna get out of here and go to the library.",0,0,0,-1,1,1,0.9768063,0.42719504,0.0610709736783039,1.7665365515873297e-308,1.7665365515873297e-308,1.7665365515873297e-308,0.7394244074821472,1,-8.655563,-0.00030334163,-0.00580115,0.97391516,0.41799334
sonicdrivein_2221,why do we have to be here? just wait & watch for the rest of this week.,0,0,1,0,3,1,0.92147887,0.42719504,0.1479217821922941,1.865109047072646e-308,1.865109047072646e-308,1.865109047072646e-308,0.0518693476915359,0,-9.479256,-8.940968,-8.619487,0.94202983,0.6811086
sonicdrivein_1367,this meme is the one that makes me want to be an adult.,0,0,0,-1,1,1,0.9744732,0.42719504,0.0523624921787219,1.5146353626711476e-308,1.5146353626711476e-308,1.5146353626711476e-308,0.7024254202842712,1,-0.002783712,-6.574854,-1.5033622,0.9338319,0.9051556
sonicdrivein_89,"the bacon’ s best, and the french fries are our favorite.",1,0,0,-1,1,1,0.953597,0.42719504,0.0909090909090909,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,0.7073746919631958,1,-5.8090105,-9.934838,-9.1817665,0.9717872,0.4806169
sonicdrivein_697,"this is what we get for a dinner, this is our food!# no more fun than that!@ saudi-saudisanuha 👍👌🏻🧑🏽🇺🇸🍴😊 🤣🤩 😃 🙈🙂🌿💕🥗🎉 🥘 🍲️😂 ",0,0,1,0,0,1,0.91193646,0.42719504,0.0,0.0,0.0,0.0,0.0308061931282281,0,-7.455849,-8.228182,-9.190428,0.9233747,0.748093
sonicdrivein_163,"if you’ re not, we can do it for free! i want to be the manager of this burger chain.",1,0,0,-1,2,1,0.97963893,0.42719504,0.1,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,0.4421460032463074,0,-9.134822,-3.402399,-9.239105,0.9709446,0.78411
sonicdrivein_135,i'm not sure if i can get it but we’ ll see about that.,0,0,0,-1,1,1,0.9604014,0.42719504,0.0714285714285714,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,0.8685425519943237,1,-8.750168,-7.3870935,-9.060414,0.9366332,0.9776793
sonicdrivein_51,a study of the most common words used by 10-year olds in school across ontario.,0,0,0,-1,1,1,0.9667331,0.42719504,0.0666666666666666,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,0.6095131635665894,1,-7.7877164,-0.022883859,-0.0013246104,0.96442467,0.78668445
sonicdrivein_827,i know what you’ re thinking.,0,0,0,-1,0,1,0.9768599,0.42719504,0.0,0.0,0.0,0.0,0.2203081399202346,0,-7.943616,-0.011567781,-8.496286,0.86411864,0.8844556
sonicdrivein_1996,"in the first episode, we're going to do a little something.",0,0,0,-1,0,1,0.9688625,0.42719504,0.0,0.0,0.0,0.0,0.5716387033462524,1,-8.80343,-8.871635,-9.414845,0.9335145,0.82385063
sonicdrivein_842,"i’ m thinking about the food we ate at this, and i just want to go home.",0,0,0,-1,1,1,0.9577447,0.42719504,0.0493072607307646,1.865109047072646e-308,1.865109047072646e-308,1.865109047072646e-308,0.6114857196807861,1,-8.811462,-7.638525,-8.19264,0.5884317,0.555661
sonicdrivein_1866,"when you get home and realize your kids are all, on the go? just call me.",0,1,1,2,1,1,0.9751525,0.42719504,0.051814319886275,1.844651018804537e-308,1.844651018804537e-308,1.844651018804537e-308,0.5579928159713745,1,-9.150124,-8.930738,-8.287876,0.9670811,0.94104385
sonicdrivein_91,"as always, the best way to stay on top of things is by being yourself.",0,0,0,-1,3,1,0.9748663,0.42719504,0.2,0.0714285714285714,2.2250738585072617e-308,2.2250738585072617e-308,0.726448655128479,1,-9.732439,-5.7482395,-9.845468,0.95148474,0.9664568
sonicdrivein_1753,"this is a, no we have to eat it in the office.",0,0,0,-1,1,1,0.41033292,0.42719504,0.0505442216427194,1.3495755153097447e-308,1.3495755153097447e-308,1.3495755153097447e-308,0.8911786079406738,1,-9.40187,-9.128836,-8.214884,0.8135054,0.970738
sonicdrivein_1094,have you ever been to a restaurant that’ s not your own? </s> have u had one of these reviews on an app like uber or lyft.,0,0,0,-1,1,1,0.93040514,0.42719504,0.037037037037037,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,0.0874752700328826,0,-0.0004967409,-0.0023762344,-4.568478,0.84381545,0.95177585
sonicdrivein_1376,and this is a meme.,0,0,0,-1,0,1,0.9636137,0.42719504,0.0,0.0,0.0,0.0,0.8665547370910645,1,-7.837732,-9.49664,-9.1842,0.9736872,0.9623953
sonicdrivein_743,we have a deal on 10 packs of ice cream.,1,1,1,2,1,1,0.94753,0.42719504,0.0033373269960326,7.42579905616274e-310,7.42579905616274e-310,7.42579905616274e-310,0.4235793650150299,0,-7.6497617,-6.809084,-7.233781,0.92728645,0.759905
sonicdrivein_478,the only thing i can think of is a dog.,0,0,0,-1,0,1,0.9712006,0.42719504,0.0,0.0,0.0,0.0,0.5196692943572998,1,-4.966426,-4.216605,-0.3306613,0.8755254,0.87133956
sonicdrivein_311,"it's not about the smell, it is how you feel when your dog walks in.",0,0,0,-1,2,1,0.9726418,0.42719504,0.1333333333333333,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,0.3299594819545746,0,-6.267753,-6.6293097,-7.537356,0.87452435,0.97142756
sonicdrivein_1813,we hope this helps you with your search.,0,0,0,-1,1,1,0.97591,0.42719504,0.0316049494755933,5.625867750206837e-309,5.625867750206837e-309,5.625867750206837e-309,0.2352458983659744,0,-8.810532,-0.18390821,-7.58941,0.6852571,0.91693074
sonicdrivein_795,i’ m gonna be getting some ideas for this season.,0,0,0,-1,1,1,0.98287094,0.42719504,0.0670320046035639,1.491511611267286e-308,1.491511611267286e-308,1.491511611267286e-308,0.5264036059379578,1,-8.546997,-7.859049,-7.020796,0.9607006,0.96246165
sonicdrivein_304,the mic that’ s not in a tv show.,0,0,0,-1,1,1,0.3471156,0.42719504,0.0262085647761888,5.24843931172429e-309,5.24843931172429e-309,5.24843931172429e-309,0.6644189357757568,1,-8.171894,-7.742628,-0.023970095,0.9368533,0.91635394
sonicdrivein_325,"you’ re going to get your burger from the grill, right? but you don n know where it ‘s coming from.",1,0,1,0,4,1,0.94433916,0.42719504,0.1904761904761904,0.05,2.2250738585072617e-308,2.2250738585072617e-308,0.3075459897518158,0,-0.00052795775,-7.6007943,-0.0007921895,0.74218434,0.9773703
sonicdrivein_1848,"10:35 am - the mom in my family, who has a car.",0,0,1,-1,1,1,0.45949492,0.42719504,0.0112779402697177,3.01131000863463e-309,3.01131000863463e-309,3.01131000863463e-309,0.6101540923118591,1,-6.9561367,-8.367132,-6.2166014,0.79703087,0.96889526
sonicdrivein_1737,we’ re not going to make a big splash.,0,0,0,-1,1,1,0.98111904,0.42719504,0.0327305364789008,6.55450749847085e-309,6.55450749847085e-309,6.55450749847085e-309,0.9143550992012024,1,-8.05426,-5.6720686,-8.002748,0.9657369,0.7502792
sonicdrivein_1458,i'm gonna ask you to take a photo of my face in the shot.,0,0,1,0,2,1,0.9715062,0.42719504,0.1238396999643116,1.928867353251809e-308,1.928867353251809e-308,1.928867353251809e-308,0.6207863092422485,1,-8.487488,-0.0011953121,-7.578012,0.9585882,0.92247474
sonicdrivein_784,we’ re all about the moment you say “ i love it! ” to your friends.,0,0,0,-1,0,1,0.9003798,0.42719504,0.0,0.0,0.0,0.0,0.0633686110377311,0,-8.501012,-8.2194195,-1.6993763,0.9668022,0.90791774
sonicdrivein_196,"i'm not a dog person but i love these little dogs! and they’ re so cute, it makes me want to be one too.",1,1,1,2,0,1,0.9436122,0.42719504,0.0,0.0,0.0,0.0,0.9315060377120972,1,-0.00046885942,-9.506585,-8.416935,0.9135929,0.9648111
sonicdrivein_534,a voice message from your favorite ice cream flavor.,1,0,0,-1,0,1,0.9675757,0.42719504,0.0,0.0,0.0,0.0,0.1230868324637413,0,-9.612141,-9.434126,-9.34932,0.9687635,0.95758003
sonicdrivein_926,we don't know if we can do this.,0,0,0,-1,0,1,0.97929037,0.42719504,0.0,0.0,0.0,0.0,0.6130900382995605,1,-8.415972,-8.454034,-9.492057,0.9539705,0.9700075
sonicdrivein_2052,`` i was thinking of you.,0,0,0,-1,0,1,0.96955216,0.42719504,0.0,0.0,0.0,0.0,0.9436451196670532,1,-8.630921,-7.46158,-8.172007,0.9712643,0.86952204
sonicdrivein_1793,the cat in the middle of a coffee shop is getting its own meme.,0,0,0,-1,3,1,0.9569921,0.42719504,0.0525542058816346,8.18558927632837e-309,8.18558927632837e-309,8.18558927632837e-309,0.5308417677879333,1,-0.00021932104,-4.9170337,-9.141106,0.8740222,0.8388165
sonicdrivein_528,a 10- year old who’ s been playing the piano for a long time.,0,0,0,-1,0,1,0.97461367,0.42719504,0.0,0.0,0.0,0.0,0.7746714949607849,1,-0.021882633,-0.0018048679,-8.284225,0.9340358,0.9471547
sonicdrivein_1664,the only thing i can do is take a drink and eat my food.,0,0,0,-1,2,1,0.9732935,0.42719504,0.0296783124490858,4.622550603655005e-309,4.622550603655005e-309,4.622550603655005e-309,0.5997377634048462,1,-9.086297,-0.0004900685,-7.98424,0.9439527,0.8563923
sonicdrivein_1854,this was the first time i’ ve seen this in a while.,0,0,0,-1,1,1,0.9589886,0.42719504,0.0549367191833703,1.4668590927248608e-308,1.4668590927248608e-308,1.4668590927248608e-308,0.9371939301490784,1,-8.634343,-8.693384,-8.480675,0.9045398,0.96572965
sonicdrivein_98,"a, that’ s all we can do is take a bite out of it and call the rest home.",0,0,0,-1,0,1,0.95627075,0.42719504,0.0,0.0,0.0,0.0,0.9053362011909484,1,-9.1232815,-5.7999616,-7.8170238,0.96652126,0.7620333
sonicdrivein_1072,"a school bus is coming to your area? '' i am not going t’ be a that because it doesn't sound like my favorite ice cream flavor, mint chocolate chip!# @ cnn
## what are you looking for on this search bar?? https://www.",0,0,0,-1,4,1,0.8750969,0.42719504,0.0697674418604651,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,0.034999530762434,0,-5.2356353,-9.1433115,-9.683032,0.9699555,0.9691516
sonicdrivein_532,the only thing i know for sure is that the can of tuna in a sandwich was made with real meat.,1,1,1,2,6,1,0.9686484,0.42719504,0.2063994999405194,1.928867353251809e-308,1.928867353251809e-308,1.928867353251809e-308,0.3264104127883911,0,-9.42656,-9.40736,-9.752763,0.96524775,0.97493786
sonicdrivein_1821,you know what i mean.,0,0,0,-1,0,1,0.9761401,0.42719504,0.0,0.0,0.0,0.0,0.8381470441818237,1,-8.577349,-8.498981,-8.866854,0.9764605,0.9291181
sonicdrivein_78,"the only way to get a, for the first time is with this.",0,0,0,-1,4,1,0.780503,0.42719504,0.2307692307692307,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,0.9638718962669371,1,-8.726897,-9.505284,-8.647036,0.97052133,0.9722454
sonicdrivein_1018,a dog that can run on the sand.,0,0,0,-1,2,1,0.94109535,0.42719504,0.2206242256461488,0.1260709860835136,1.9636207881546135e-308,1.9636207881546135e-308,0.2048832476139068,0,-0.0006287505,-8.844248,-9.34693,0.97909594,0.4852955
sonicdrivein_1712,it's a good time to eat some candy.,0,0,0,-1,0,1,0.97564596,0.42719504,0.0,0.0,0.0,0.0,0.246719405055046,0,-9.829918,-5.9118667,-8.62029,0.9618648,0.8425024
sonicdrivein_1721,"we're not here to eat, we are going to be there for you.",0,0,0,-1,1,1,0.9332202,0.42719504,0.026203234165957,7.57953707563199e-309,7.57953707563199e-309,7.57953707563199e-309,0.5289605259895325,1,-9.343166,-4.897814,-2.6695676,0.9063862,0.9639523
sonicdrivein_339,this is the last time i’ m going to say this.,0,1,1,2,3,1,0.97334653,0.42719504,0.0763818438604496,6.231692281410567e-309,6.231692281410567e-309,6.231692281410567e-309,0.9349936842918396,1,-8.720368,-0.0009495279,-2.2016678,0.8763875,0.41812873
sonicdrivein_2218,"it's not just about the drinks, it’ s all of us.",0,0,0,-1,0,1,0.96692544,0.42719504,0.0,0.0,0.0,0.0,0.7851015329360962,1,-8.96864,-9.411808,-0.7920842,0.8428575,0.9634052
sonicdrivein_1678,and we’ ve got a few more to share with you.,0,0,0,0,3,1,0.9662319,0.42719504,0.0836510611572427,6.824758945303683e-309,6.824758945303683e-309,6.824758945303683e-309,0.1645076721906662,0,-9.011084,-0.00053605967,-9.211171,0.95588326,0.9242827
sonicdrivein_821,"it’ s a, and i got my own copy of this book.",0,0,0,-1,1,1,0.936756,0.42719504,0.0833333333333333,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,0.5930779576301575,1,-5.3413553,-2.1428082,-6.2651215,0.9341642,0.96494085
sonicdrivein_791,"it’ s not a game, it's just the music.",0,0,0,-1,0,1,0.9563766,0.42719504,0.0,0.0,0.0,0.0,0.5579935312271118,1,-0.8812188,-7.9373894,-8.291353,0.8850128,0.9430178
sonicdrivein_830,"we're not sure if it was a good thing or bad, but we just had to stop the pandemic.",0,0,0,-1,2,1,0.96610415,0.42719504,0.0036256820696207,7.66403987275304e-310,7.66403987275304e-310,7.66403987275304e-310,0.5711211562156677,1,-8.837566,-0.00042143522,-9.409944,0.95278966,0.6463435
sonicdrivein_1221,i’ m gonna ask you to do this for me.,0,0,0,-1,2,1,0.9786411,0.42719504,0.0020103671489267,2.2366076945393e-310,2.2366076945393e-310,2.2366076945393e-310,0.7071349620819092,1,-8.342258,-7.402219,-6.8293233,0.9166955,0.8825461
sonicdrivein_2201,soo much to late for a snack? '' the first thing i do is take out my phone and start eating it.,0,0,0,-1,2,1,0.7653168,0.42719504,0.0909090909090909,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,0.0946733653545379,0,-8.497732,-8.77305,-8.527957,0.75366235,0.9684644
sonicdrivein_1254,when you get a new phone number and it’ s not what i thought.,0,0,0,-1,2,1,0.88459146,0.42719504,0.0999532196250186,1.556823072428848e-308,1.556823072428848e-308,1.556823072428848e-308,0.507249653339386,1,-8.774835,-9.351882,-0.149687,0.96807843,0.968305
sonicdrivein_1459,"and then i saw this mic on the floor, so we just 'll keep it up.",0,0,0,-1,1,1,0.9533696,0.42719504,0.0625,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,0.5505213737487793,1,-9.105493,-8.493217,-9.0446,0.9503349,0.9149175
sonicdrivein_1730,the new '' summer in the us! a free trial of sonic river app for everyone.,1,0,0,-1,1,1,0.105094515,0.42719504,0.0429555799244357,1.5292694074701025e-308,1.5292694074701025e-308,1.5292694074701025e-308,0.1261714994907379,0,-6.483792,-0.0013462775,-9.534454,0.7059389,0.9660664
sonicdrivein_1814,"a new, gluten-free chocolate chip cookies! i know what you’ re thinking.",0,0,0,-1,1,1,0.97220784,0.42719504,0.0259502686595498,6.92895172987255e-309,6.92895172987255e-309,6.92895172987255e-309,0.0327426865696907,0,-0.0024266578,-0.0036689604,-8.946665,0.9734793,0.5164046
sonicdrivein_41,the one i have for you is the cherry schnapps.,0,0,0,-1,0,1,0.94882745,0.42719504,0.0,0.0,0.0,0.0,0.9573774337768556,1,-0.007618657,-8.73425,-9.354569,0.97153866,0.8701399
sonicdrivein_645,"a couple of steps away from the exit, and a lot more on our way to their.",0,0,0,-1,1,1,0.3805774,0.42719504,0.0588235294117647,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,0.2951549887657165,0,-7.9553146,-6.0869346,-9.191012,0.97156286,0.92757285
sonicdrivein_1307,i'm not going to tell you what i did today.,0,0,0,-1,1,1,0.9769182,0.42719504,0.0548811636094026,1.221146424717419e-308,1.221146424717419e-308,1.221146424717419e-308,0.5036296844482422,1,-4.116641,-8.917151,-9.66861,0.9635175,0.9658104
sonicdrivein_594,i’ m not sure if you're gonna like this or what but i am.,0,0,0,-1,0,1,0.9267466,0.42719504,0.0,0.0,0.0,0.0,0.906684637069702,1,-8.246999,-9.609896,-8.711202,0.7924786,0.8693103
sonicdrivein_1572,"the moment the only person who can do this, i know! 😂🤣😍👀🍦🥤🚶🏡🎉# foodforthought 👨‍💼📷 🍲 🥗☕️
•  “ 😭” 🤔❓😂😂
• 📸🐾🌞 🧑",0,0,0,-1,0,1,0.5862259,0.42719504,0.0,0.0,0.0,0.0,0.0917199179530143,0,-0.00051699625,-7.985477,-8.173859,0.9268744,0.9676302
sonicdrivein_1949,"when i get home from work and there’ s no food in the fridge but a little something to munch on, this is my dream.",0,0,0,-1,2,1,0.9726733,0.42719504,0.0799999999999999,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,0.2836411297321319,0,-9.036535,-9.611361,-8.9475565,0.98244894,0.8876038
sonicdrivein_1223,"if you can afford it, buy a pair of jeans from us.",0,0,0,-1,1,1,0.98282176,0.42719504,0.0112779402697177,3.01131000863463e-309,3.01131000863463e-309,3.01131000863463e-309,0.3861821889877319,0,-9.056084,-7.6418643,-0.6016372,0.92740047,0.97715354
sonicdrivein_1616,"yes, it's real! and the thing is... i made a vegan taco truck for my son.",1,1,1,0,1,1,0.9784453,0.42719504,0.0625,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,0.0248134154826402,0,-7.4990983,-2.5124989,-8.0498495,0.9695394,0.9721762
sonicdrivein_1950,the best part about the new # mondaymeal is that it's all in one dish.,0,0,1,0,1,1,0.9582334,0.42719504,0.0446880030690426,1.491511611267286e-308,1.491511611267286e-308,1.491511611267286e-308,0.0742782726883888,0,-8.746446,-5.97384,-8.805753,0.58087045,0.92005986
sonicdrivein_2154,the best time of the year is now! </s> this weekend we’ ll be driving in to our own theme park.,0,0,0,-1,3,1,0.9816009,0.42719504,0.0952380952380952,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,0.0025204841513186,0,-7.558484,-8.82439,-6.889445,0.9661917,0.9780768
sonicdrivein_546,"the next time you see a video that looks like this, just know.",0,0,0,-1,1,1,0.9694565,0.42719504,0.0415717689605026,1.2025033327569346e-308,1.2025033327569346e-308,1.2025033327569346e-308,0.5102792978286743,1,-9.371011,-9.269214,-9.1084,0.96816224,0.92147046
sonicdrivein_1567,"i was n’ t sure i 'd like to try this, but my son said he heard about the new jingle.",0,0,0,-1,0,1,0.96205544,0.42719504,0.0,0.0,0.0,0.0,0.2745683789253235,0,-0.9429271,-8.922734,-8.37634,0.9284984,0.918088
sonicdrivein_497,@ michealem.,0,0,0,-1,0,1,0.87190366,0.42719504,0.0,0.0,0.0,0.0,0.9146235585212708,1,-0.0007915939,-7.964746,-0.93060446,0.94960314,0.91851044
sonicdrivein_204,we’ re going to be here for a while.,0,0,0,-1,0,1,0.9807552,0.42719504,0.0,0.0,0.0,0.0,0.7959434390068054,1,-8.028558,-7.2818336,-0.0016175532,0.9052976,0.95720404
