caption,image_id,funny_score
"Hey, get some fresh air, and while you’re at it, get a Double Stuf OREO® Waffle Cone.",sonicdrivein_769,0.0
Comment your answers below👇,sonicdrivein_770,0.0
"No tea’s getting spilled here. 🥤 1/2 Tea, 1/2 lemonade is now available on the app!",sonicdrivein_771,0.0
Put your knowledge to the test with our SONIC Crossword! Comment below all the words that you can guess👇,sonicdrivein_772,0.5
"On the plus-side, stay up a lil’ bit longer to try the Double Stuf OREO® Waffle Cone. ",sonicdrivein_773,0.0
Wish there was a SONIC combo here-OH. 👀,sonicdrivein_774,0.0
And the word of the day is… 🟩🟨⬜️,sonicdrivein_775,1.0
Who needs a phone when you got a Double Stuf OREO® Waffle Cone?,sonicdrivein_776,0.0
I’m jealous just looking at this Cheeseburger. 🤤,sonicdrivein_777,0.5
Sounds like a good excuse to have a Double Stuf OREO® Waffle Cone.,sonicdrivein_778,0.0
"Don't waffle over this decision, for it's only here for a limited time. Grab a Double Stuf OREO® Waffle Cone before it's too late. Double Stuf OREO® is a registered trademark of Mondelez International group  used under license.""",sonicdrivein_779,0.0
Eating a Corn Dog in outer space? 👀,sonicdrivein_780,1.0
SONIC (10 Minute Version) 🧣,sonicdrivein_781,1.0
Dreaming up SONIC in the metaverse... how about a good ole SONIC Saloon?,sonicdrivein_782,0.0
"If you see this, ✨ you’re gonna have a great day. ✨",sonicdrivein_783,0.0
"💪 No pain, no gain(ing Tots). 🥲",sonicdrivein_784,1.0
Don’t forget to give a compliment to your fellow Tots today! #nationalcomplimentday,sonicdrivein_785,1.0
“I’m gonna walk the dog.”,sonicdrivein_786,1.0
👏 SONIC’s 👏 for 👏 the 👏 pets 👏,sonicdrivein_787,0.0
Who’s a good boy? YOU ARE! 🐶,sonicdrivein_788,0.0
Our Mozz Stick lovers: we see you. 👀❤️ #NationalCheeseLoversDay,sonicdrivein_789,0.0
always gotta have one in your back pocket.,sonicdrivein_790,0.0
"Each future’s different, but equally delicious. 🔮",sonicdrivein_791,0.0
"Chili Cheese Tots, Coney, Fries, ???",sonicdrivein_792,0.0
Sunset SONIC vibes. 🌇,sonicdrivein_793,0.0
Swipe to see a lil’ message at the bottom. 🥤,sonicdrivein_794,0.0
We leave our TikTok alone for a second … 🔥 #sonicdrivein #music #freestylerap #craving,sonicdrivein_795,0.0
Hungry yet? 🤤,sonicdrivein_796,0.0
What better way to celebrate #NationalMilkDay than to sip on a Shake! 🥛,sonicdrivein_797,0.0
Just your sign to stop by SONIC ✨,sonicdrivein_798,1.0
"if YOU’RE the thief, we don’t blame you",sonicdrivein_799,1.0
💖 WE STAN FOR SONIC LOVE. 💖,sonicdrivein_800,0.0
Take a moment to stop and cuddle 🤗  #NationalCuddleUpDay,sonicdrivein_801,0.5
Did you know 🧐… #NationalTriviaDay,sonicdrivein_802,0.0
👇 Comment your guesses down below 👇,sonicdrivein_803,0.0
🎉 Happy 2022 🎉,sonicdrivein_804,0.0
Giving us throwback vibes.,sonicdrivein_805,0.0
Mouth-watering on repeat. 🔁 #BaconDay,sonicdrivein_806,0.0
Follow us on TikTok & tune in to count down the drop of the Tot. 🥳,sonicdrivein_807,0.0
A sprinkle of color for your feed. 😍,sonicdrivein_808,0.0
All-star menu items. Which items would be in YOUR card collection?,sonicdrivein_809,0.5
"T’was the night before Christmas, and all through the Drive-In 🎄",sonicdrivein_810,0.0
Cherry 🔴 or Blue Raspberry 🔵?,sonicdrivein_811,0.0
Might be the hardest decision of your life. Which 2 you picking?,sonicdrivein_812,0.0
Happy SONIC-Days! 🎄❄️🎅,sonicdrivein_813,0.0
A fly-in Sonic? Yes please. 🪐,sonicdrivein_814,0.0
Watching knitting videos is finally paying off. 🪡,sonicdrivein_815,0.0
When your outfit matches with SONIC. 💃 ,sonicdrivein_816,0.0
A REMINDER. ✍️,sonicdrivein_817,1.0
Jumbo Popcorn Chicken instead of popcorn = IDEAL MOVIE EXPERIENCE. 🍿,sonicdrivein_818,0.0
"Cravings, organized. 📝",sonicdrivein_819,1.0
Today is the 👉 LAST DAY 👈 to snag your SONIC Holiday Swag with free shipping. Head over to sonicswagshop.com to keep a l,sonicdrivein_820,0.0
"A plan where SONIC customers win, and hunger pains lose.",sonicdrivein_821,0.0
WFH Pro Tip 🥤,sonicdrivein_822,1.0
With an onion ring! 💍,sonicdrivein_823,1.0
❄️ 🍔 vibes only.,sonicdrivein_824,0.5
Now if we could only find a way to print Tots. 🤔,sonicdrivein_825,0.0
🦔🦔🦔,sonicdrivein_826,0.0
HO-HO-Holiday Swag is here! Make sure to snag this season’s exclusive swag by 12/9 to hopefully get it by the holidays!,sonicdrivein_827,0.0
2021’s gone by too quickly. 😱,sonicdrivein_828,0.0
Now that it's December we can finally decorate the tree with some SONIC goodies. 🎅🎄,sonicdrivein_829,0.0
"Join the crime-fighting action in Gotham CityTM by collecting all 10 BatmanTM heroes, villains, & gadgets with your next Wacky Pack® Kids Meal. 🦇🦸 SONIC® toys are for children ages 3 and up. One toy per Wacky Pack® Kids Meal purchase. Toy may vary with order. Featured toys available for a limited time and while supplies last. Only at participating SONIC Drive-Ins. ™ & © 2021 America’s Drive-In Brand Properties LLC. BATMAN and all related characters and elements © & ™ DC. (s21)""",sonicdrivein_830,0.0
We asked you for your favorite songs & artists. Then we made a playlist. Click the link in our bio to stream it now! 🎧,sonicdrivein_831,1.0
a lil’ confidence boost to get you through. 😭,sonicdrivein_832,1.0
Trunk open = MAXIMUM hangout. 😋,sonicdrivein_833,0.0
"Entree + a free side? Can’t beat that! 🤑 Download the SONIC app to get a free Small Snack or Side with your order, from November 26 to 28! 🍟 Reward valid Nov. 26-28  2021. One free item per customer. See app for eligible items and full offer details.""",sonicdrivein_834,0.0
looking for foodie daredevils & risk takers. 👀,sonicdrivein_835,0.0
"Parents, report card season is upon us. Don’t let those straight A’s slip by without a celebratory treat. Some ideas for",sonicdrivein_836,0.0
Our Route 444 Cooler has traveled all over to see fans go BIG! What drink would YOU put in a #SONICRoute444 ? #sonicdrivein #route44,sonicdrivein_837,0.0
Get a free Route 44 drink with purchase when you use code LACEY444 in the SONIC App. 🥤 #sonicroute444 #sonicdrivein,sonicdrivein_838,0.0
Sonic 🤝 @mrbobbybones 🥤🥤🥤 #sonicroute444 #sonicdrivein,sonicdrivein_839,0.0
Get a free Route 44 drink with purchase when you use the code JASS444 in the SONIC App. 🥤 #sonicroute444 #sonicdrivein,sonicdrivein_840,0.0
Get a free Route 44 drink with purchase when you use the code COLE444 in the SONIC App. 🥤 #sonicroute444 #sonicdrivein,sonicdrivein_841,0.0
Get a free Route 44 drink with purchase when you use code SLOANE444 in the SONIC App. 🥤 #sonicroute444 #sonicdrivein,sonicdrivein_842,0.0
"‘Tis the season of giving gifts. 🎁 What SONIC Swag would you bundle up, for the SONIC lover in your life?",sonicdrivein_843,0.0
Get a free Route 44 drink with purchase when you use promo code KELLY444 in the SONIC App. 🥤 #sonicroute444 #sonicdrivein,sonicdrivein_844,0.0
Get a free Route 44 drink with purchase when you use promo code SOLO444 in the SONIC App. 🥤 Code is good for the first 444 fans who redeem! #SONICRoute44 #sonicdrivein,sonicdrivein_845,0.0
Get a free Route 44 drink with purchase when you use promo code CHRIS444 in the SONIC App. 🥤 Code is good for first 444 fans who redeem! #SONICRoute444,sonicdrivein_846,0.0
Get a free Route 44 drink with purchase when you use promo code KAILEY444 in the SONIC App. 🥤 Code is good for first 444 fans who redeem! #SONICRoute444,sonicdrivein_847,0.0
Introducing the Route 444. Have we gone too far or not far enough? What would you do with 444oz of your favorite SONIC,sonicdrivein_848,0.0
"When you think of these months at the Drive-In, you think of … ? 📅",sonicdrivein_849,0.0
now i’m in the mood for some digital tots.,sonicdrivein_850,0.0
Physically we’re here: ❄️☃️,sonicdrivein_851,0.0
"NEW HOLIDAY SWAG IS HERE! Beanies, pajama set, & and more! 🎅 Only available at sonicswagshop.com! Free shipping",sonicdrivein_852,0.0
The cutest 🚘 to pull up to the Drive-In. ,sonicdrivein_853,0.0
"🛼 Skates on our mind, every season. ⛸️ Wear your SONIC heart on your sleeve this holiday season at sonicswagshop.com.",sonicdrivein_854,0.0
~ our winter collection is calling for you ~ ❄️☃️,sonicdrivein_855,0.0
"The holidays are coming, & sonicswagshop.com is cooking up something real good. ☃️",sonicdrivein_856,0.0
"Our local favorites are having their moment. 🤩 Check in the app under ""Local Favorites” to see what delicious treats",sonicdrivein_857,0.0
SONIC ↔️ TAILGATING,sonicdrivein_858,0.0
"Hey, SONIC fans! If we jumped into the crypto game—should we call it Bite Coin?! 🤔",sonicdrivein_859,0.0
"Don’t mind us, just a lil’ SONIC photoshoot to hype us up.",sonicdrivein_860,0.0
"So you’re a SuperSONIC Double Cheeseburger Sun, Mozzarella Sticks Moon, and Blue Coconut Slush Rising? 🔮 Sounds like a",sonicdrivein_861,0.0
"SONIC’s doing spooky szn right! 🎃 This Halloween, get $0.50 Corn Dogs all day. 👻 Text ENJOY to 876642 to sign up for this and future exclusive SONIC text offers. Each Corn Dog is $0.50. Tax not included. Valid October 31  2021 at participating SONIC® Drive-In locations while supplies last. Mobile ordering available only at select locations; hours may vary. Not good in conjunction with any other offers  rewards  or delivery.""",sonicdrivein_862,0.0
How will you carve into your cravings? We might have an answer for you ... 🎃,sonicdrivein_863,0.0
spooky (SONIC) szn. THIS is the post. 👻,sonicdrivein_864,0.0
"Half the fun of our SONIC Zero Sugar Drink Mixes is watching them pour in. 😇 Flavors include Cherry Limeade, Strawberry Lemonade, & Ocean Water: drink ‘em on-the-go at select @walmart locations.",sonicdrivein_865,0.0
Today’s HoroScoop🍦: Remember to treat yourself and your sweet tooth with our Mocha Crunch Blast—a deliciously cool,sonicdrivein_866,0.0
✨ Turn on sound for a lofi tot aesthetic. ✨,sonicdrivein_867,0.0
"Two Red Buttons, in different places. Same delicious food at your fingertip with our SONIC mobile app. 👈",sonicdrivein_868,0.0
"🚨 If we dropped these limited edition Gold-Flaked Tots, would you want to hop in?! 🚨",sonicdrivein_869,0.0
Absolutely speechless. 🥺,sonicdrivein_870,0.0
We’re filling our logo with our fav SONIC items. What would you fill it with? 🍔,sonicdrivein_871,0.0
Sometimes our menu needs pairing up like zodiac signs. ♎,sonicdrivein_872,0.0
SONIC for three? 💗👶💗(,sonicdrivein_873,0.0
🔁🔁🔁,sonicdrivein_874,0.0
"Physically I'm here: 🥤🚗
Mentally I'm here: 📖 ☕️",sonicdrivein_875,1.0
Why is plunging the straw the MOST satisfying feeling? 🥤 #sonic #drivethru #drinks,sonicdrivein_876,0.0
Comment below what food combo your initials create. 😋,sonicdrivein_877,0.0
🚘 What is your ideal Drive-In setup? 🚘,sonicdrivein_878,0.0
Our Mocha Crunch Blast getting the love it deserves. 🥰,sonicdrivein_880,0.0
Weirdly craving letters right now. 🤤,sonicdrivein_881,0.0
"Imagine sliding into SONIC with these. Which would you kick it in? A, B, or C? 👟🚦",sonicdrivein_882,0.0
"So many delicious choices, but which 2 will you choose? 🤔",sonicdrivein_883,0.0
🥓🥓🥓,sonicdrivein_884,0.0
Football Season 🤝 SONIC,sonicdrivein_885,0.0
This year's @drpeppersonicgames are FIERCE! Carhops from all over competing to see which crew's got the heat. 🔥 Head over to our story to see which team made it on TOP! 🛼,sonicdrivein_886,0.0
Giving off ✨ coffee shop vibes ✨ with the Mocha Crunch Blast for #InternationalCoffeeDay,sonicdrivein_887,0.0
Serving Drinks AND Looks. 👠👠,sonicdrivein_888,0.0
@reeses Peanut Butter + Shake = Autumn bliss! 🍂🍂🍂,sonicdrivein_889,0.0
📍 From record-breaking attractions to America’s Drive-In. 📍,sonicdrivein_890,0.0
"🚨 SONIC’S GOT NEW SWAG. 🚨 We got new shirts, new can covers, & new enamel pins, ready for you at sonicswagshop.com.",sonicdrivein_891,0.0
Hey @reeses we’re in a 🌀 DAZE 🌀 over this Reese’s Peanut Butter Classic Shake!,sonicdrivein_892,0.0
Block ‘em in the top left corner. 👀,sonicdrivein_893,1.0
Who can resist? 🔴 Snag this shirt & more at sonicswagshop.com.,sonicdrivein_894,0.0
🛻 All you need is your pickup & SONIC. 🥤,sonicdrivein_895,0.0
Does anyone know what’s going on with our feed? All we see is the Ice Cream Cone void. #NationalIceCreamConeDay,sonicdrivein_896,0.0
"Swag that just pops. 💥 All-new Fall swag available now at sonicswagshop.com. 

Want another reason to shop? A $1 from every purchase will help spark brighter futures for America’s youth. 🧑‍🏫

*Valid through November 8, 2021, while supplies last. All proceeds benefit the SONIC Foundation, a division of the Inspire Brands Foundation. For more information about the SONIC Foundation visit foundation.inspirebrands.com.",sonicdrivein_897,0.0
"These clouds are making me hungry. 😶‍🌫️
Good thing the next exit has a SONIC. 🤩",sonicdrivein_898,0.5
The best dining rooms have reclining seats. 🚗 Wear your SONIC heart on your sleeve at sonicswagshop.com. Plus $1 from,sonicdrivein_899,0.0
Swipe right for these deliciously tasteful mood boards. 🧵,sonicdrivein_900,0.0
"One Limeade for me, one for the kid. 👼",sonicdrivein_901,0.0
~ our fall collection is calling for you ~ 💃📸💃📸Ge,sonicdrivein_902,0.0
Sign me up for some Double Trouble. 🍔🍔 #NationalDoubleCheeseburgerDay,sonicdrivein_903,0.0
Midweek or weekend? They’re all so delicious. 🤤🤤🤤 Which day of the week is your favorite?,sonicdrivein_904,0.0
"Don’t worry, try another 2 for next time. 😌",sonicdrivein_905,0.0
"If you know, you know. 🧩",sonicdrivein_906,0.0
You can only get these immaculate vibes on-lot. 💯,sonicdrivein_907,0.0
Certified SONIC Lover.,sonicdrivein_908,1.0
Take a break from scrolling to appreciate a summer that’s still here. 🌅,sonicdrivein_909,0.0
Your birthday = your new SONIC order. 🎉,sonicdrivein_910,0.0
Back to school means back to SONIC! 🧑‍🏫 Let’s go over our SONIC ABCs!,sonicdrivein_911,0.0
The view from here is fantastic. 👀,sonicdrivein_912,0.0
Tickle your mind with a lil’ relaxation playlist. 🧘 Link is in the bio.,sonicdrivein_913,0.0
Catch us skating into the school year like ☀️,sonicdrivein_914,0.0
Me when someone brings home SONIC: 🐶,sonicdrivein_915,1.0
"A perfect day for frisbee, a perfect day for SONIC. #ThisIsHowWeSummer",sonicdrivein_916,0.0
"Every talent takes practice, even Tot-catching. 🙌 Tag @agt @sonicdrivein and use #SONICTalentChallenge to showcase YOUR talent at the Drive-In. 

Watch America’s Got Talent Tuesdays & Wednesdays 8/7c on NBC.",sonicdrivein_917,0.0
Head to the Drive-In & STRUT YOUR STUFF. 🤩 Tag #SONICTalentChallenge @sonicdrivein & @agt to showcase your talent. We might share it on our feed. 📸,sonicdrivein_918,0.0
Bringing home the (🧊) bag. ,sonicdrivein_919,0.0
SONIC at the beach? YES PLEASE! 🏖️ #ThisIsHowWeSummer,sonicdrivein_920,0.0
Ready to train your appetite? 🏋️,sonicdrivein_921,0.0
That Happy Hour Mood 😍. #ThisIsHowWeSummer,sonicdrivein_922,0.0
"Lemonade or Limeade, we got refreshing sips all day. 🍋🍋🍋 #NationalLemonadeDay",sonicdrivein_923,0.0
Driver’s seat: best seat in the house. Or car? You get it. 🤪,sonicdrivein_924,0.0
"🚨 IT’S NERF® OR NOTHING at the Drive-In! 🚨 Complete your NERF® Collection when you order a Wacky Pack® Kids Meal and get ready for battle!

NERF® is a trademark of HASBRO used with permission.",sonicdrivein_925,0.0
Sit back & relax with a SONIC cup in your hand. 🥤 #ThisIsHowWeSummer,sonicdrivein_926,0.0
Cancel my plans ‘cause I’ll be staring at this all day. 👁️👁️ Celebrate #NationalRelaxationDay with a BANANA PUDDING SHAKE LOOP. 🍌🔁,sonicdrivein_927,0.0
"Tots and Talent go hand-in-hand. 🤩 Join the fun & show off YOUR talents! Be sure to tag #SonicTalentChallenge, @agt and @sonicdrivein!",sonicdrivein_928,0.0
SONIC’s got picnic vibes to the max! ☀️ #ThisIsHowWeSummer,sonicdrivein_929,0.0
"I see SONIC in your future … 🔮

(📸: @favor)",sonicdrivein_930,0.0
🎟️ CALLING ALL KIDS 🎟️ Screenshot or share this post with your parents before the end of summer (they know they secretly want it).,sonicdrivein_931,0.0
Our SONIC cups are perfect for keeping your drinks extra cool. #ThisIsHowWeSummer,sonicdrivein_932,0.0
Funny how that works 🤣 … 📲,sonicdrivein_933,0.0
Believe the hype. 🥰,sonicdrivein_934,0.0
"If you had a $25 gift card to SONIC, what would you get? 💸💸💸",sonicdrivein_935,0.0
A fabulous duo (of Drinks). 😎,sonicdrivein_936,0.0
What’s better than cookies? Cookie dough. What’s better than cookie dough? A Cookie Dough Blast. 🍪 #NationalChocolateChipCookieDay,sonicdrivein_937,0.0
Tie your laces and skate like a carhop. #ThisIsHowWeSummer,sonicdrivein_938,0.0
Happy #NationalGirlfriendDay! Show your GF a lil’ love with a Limeade or two. 💑,sonicdrivein_939,0.0
"A happily ever after (hour) for the books! Cheers to the newly weds, @mrbobbybones & @mrscaitlinestell. We had Tots of",sonicdrivein_940,0.0
I think I’m in Burger heaven. 🍔🍔🍔(,sonicdrivein_941,1.0
The water’s just fine: we got SONIC Drinks floating by! 🌊  #ThisIsHowWeSummer,sonicdrivein_942,1.0
"You can write down everyone’s orders, or just pass the SONIC app around. Easy-peasy. 😅",sonicdrivein_943,0.0
"Every reason to take a bite, laid out for your viewing pleasure. 🤤",sonicdrivein_944,0.0
🏃🏃 BEAT THE LUNCH RUSH GO GO GO!,sonicdrivein_945,0.0
"We’ve got summer designs for our cups, and we want to show it off! 🥤 #ThisIsHowWeSummer",sonicdrivein_946,0.0
Don’t take our word for it. ☝️☝️☝️,sonicdrivein_947,0.0
✨ Pick a shirt and a pair of pants: that’s your new order. ✨,sonicdrivein_948,0.0
"All the great flavors of the Crave Cheeseburger, it’s on the tip of our tongues. 😜",sonicdrivein_949,0.0
Just warming up with a few workouts right now. 💪,sonicdrivein_950,0.0
"Red, White, & Blue have never looked this good. 😍",sonicdrivein_951,0.0
"Struggling to decide your order? 🤔 Then check the time: our clock will tell you what to get. ⏰

9am - 12pm: Bacon Egg & Cheese Breakfast Burrito
12pm - 3pm: Crave Cheeseburger
3pm - 6pm: Corn Dog
6pm - 9pm: Red, White, & Blue Slush Float",sonicdrivein_952,0.0
No questions at this time. 💯 What would be on your SONIC presentation?,sonicdrivein_953,0.0
"1, 2, 3, 4!
We want Slushes, Drinks, and more! 

#ThisIsHowWeSummer",sonicdrivein_954,0.0
You have to choose: Cup or Cone? 🍦🍨 #nationalicecreamday,sonicdrivein_955,0.0
"We’ve crafted our Crave Cheeseburger down to the very detail, giving you a bite more satisfying than ever.",sonicdrivein_956,0.0
You can only pick one. Which one are you grabbing? 🌭  #nationalhotdogday,sonicdrivein_957,0.0
Working on some potential summer playlists. Which one’s got 🔥🔥🔥?,sonicdrivein_958,0.0
CHEERS to a fabulous summer! 🥤🥤 #thisishowwesummer ,sonicdrivein_959,0.0
It’s getting hot this summer: time to find a Drink to chill with. 🧊  #ThisIsHowWeSummer,sonicdrivein_960,0.0
🔊 SOUND ON 🔊 to listen to what’s on these delicious airwaves. 📻,sonicdrivein_961,0.0
It is getting HOT 🥵 and we have to cool down anyway we can. 🏊,sonicdrivein_962,0.0
"Tunes to fill the air and SONIC on hand. Honestly, a perfect day. What’s YOUR perfect summer? 🎧  #ThisIsHowWeSummer",sonicdrivein_963,0.0
SONIC as your meal prep solve? Yes pls. 🪄,sonicdrivein_964,0.0
"Happy #FourthOfJuly from SONIC! Enjoy a night of burgers, fireworks, and a Red, White, & Blue Slush at the Drive-In. 🎆🇺🇸",sonicdrivein_965,0.0
Can’t get much cooler than this. 🥶,sonicdrivein_966,0.0
"🧊, 🧊, 👶.(",sonicdrivein_967,0.0
Nothing like swinging in a SONIC summer breeze. #ThisIsHowWeSummer,sonicdrivein_968,0.0
Sending lots of love from the Drive-In. 😘,sonicdrivein_969,0.0
🍒🧊😉 @sarah_jade_huntsville @kenapeay #hackourmenu #foodhacks,sonicdrivein_970,0.0
🍒🧊😉 @officialshannypants @kenapeay #hackourmenu #foodhacks,sonicdrivein_971,0.0
"Tell us how you really feel, Kena. @kenapeay #hackourmenu #foodhacks",sonicdrivein_972,0.0
Think you can do it all? ✅,sonicdrivein_973,0.0
The fans react. @nicole_thenomad @alyssa_kimber #hackourmenu #foodhacks,sonicdrivein_974,0.0
The fans react. @nicole_thenomad @amiyrahmartin_ #hackourmenu #foodhacks #fyp #duet,sonicdrivein_975,0.0
"Slushes so cool, you’ll want to dive in. 🏊",sonicdrivein_976,0.0
"Enter a world where sweet becomes sweeter, where you’ll always feel refreshed. The world of SONIC’s Bursting Bubbles Slush. 🧘",sonicdrivein_977,0.0
That final product tho. @nicole_thenomad #HackOurMenu #FoodHacks,sonicdrivein_978,0.0
MOZZ STICK 🤝SLUSH,sonicdrivein_979,0.0
There’s a better way. @bjfromtheburbs @milktpapi #hackourmenu #foodhacks,sonicdrivein_980,0.0
There’s a better way. @playcheerleader @milktpapi #hackourmenu #foodhacks #duet,sonicdrivein_981,0.0
Think they’re satisfying now? Wait till you taste the pop of flavor in each sip. 💥 Experience the satisfying pop of the summer with SONIC’s Bursting Bubbles Slushes!,sonicdrivein_982,0.0
"It’s #NationalOnionRingDay: what’s your go-to dipping sauce for these golden O’s? 🤿

(📸: @eatwithkoko.asmr)",sonicdrivein_983,0.0
Hacking SONIC w/ @milktpapi 😎 #hackourmenu #foodhacks #onionrings,sonicdrivein_984,0.0
Next level food hacks. @milktpapi @nicole_thenomad @kenapeay #hackourmenu #foodhacks,sonicdrivein_985,0.0
"Seas of Cherry & Blue Raspberry, let them whisk you away. 🌊 Refresh yourself with the all-new Bursting Bubbles Slushes, only at SONIC.

*Bursting Bubbles are not suitable for children 3 years or under due to possible choking hazard. Limited time only at SONIC Drive-Ins.",sonicdrivein_986,0.0
"All the love to Dallas, but now we have one last stop on our Bursting Bubbles adventure: HOUSTON, TX! Get your Burst on at the Social Beer Garden, on June 20th from 12pm - 8pm.",sonicdrivein_987,0.0
Our Snacks & Sides have a league of their own. Are the positions set or should we rethink our strategy? ⚾,sonicdrivein_988,0.5
It’s our 67th birthday! Celebrate with us and make today a Blast. 🎂🥳,sonicdrivein_989,0.0
"We had Bursts of fun in Oklahoma City! Next up: Dallas, TX! 🤠 Meet us at Klyde Warren Park, on June 18th from 12pm - 8pm!",sonicdrivein_990,0.0
"Can’t 👀 look 👀 away! SONIC’s all-new Bursting Bubbles Slushes will mesmerize you with every sip. 

*Bursting Bubbles are not suitable for children 3 years or under due to possible choking hazard. Limited time only at SONIC Drive-Ins.",sonicdrivein_991,0.0
THIS. IS. THE. CUTEST. thatisall. 🐶,sonicdrivein_992,0.5
"We’re taking our Bursting Bubbles on the road! First stop: Oklahoma City! 💫 Find us at Scissortail Park, on June 16th from 12 - 8pm.",sonicdrivein_993,0.0
"Sweet bursts of flavor + Cherry or Blue Raspberry Slush = a Drink that POPS OFF‼️ Try the new Bursting Bubbles Slushes & feel a sip like no other.

*Bursting Bubbles are not suitable for children 3 years or under due to possible choking hazard. Limited time only at SONIC Drive-Ins.",sonicdrivein_994,0.0
Hot Girl Summer? Nope. ⛱️,sonicdrivein_995,0.0
"WE ARE OBSESSED with these Cherry Limeade-themed macarons, made by @neenasmacarons. 🧑‍🍳🍒",sonicdrivein_996,0.0
"When that first Bubble bursts, you’re gonna be hooked. 😍 Try the all-new Bursting Bubbles Slushes and experience the Burst in each refreshing sip.

*Bursting Bubbles are not suitable for children 3 years or under due to possible choking hazard. Limited time only at SONIC Drive-Ins.",sonicdrivein_997,0.0
Chili Cheese Tots going HARD today. 🤤,sonicdrivein_998,0.0
"We could watch these Bubbles for days. Take a sip of SONIC’s all-new Bursting Bubbles Slushes!

*Bursting Bubbles are not suitable for children 3 years or under due to possible choking hazard. Limited time only at SONIC Drive-Ins.",sonicdrivein_999,0.0
A FRIENDLY REMINDER: TREAT YOURSELF TO SOME SONIC THIS SUMMER. 💖⛱️ #ThisIsHowWeSummer,sonicdrivein_1000,0.0
"So many choices, all of them delicious. 😋 Use our flow chart to figure out your craving. 📈",sonicdrivein_1001,0.0
The view above a Blast? *chef’s kiss* 🧑‍🍳,sonicdrivein_1002,0.0
ALL HAIL THE STRAW. #sonicdrivein #sheesh #straws,sonicdrivein_1003,0.0
"𝒴𝑜𝓊 𝓀𝓃𝑜𝓌 𝓎𝑜𝓊 𝓌𝒶𝓃𝓉 𝒾𝓉 ... 🍔 
#nationalhamburgerday",sonicdrivein_1004,0.0
Behold! The perfect mustard + Corn Dog pic! 🤩,sonicdrivein_1005,0.0
"WE GOT CHEESECAKE BLASTS, with actual Cheesecake pieces in it! 💞 Choose between our Classic Cheesecake and Strawberry Cheesecake Blasts, only at SONIC.

At participating SONIC® Drive-Ins for a limited time. Mobile ordering available at select locations; hours may vary. TM & ©2021 America’s Drive-In Brand Properties LLC",sonicdrivein_1006,0.0
Swipe to see what a sip of SONIC will do for you. 🔥🔥,sonicdrivein_1007,0.0
It's raining @nerdscandy! 🍬,sonicdrivein_1008,0.0
"We got a wacky deal headed your way! 🤪 Buy a Wacky Pack Kids Meal online or in the SONIC app, from May 24 - 30, and get a FREE Small Blast reward for your next visit! Treats for the whole family! 👪

*See app for details",sonicdrivein_1009,0.0
THE CHEESECAKE HYPE IS REAL. 🙌🙌,sonicdrivein_1010,0.0
"Sun’s out, SONIC’s out. 😎",sonicdrivein_1011,0.0
"Warm chili and cheese goodness, crispy fried onion crunch, and allllll of the southwest flavor we could pack on top of our 100% all beef patty. Try a Twisted Texan Cheeseburger or Footlong Coney today.

Try one at 1/2 Price when you order online or in the SONIC App.",sonicdrivein_1012,0.0
"We asked our fans what they would put on their SONIC Shrines, and we picked the most heavenly comments. 😇",sonicdrivein_1013,0.0
Rockin’ & rollin’ on the lot. 🛼,sonicdrivein_1014,0.0
Everything’s bigger in Texas. 🤠,sonicdrivein_1015,1.0
"Happy Mother’s Day! To every mom that needs a break, we got you. 💖",sonicdrivein_1016,0.0
Bonus points if you find ALL the items. ✅,sonicdrivein_1017,0.5
Perfect in the bag or on the board. 😍,sonicdrivein_1018,0.0
We got more delicious crosswords that need solving. ✍️,sonicdrivein_1019,0.5
Swipe to learn about the out-of-this-world-awesome SONIC Solar System 🚀 and don’t forget to join us in celebrating,sonicdrivein_1020,1.0
"‼️SONIC is bringing Hot Wheels™ Monster Truck™ toys BACK to the Wacky Pack‼️ Enjoy a made-for-you mealtime favorite with a surprise, collectible Monster Truck toy inside today. It's a combo that experts are calling a TRUCKLOAD of fun and flavor. Available May 3 to June 27.",sonicdrivein_1021,0.0
When someone’s getting you SONIC and you want to make sure they get your order right.,sonicdrivein_1022,0.0
"We love sitting by the window, sipping on a Cherry Limeade, solving our SONIC Crossword. ✍️",sonicdrivein_1023,0.5
"Teachers go above and beyond every day to make dreams a reality.🌟 Let’s show them how much they mean to us! This May, to celebrate #TeacherAppreciationMonth, you can help us donate to teachers all across the country + enjoy a special SONIC offer!",sonicdrivein_1024,0.0
Soft Pretzel Twists: 😋,sonicdrivein_1025,0.0
#TeacherAppreciationMonth is coming up and celebrations are in order! 🥳 Head to LimeadesforLearning.com to check out how you can help amazing teachers across the country and access a special SONIC offer in their honor.🍒,sonicdrivein_1026,0.0
Meet Jenna & Zack - former coworkers at SONIC. These two fell in love with their jobs... and each other. They've been,sonicdrivein_1027,0.0
Pick-up line game strong. Twitter game stronger.,sonicdrivein_1028,0.0
Eating a Corn Dog's an emotional roller coaster. 🎢,sonicdrivein_1029,1.0
"One more Big Scoop for the spring. 🌼
All-New Red Bull Slush for the summer. 🌴

Try both at your local SONIC before the seasons change. 😉",sonicdrivein_1030,0.0
"Close your eyes: you’re at a baseball game on a warm Tuesday afternoon, and everyone’s got an All-American Dog in hand. 🌭",sonicdrivein_1031,0.0
"Chicken Slinger in one hand, Shake in the other. What’s in YOUR hands? 👐",sonicdrivein_1032,0.0
