g_fc_loss,g_con_loss,g_unc_loss,d_con_r2f_loss,d_con_f2r_loss,d_con_f_loss,d_con_m_loss,d_unc_r_loss,d_unc_f_loss,d_unc_m_loss,,
0.0000587 ,1.9531250 ,8.0000000 ,8.1875000 ,19.0000000 ,7.0000000 ,0.2070313 ,0.2636719 ,12.6250000 ,0.2617188 ,,5.89272E-06
0.0003929 ,5.1562500 ,4.7187500 ,11.1875000 ,17.2500000 ,8.0625000 ,0.2148438 ,0.3125000 ,14.9375000 ,0.2558594 ,,3.97887E-05
0.0000360 ,5.4687500 ,2.8750000 ,3.7187500 ,16.8750000 ,4.5625000 ,0.2060547 ,0.2500000 ,14.5000000 ,0.2675781 ,,4.31475E-06
0.0001793 ,7.0000000 ,0.9843750 ,2.7812500 ,15.5000000 ,3.6718750 ,0.2089844 ,0.3261719 ,15.8125000 ,0.2714844 ,,2.24552E-05
0.0000198 ,7.5937500 ,22.2500000 ,19.3750000 ,14.3750000 ,1.4531250 ,0.2089844 ,0.2812500 ,13.6875000 ,0.2460938 ,,6.63078E-07
0.0001621 ,8.6250000 ,3.0781250 ,4.6875000 ,12.5000000 ,6.8437500 ,0.2080078 ,0.2451172 ,14.5625000 ,0.2382813 ,,1.38531E-05
0.0000292 ,8.8750000 ,7.1875000 ,6.8437500 ,10.8750000 ,3.0937500 ,0.2041016 ,0.2597656 ,13.5000000 ,0.3007813 ,,1.81829E-06
0.0001383 ,9.3125000 ,8.7500000 ,10.0000000 ,8.8750000 ,6.1562500 ,0.2070313 ,0.2539063 ,10.7500000 ,0.2431641 ,,7.65579E-06
0.0000293 ,9.1250000 ,12.2500000 ,10.1250000 ,7.0937500 ,7.7500000 ,0.2060547 ,0.2558594 ,7.7187500 ,0.2324219 ,,1.37195E-06
0.0000324 ,8.8750000 ,14.1250000 ,11.0625000 ,4.9687500 ,9.2500000 ,0.2050781 ,0.2519531 ,7.0000000 ,0.2324219 ,,1.40978E-06
0.0001431 ,8.8750000 ,14.4375000 ,12.3750000 ,2.7656250 ,10.7500000 ,0.2187500 ,0.2343750 ,8.4375000 ,0.2451172 ,,6.13624E-06
0.0002632 ,8.5000000 ,19.5000000 ,13.8125000 ,0.8437500 ,12.1875000 ,0.2109375 ,0.2246094 ,6.0312500 ,0.2480469 ,,9.4005E-06
0.0000281 ,7.4062500 ,20.0000000 ,12.0625000 ,30.1250000 ,11.3750000 ,0.2119141 ,0.2421875 ,4.1250000 ,0.2177734 ,,1.02653E-06
0.0030670 ,7.3125000 ,17.7500000 ,14.1875000 ,14.6250000 ,12.8750000 ,0.2109375 ,0.2929688 ,16.8750000 ,0.2734375 ,,0.000122375
0.0016556 ,6.2812500 ,15.0000000 ,13.6250000 ,8.0625000 ,12.8125000 ,0.2109375 ,0.2617188 ,8.4375000 ,0.3281250 ,,7.77952E-05
0.0003796 ,5.8125000 ,12.6250000 ,13.3750000 ,6.0937500 ,12.8750000 ,0.2080078 ,0.2470703 ,2.1406250 ,0.2324219 ,,2.05864E-05
0.0000267 ,3.5000000 ,14.1250000 ,10.7500000 ,7.8125000 ,11.1875000 ,0.2109375 ,0.2470703 ,16.7500000 ,0.2470703 ,,1.51506E-06
0.0016632 ,3.5000000 ,12.8125000 ,12.1250000 ,8.3750000 ,11.3750000 ,0.2060547 ,0.2949219 ,5.1250000 ,0.2324219 ,,0.000101959
0.0004826 ,2.8437500 ,11.8750000 ,12.8125000 ,8.8125000 ,11.6250000 ,0.2050781 ,0.2460938 ,4.4062500 ,0.2177734 ,,3.27853E-05
0.0001450 ,4.6562500 ,11.6250000 ,9.6250000 ,9.3750000 ,9.5625000 ,0.2070313 ,0.2373047 ,4.3750000 ,0.2226563 ,,8.9034E-06
0.0001354 ,3.2968750 ,8.6250000 ,9.3750000 ,9.8750000 ,8.3125000 ,0.2099609 ,0.2343750 ,5.9687500 ,0.2519531 ,,1.13591E-05
0.0001316 ,4.7187500 ,6.1875000 ,8.0625000 ,9.8750000 ,7.4062500 ,0.2148438 ,0.2578125 ,7.3750000 ,0.2089844 ,,1.20671E-05
0.0001411 ,5.9062500 ,4.0312500 ,6.5625000 ,9.4375000 ,6.3125000 ,0.2070313 ,0.2294922 ,7.6875000 ,0.2167969 ,,1.42031E-05
0.0000271 ,6.9062500 ,2.1718750 ,4.9687500 ,9.1875000 ,4.5625000 ,0.2080078 ,0.2382813 ,8.3750000 ,0.2382813 ,,2.98085E-06
0.0001402 ,7.8125000 ,4.4687500 ,3.7968750 ,8.1250000 ,3.6562500 ,0.2050781 ,0.2275391 ,7.8437500 ,0.2314453 ,,1.1415E-05
0.0002441 ,8.6875000 ,2.8750000 ,3.6718750 ,7.3437500 ,2.5312500 ,0.2060547 ,0.2304688 ,4.8750000 ,0.2109375 ,,2.11149E-05
0.0001440 ,9.0625000 ,7.1250000 ,2.8437500 ,6.6562500 ,5.5000000 ,0.2070313 ,0.2197266 ,7.1875000 ,0.2412109 ,,8.89605E-06
0.0003624 ,9.5000000 ,8.5000000 ,3.7500000 ,7.7500000 ,3.8437500 ,0.2041016 ,0.2177734 ,6.4375000 ,0.1875000 ,,2.01331E-05
0.0002518 ,9.5000000 ,10.6875000 ,8.1875000 ,6.9375000 ,4.9687500 ,0.2060547 ,0.2167969 ,4.5000000 ,0.2226563 ,,1.24716E-05
0.0002441 ,9.2500000 ,12.6250000 ,3.1562500 ,6.2500000 ,6.6875000 ,0.2060547 ,0.2421875 ,5.4375000 ,0.1972656 ,,1.11607E-05
0.0001326 ,8.8125000 ,11.1250000 ,3.6718750 ,3.5781250 ,7.3125000 ,0.2060547 ,0.2207031 ,5.4062500 ,0.2343750 ,,6.64881E-06
0.0000131 ,8.1875000 ,16.3750000 ,4.2812500 ,1.4843750 ,7.4375000 ,0.2060547 ,0.2167969 ,4.0625000 ,0.2041016 ,,5.33863E-07
0.0001373 ,7.6875000 ,15.0000000 ,5.1250000 ,6.5312500 ,8.3750000 ,0.2070313 ,0.2177734 ,5.8125000 ,0.2080078 ,,6.05307E-06
0.0003567 ,7.2500000 ,15.4375000 ,6.1562500 ,2.8593750 ,9.7500000 ,0.2148438 ,0.2187500 ,10.6250000 ,0.2089844 ,,1.57212E-05
0.0000283 ,5.9687500 ,11.0625000 ,5.0937500 ,5.9062500 ,8.0000000 ,0.2099609 ,0.2353516 ,2.8750000 ,0.2343750 ,,1.65887E-06
0.0000163 ,4.9375000 ,17.2500000 ,4.7187500 ,7.5937500 ,8.1250000 ,0.2070313 ,0.2207031 ,2.2187500 ,0.2138672 ,,7.36075E-07
0.0002394 ,4.3750000 ,14.1250000 ,5.7187500 ,9.1250000 ,8.6250000 ,0.2050781 ,0.2333984 ,5.2500000 ,0.2089844 ,,1.2939E-05
0.0001240 ,2.9062500 ,11.2500000 ,4.5000000 ,10.0000000 ,7.8125000 ,0.2050781 ,0.2314453 ,2.5781250 ,0.2197266 ,,8.7578E-06
0.0002480 ,1.9843750 ,7.9687500 ,4.6250000 ,10.6250000 ,7.7500000 ,0.2070313 ,0.2773438 ,1.6093750 ,0.2890625 ,,2.49123E-05
0.0000498 ,0.5664063 ,10.6250000 ,3.3281250 ,11.2500000 ,5.9375000 ,0.2080078 ,0.2001953 ,1.5781250 ,0.2060547 ,,4.45248E-06
0.0000446 ,19.2500000 ,9.9375000 ,2.1875000 ,11.0625000 ,5.1875000 ,0.2109375 ,0.2119141 ,1.2578125 ,0.2353516 ,,1.52751E-06
0.0002480 ,1.8750000 ,4.3750000 ,2.5937500 ,11.2500000 ,5.4375000 ,0.2148438 ,0.2138672 ,1.1093750 ,0.2343750 ,,3.96729E-05
0.0001240 ,3.4062500 ,4.8125000 ,7.3125000 ,10.8125000 ,4.1875000 ,0.2080078 ,0.2636719 ,0.5703125 ,0.2099609 ,,1.50847E-05
0.0002384 ,5.0625000 ,3.7500000 ,3.4687500 ,10.3750000 ,3.5937500 ,0.2041016 ,0.2119141 ,1.3906250 ,0.2265625 ,,2.70546E-05
0.0001631 ,6.0625000 ,1.3671875 ,4.9375000 ,9.7500000 ,2.1875000 ,0.2070313 ,0.2236328 ,1.2187500 ,0.2333984 ,,2.19496E-05
0.0001583 ,7.0625000 ,19.3750000 ,6.8437500 ,9.0000000 ,2.1562500 ,0.2050781 ,0.2158203 ,2.3437500 ,0.1884766 ,,5.98808E-06
0.0000322 ,7.7500000 ,2.5000000 ,7.9062500 ,8.1250000 ,8.3125000 ,0.2128906 ,0.2226563 ,2.5000000 ,0.2216797 ,,3.14015E-06
0.0000401 ,7.9062500 ,5.3125000 ,8.8750000 ,7.5625000 ,2.7812500 ,0.2041016 ,0.2138672 ,2.1562500 ,0.2216797 ,,3.03011E-06
0.0002384 ,8.1875000 ,8.7500000 ,9.8750000 ,6.8437500 ,5.9375000 ,0.2050781 ,0.2226563 ,2.1718750 ,0.1992188 ,,1.40764E-05
0.0002518 ,8.5000000 ,10.2500000 ,10.6250000 ,5.6875000 ,7.8125000 ,0.2070313 ,0.2158203 ,2.4218750 ,0.1943359 ,,1.34277E-05
0.0005569 ,8.2500000 ,12.5000000 ,11.3125000 ,5.4062500 ,10.3750000 ,0.2060547 ,0.2148438 ,3.1562500 ,0.2011719 ,,2.68408E-05
0.0003815 ,7.8125000 ,13.5000000 ,10.8125000 ,3.7968750 ,10.8750000 ,0.2060547 ,0.2265625 ,1.2656250 ,0.2138672 ,,1.78989E-05
0.0002441 ,7.4062500 ,13.3750000 ,10.6875000 ,2.2343750 ,11.3750000 ,0.2060547 ,0.2021484 ,1.6250000 ,0.2207031 ,,1.17481E-05
0.0003395 ,6.9375000 ,13.9375000 ,10.8750000 ,1.3750000 ,12.2500000 ,0.2060547 ,0.2236328 ,2.0625000 ,0.2080078 ,,1.62639E-05
0.0001354 ,6.1875000 ,13.6250000 ,10.2500000 ,14.3125000 ,12.1250000 ,0.2050781 ,0.2294922 ,1.1250000 ,0.2294922 ,,6.83517E-06
0.0002337 ,5.7500000 ,14.1250000 ,10.3750000 ,2.4218750 ,12.2500000 ,0.2089844 ,0.2304688 ,1.2656250 ,0.2031250 ,,1.1756E-05
0.0003414 ,4.7812500 ,12.3750000 ,10.1250000 ,4.7187500 ,12.3750000 ,0.2089844 ,0.2109375 ,2.0625000 ,0.2099609 ,,1.99004E-05
0.0003357 ,3.9062500 ,11.3750000 ,9.6250000 ,6.2812500 ,12.2500000 ,0.2119141 ,0.2187500 ,2.2500000 ,0.2021484 ,,2.19677E-05
0.0002241 ,2.5156250 ,7.5000000 ,8.8125000 ,7.4375000 ,11.8125000 ,0.2109375 ,0.1943359 ,1.5156250 ,0.2207031 ,,2.23764E-05
0.0002213 ,1.6093750 ,9.5000000 ,17.0000000 ,8.3750000 ,11.6250000 ,0.2060547 ,0.2011719 ,2.2187500 ,0.2734375 ,,1.99158E-05
0.0002365 ,11.9375000 ,8.2500000 ,16.6250000 ,8.8750000 ,10.8750000 ,0.2109375 ,0.2128906 ,1.6015625 ,0.2158203 ,,1.17157E-05
0.0001206 ,1.5703125 ,5.2812500 ,6.8125000 ,9.0000000 ,9.8125000 ,0.2041016 ,0.1826172 ,1.9921875 ,0.1933594 ,,1.76076E-05
0.0002184 ,3.2500000 ,5.4687500 ,14.9375000 ,9.2500000 ,9.5625000 ,0.2060547 ,0.2392578 ,2.5468750 ,0.2197266 ,,2.50485E-05
0.0002041 ,5.0312500 ,2.3906250 ,39.0000000 ,9.5000000 ,9.6250000 ,0.2099609 ,0.2216797 ,2.6406250 ,0.2089844 ,,2.74979E-05
0.0000498 ,5.2812500 ,11.8125000 ,18.7500000 ,8.8750000 ,7.5625000 ,0.2070313 ,0.2392578 ,1.4453125 ,0.2011719 ,,2.91507E-06
0.0001945 ,5.7187500 ,4.0625000 ,9.9375000 ,8.6250000 ,6.6562500 ,0.2050781 ,0.1894531 ,1.6250000 ,0.2099609 ,,1.98901E-05
0.0001135 ,6.9062500 ,5.2812500 ,17.2500000 ,8.6250000 ,6.0625000 ,0.2070313 ,0.2099609 ,2.4531250 ,0.2255859 ,,9.31177E-06
0.0002079 ,6.2812500 ,6.8125000 ,4.1875000 ,8.3750000 ,4.6875000 ,0.2304688 ,0.2158203 ,3.4843750 ,0.1845703 ,,1.58779E-05
0.0002117 ,5.7187500 ,7.3125000 ,4.6562500 ,7.5937500 ,2.8437500 ,0.2060547 ,0.2968750 ,1.8750000 ,0.2333984 ,,1.62468E-05
0.0001402 ,6.0937500 ,9.5000000 ,4.8437500 ,7.1875000 ,1.6640625 ,0.2089844 ,0.2265625 ,2.8437500 ,0.1894531 ,,8.99015E-06
0.0001459 ,7.1562500 ,10.1250000 ,7.1875000 ,7.3125000 ,8.3125000 ,0.2089844 ,0.2363281 ,4.4375000 ,0.2324219 ,,8.44338E-06
0.0002766 ,5.4375000 ,11.8125000 ,6.7500000 ,5.6250000 ,1.7734375 ,0.2070313 ,0.2148438 ,4.8750000 ,0.1914063 ,,1.60328E-05
0.0001168 ,5.0000000 ,12.0625000 ,5.9062500 ,4.9375000 ,2.1718750 ,0.2080078 ,0.2167969 ,4.6875000 ,0.1992188 ,,6.84689E-06
0.0000591 ,3.5781250 ,10.8125000 ,3.2500000 ,3.1562500 ,1.9609375 ,0.2109375 ,0.2294922 ,4.6250000 ,0.2167969 ,,4.10877E-06
0.0001307 ,2.9062500 ,10.4375000 ,3.8437500 ,2.5937500 ,2.4531250 ,0.2089844 ,0.2392578 ,4.8125000 ,0.2226563 ,,9.79135E-06
0.0000408 ,1.9609375 ,9.5000000 ,2.4843750 ,1.2656250 ,2.3906250 ,0.2109375 ,0.2011719 ,4.2500000 ,0.2109375 ,,3.55726E-06
0.0000939 ,1.0625000 ,7.5312500 ,2.5781250 ,9.7500000 ,2.7031250 ,0.2070313 ,0.3125000 ,5.0937500 ,0.2441406 ,,1.09308E-05
0.0002003 ,8.2500000 ,8.3750000 ,9.2500000 ,4.0625000 ,2.5625000 ,0.2031250 ,0.2207031 ,6.6250000 ,0.1835938 ,,1.20464E-05
0.0001287 ,2.0937500 ,6.1250000 ,4.8750000 ,2.4687500 ,2.2500000 ,0.2011719 ,0.2363281 ,4.7812500 ,0.1943359 ,,1.56649E-05
0.0001202 ,4.3125000 ,6.5000000 ,6.1250000 ,4.1562500 ,3.6875000 ,0.2119141 ,0.2451172 ,4.6562500 ,0.2099609 ,,1.11133E-05
0.0000206 ,4.5937500 ,2.9062500 ,2.7968750 ,4.4062500 ,1.9609375 ,0.2128906 ,0.2216797 ,4.8750000 ,0.2158203 ,,2.74976E-06
0.0000374 ,6.1250000 ,2.1562500 ,5.8125000 ,5.5625000 ,2.5312500 ,0.2070313 ,0.2421875 ,4.3750000 ,0.2011719 ,,4.52006E-06
0.0001326 ,6.0937500 ,13.6250000 ,3.8750000 ,5.6875000 ,2.2343750 ,0.2050781 ,0.2031250 ,4.5625000 ,0.2167969 ,,6.72257E-06
0.0000920 ,7.3437500 ,4.0625000 ,8.6875000 ,6.5000000 ,3.0468750 ,0.2080078 ,0.1953125 ,3.3437500 ,0.2089844 ,,8.06835E-06
0.0000911 ,7.4375000 ,7.9375000 ,8.8750000 ,6.6562500 ,2.6562500 ,0.2031250 ,0.1933594 ,2.8750000 ,0.1806641 ,,5.92364E-06
0.0001206 ,7.1875000 ,8.3750000 ,7.5625000 ,6.4375000 ,1.9218750 ,0.2089844 ,0.2041016 ,2.0156250 ,0.1835938 ,,7.75196E-06
0.0000355 ,7.4062500 ,12.1250000 ,8.4375000 ,6.4062500 ,1.4062500 ,0.2070313 ,0.2148438 ,0.9218750 ,0.5156250 ,,1.81885E-06
0.0002003 ,6.5937500 ,12.2500000 ,6.9062500 ,6.0312500 ,1.0000000 ,0.2050781 ,0.3300781 ,1.4453125 ,0.2128906 ,,1.0628E-05
0.0002174 ,6.3437500 ,13.2500000 ,7.9062500 ,5.8125000 ,4.7812500 ,0.2089844 ,0.2050781 ,0.5703125 ,0.1787109 ,,1.10973E-05
0.0000358 ,6.1875000 ,13.3750000 ,7.6875000 ,5.2812500 ,2.0468750 ,0.2109375 ,0.2265625 ,0.9531250 ,0.2343750 ,,1.82813E-06
0.0016785 ,5.0937500 ,12.3750000 ,6.1250000 ,4.5000000 ,3.4218750 ,0.2041016 ,0.2343750 ,1.6250000 ,0.3066406 ,,9.6084E-05
0.0000682 ,4.9375000 ,13.0000000 ,7.6875000 ,3.9687500 ,4.9375000 ,0.2080078 ,0.1953125 ,1.3281250 ,0.2177734 ,,3.80141E-06
0.0000441 ,4.2187500 ,13.6875000 ,7.7500000 ,3.2968750 ,6.1250000 ,0.2089844 ,0.1982422 ,1.2500000 ,0.2070313 ,,2.46324E-06
0.0002050 ,2.4531250 ,13.1250000 ,3.9218750 ,2.4062500 ,6.0000000 ,0.2041016 ,0.2070313 ,1.1562500 ,0.1992188 ,,1.3162E-05
0.0000443 ,2.1093750 ,9.6250000 ,6.0625000 ,1.4531250 ,6.7500000 ,0.2070313 ,0.3007813 ,1.1406250 ,0.2109375 ,,3.77914E-06
0.0002041 ,1.5781250 ,10.8750000 ,9.0625000 ,0.8554688 ,7.0625000 ,0.2167969 ,0.2373047 ,1.2343750 ,0.2558594 ,,1.63884E-05
0.0000441 ,15.0625000 ,9.8125000 ,2.1718750 ,11.8750000 ,6.5937500 ,0.2060547 ,0.2041016 ,0.3750000 ,0.2128906 ,,1.77316E-06
0.0000362 ,2.2031250 ,8.7500000 ,4.3437500 ,1.5156250 ,6.7500000 ,0.2128906 ,0.2812500 ,0.3183594 ,0.2187500 ,,3.30861E-06
0.0000348 ,3.9218750 ,5.2500000 ,4.1250000 ,3.0312500 ,6.1562500 ,0.2031250 ,0.2236328 ,0.3632813 ,0.3066406 ,,3.7952E-06
0.0000324 ,5.8750000 ,4.8750000 ,6.3437500 ,4.1875000 ,5.9375000 ,0.2070313 ,0.2148438 ,0.2441406 ,0.3222656 ,,3.01627E-06
0.0000401 ,6.7500000 ,1.8515625 ,4.2500000 ,5.1875000 ,5.0312500 ,0.2089844 ,0.2314453 ,0.4394531 ,0.2060547 ,,4.65663E-06
0.0001116 ,7.5937500 ,4.8125000 ,3.8750000 ,5.7500000 ,4.2812500 ,0.2050781 ,0.2089844 ,0.5859375 ,0.2207031 ,,8.99385E-06
0.0000427 ,8.4375000 ,3.4062500 ,3.4218750 ,6.1875000 ,3.4218750 ,0.2099609 ,0.2128906 ,0.3398438 ,0.1816406 ,,3.60333E-06
0.0000312 ,9.0000000 ,5.7500000 ,4.3750000 ,6.3125000 ,2.2812500 ,0.2041016 ,0.2060547 ,0.5625000 ,0.1894531 ,,2.11748E-06
0.0001850 ,9.0625000 ,10.6875000 ,4.0937500 ,7.0625000 ,1.4843750 ,0.2041016 ,0.1992188 ,0.4765625 ,0.2128906 ,,9.36774E-06
0.0016327 ,9.4375000 ,8.6875000 ,4.2187500 ,6.2500000 ,3.4218750 ,0.2031250 ,0.2294922 ,0.5859375 ,0.2392578 ,,9.00795E-05
0.0000587 ,9.6250000 ,14.3750000 ,4.1562500 ,6.2812500 ,2.2187500 ,0.2050781 ,0.1992188 ,0.6484375 ,0.2197266 ,,2.44379E-06
0.0001078 ,9.0000000 ,13.1250000 ,3.0781250 ,6.3437500 ,1.1796875 ,0.2060547 ,0.2314453 ,0.5781250 ,0.1875000 ,,4.87074E-06
0.0001230 ,8.6875000 ,13.7500000 ,2.9687500 ,5.8125000 ,1.4921875 ,0.2050781 ,0.2060547 ,0.4726563 ,0.2363281 ,,5.48296E-06
0.0017014 ,8.1250000 ,12.6875000 ,3.3281250 ,5.1875000 ,1.8125000 ,0.2050781 ,0.2226563 ,0.6445313 ,0.2236328 ,,8.17468E-05
0.0000254 ,7.5937500 ,10.5000000 ,4.4687500 ,5.0625000 ,1.5703125 ,0.2031250 ,0.2392578 ,0.8046875 ,0.1982422 ,,1.40333E-06
0.0000274 ,6.7500000 ,12.2500000 ,1.6718750 ,4.3437500 ,1.5703125 ,0.2070313 ,0.2119141 ,0.3808594 ,0.2080078 ,,1.44306E-06
0.0000672 ,5.8750000 ,11.8750000 ,2.6406250 ,3.7031250 ,1.3359375 ,0.2031250 ,0.2119141 ,0.4941406 ,0.2089844 ,,3.78783E-06
0.0000539 ,5.0312500 ,10.3750000 ,3.1093750 ,3.1718750 ,1.0859375 ,0.2050781 ,0.2363281 ,0.8515625 ,0.2714844 ,,3.49745E-06
0.0000384 ,3.8437500 ,10.4375000 ,3.4531250 ,2.9375000 ,1.1796875 ,0.2080078 ,0.2236328 ,0.7343750 ,0.2089844 ,,2.68782E-06
0.0000302 ,2.7500000 ,9.0000000 ,3.6562500 ,2.8437500 ,1.2343750 ,0.2031250 ,0.2216797 ,0.7578125 ,0.1962891 ,,2.5668E-06
0.0000446 ,2.3906250 ,6.2812500 ,17.1250000 ,2.2031250 ,1.3515625 ,0.2031250 ,0.2255859 ,0.4980469 ,0.1992188 ,,5.14125E-06
0.0000496 ,4.7500000 ,3.8437500 ,3.5000000 ,1.3046875 ,1.2890625 ,0.2060547 ,0.2109375 ,0.4199219 ,0.2373047 ,,5.7706E-06
0.0001068 ,2.8437500 ,3.0937500 ,2.6406250 ,0.6718750 ,1.3906250 ,0.2050781 ,0.2119141 ,0.4296875 ,0.2158203 ,,1.79893E-05
0.0000341 ,1.1406250 ,0.7734375 ,2.3750000 ,3.0625000 ,1.7656250 ,0.2138672 ,0.1904297 ,0.2412109 ,0.2158203 ,,1.78123E-05
0.0000610 ,2.0000000 ,28.3750000 ,2.3750000 ,1.1093750 ,2.0468750 ,0.2060547 ,0.2324219 ,0.4746094 ,0.2158203 ,,2.00939E-06
0.0000730 ,2.3593750 ,2.8593750 ,1.8359375 ,2.1406250 ,1.7031250 ,0.2050781 ,0.2373047 ,0.2470703 ,0.2343750 ,,1.39796E-05
0.0000266 ,2.6250000 ,6.2187500 ,1.8750000 ,2.9687500 ,1.4687500 ,0.2031250 ,0.2236328 ,0.3789063 ,0.2265625 ,,3.00593E-06
0.0000391 ,2.8281250 ,8.7500000 ,2.0312500 ,3.6562500 ,1.1953125 ,0.2011719 ,0.2177734 ,0.5000000 ,0.2080078 ,,3.37711E-06
0.0000801 ,2.7656250 ,10.2500000 ,1.3593750 ,3.9218750 ,0.5742188 ,0.2070313 ,0.1865234 ,0.7226563 ,0.2001953 ,,6.15481E-06
0.0001841 ,2.3125000 ,12.3750000 ,1.7265625 ,4.4375000 ,3.0937500 ,0.2050781 ,0.2255859 ,0.9531250 ,0.2207031 ,,1.25317E-05
0.0001831 ,1.9843750 ,13.3125000 ,2.8750000 ,4.4375000 ,1.6718750 ,0.2070313 ,0.1982422 ,0.9765625 ,0.2275391 ,,1.19701E-05
0.0001087 ,1.4843750 ,14.2500000 ,1.5078125 ,4.5625000 ,2.9375000 ,0.2109375 ,0.2304688 ,0.8984375 ,0.1992188 ,,6.90964E-06
0.0002375 ,2.7500000 ,14.2500000 ,1.2656250 ,4.2500000 ,3.2812500 ,0.2167969 ,0.1904297 ,0.9453125 ,0.1923828 ,,1.39685E-05
0.0016403 ,1.7031250 ,15.9375000 ,1.7500000 ,4.1875000 ,6.1562500 ,0.2050781 ,0.2333984 ,0.6250000 ,0.2558594 ,,9.29854E-05
0.0000563 ,2.5000000 ,13.9375000 ,1.5781250 ,3.8281250 ,4.5000000 ,0.2080078 ,0.2226563 ,0.4902344 ,0.3222656 ,,3.42307E-06
0.0000403 ,2.2031250 ,13.5000000 ,0.4843750 ,3.0937500 ,4.6562500 ,0.2031250 ,0.2041016 ,0.2773438 ,0.2324219 ,,2.56591E-06
0.0000782 ,2.2656250 ,11.7500000 ,1.1328125 ,2.6406250 ,4.6875000 ,0.2070313 ,0.2041016 ,0.6875000 ,0.2207031 ,,5.57958E-06
0.0001297 ,2.2343750 ,12.7500000 ,0.7539063 ,2.0156250 ,4.0937500 ,0.2060547 ,0.2109375 ,0.7656250 ,0.2265625 ,,8.65566E-06
0.0000453 ,1.6718750 ,8.6875000 ,0.8437500 ,1.4765625 ,4.5625000 ,0.2050781 ,0.2177734 ,0.9062500 ,0.3222656 ,,4.37281E-06
0.0000503 ,1.4453125 ,10.4375000 ,1.0156250 ,0.7929688 ,3.8281250 ,0.2070313 ,0.2373047 ,1.3593750 ,0.2324219 ,,4.23354E-06
0.0001240 ,0.9218750 ,8.8750000 ,0.8828125 ,4.9375000 ,2.8125000 ,0.2080078 ,0.1914063 ,1.8125000 ,0.2031250 ,,1.26548E-05
0.0001316 ,5.9062500 ,5.5625000 ,0.6015625 ,1.1406250 ,2.2031250 ,0.2050781 ,0.2011719 ,1.8125000 ,0.2119141 ,,1.14753E-05
0.0001202 ,1.8515625 ,3.8281250 ,1.2187500 ,2.3125000 ,5.0625000 ,0.2089844 ,0.1865234 ,1.6406250 ,0.2207031 ,,2.11566E-05
0.0000343 ,3.0937500 ,2.8750000 ,0.7460938 ,2.7343750 ,2.5312500 ,0.2060547 ,0.2265625 ,1.4062500 ,0.2109375 ,,5.752E-06
0.0000253 ,4.0625000 ,1.0546875 ,0.7812500 ,3.0312500 ,2.3437500 ,0.2031250 ,0.1914063 ,1.2109375 ,0.2050781 ,,4.93872E-06
0.0000384 ,4.6875000 ,0.6289063 ,0.8320313 ,3.2968750 ,3.0937500 ,0.2031250 ,0.3203125 ,0.6171875 ,0.2314453 ,,7.22018E-06
0.0000463 ,5.1250000 ,1.7187500 ,1.2812500 ,3.7812500 ,3.9062500 ,0.2031250 ,0.2128906 ,0.8750000 ,0.2158203 ,,6.75846E-06
0.0000436 ,5.3437500 ,2.5468750 ,1.1406250 ,3.5937500 ,3.9687500 ,0.2021484 ,0.2226563 ,3.3750000 ,0.2324219 ,,5.52942E-06
0.0001054 ,5.4375000 ,3.1875000 ,0.6875000 ,3.4687500 ,3.8281250 ,0.2050781 ,0.2187500 ,1.7343750 ,0.2138672 ,,1.22181E-05
0.0001116 ,5.4687500 ,2.8437500 ,2.8750000 ,3.5000000 ,3.8437500 ,0.2060547 ,0.2304688 ,3.1875000 ,0.2207031 ,,1.34231E-05
0.0001121 ,5.0000000 ,3.9375000 ,1.1875000 ,3.2187500 ,3.4687500 ,0.2070313 ,0.1982422 ,2.8437500 ,0.2109375 ,,1.25378E-05
0.0000310 ,4.6875000 ,2.3906250 ,1.2343750 ,2.7187500 ,2.7031250 ,0.2070313 ,0.2167969 ,5.3750000 ,0.1855469 ,,4.3789E-06
0.0000591 ,4.0625000 ,1.8437500 ,1.4218750 ,2.3437500 ,2.0937500 ,0.2041016 ,0.2294922 ,6.1250000 ,0.2167969 ,,1.00111E-05
0.0001178 ,3.2968750 ,1.0859375 ,1.4765625 ,1.9531250 ,1.4921875 ,0.2041016 ,0.2255859 ,6.4375000 ,0.2294922 ,,2.68729E-05
0.0000223 ,2.6875000 ,7.9062500 ,5.5000000 ,1.5703125 ,6.3125000 ,0.2041016 ,0.2138672 ,6.0000000 ,0.2324219 ,,2.10427E-06
0.0000415 ,1.3593750 ,3.8437500 ,1.5546875 ,0.9492188 ,2.7031250 ,0.2138672 ,0.2412109 ,6.6250000 ,0.2167969 ,,7.97306E-06
0.0001049 ,2.1875000 ,6.8125000 ,1.4218750 ,0.4082031 ,3.9062500 ,0.2031250 ,0.2050781 ,7.9062500 ,0.1953125 ,,1.1656E-05
0.0000249 ,1.6484375 ,9.1875000 ,0.8437500 ,5.3125000 ,3.7500000 ,0.2041016 ,0.2236328 ,5.9375000 ,0.2255859 ,,2.29927E-06
0.0000348 ,2.1250000 ,15.6875000 ,0.7695313 ,1.6015625 ,4.7500000 ,0.2050781 ,0.1884766 ,5.0000000 ,0.1992188 ,,1.9542E-06
0.0001688 ,2.5312500 ,16.0000000 ,1.1718750 ,2.6562500 ,5.3750000 ,0.2050781 ,0.2089844 ,4.2812500 ,0.1865234 ,,9.10896E-06
