prompt,label,image
"<b>, <start_of_turn>, ara, ot, only, lean, w, ster, gh, ries, je, arch, ff, Z, TEXT, zy, �, pl, system, bea, lan, made, take, _, true, C, </tr>, ner, dec.","<b>, <start_of_turn>, ara, ot, only, lean, w, ster, gh, ries, je, arch, ff, Z, TEXT, zy, �, pl, system, bea, lan, made, take, _, true, C, </tr>, ner, dec",bokete_38011
"<b>, <start_of_turn>, ara, ot, only, lean, w, ster, gh, ries, je, arch, ff, Z, TEXT, zy, �, pl, system, bea, lan, made, take, _, true, C, </tr>, ner, dec.","<b>, <start_of_turn>, ara, ot, only, lean, w, ster, gh, ries, je, arch, ff, Z, TEXT, zy, �, pl, system, bea, lan, made, take, _, true, C, </tr>, ner, dec",correction-man
"<b>, <start_of_turn>, ara, ot, only, lean, w, ster, gh, ries, je, arch, ff, Z, TEXT, zy, �, pl, system, bea, lan, made, take, _, true, C, </tr>, ner, dec.","<b>, <start_of_turn>, ara, ot, only, lean, w, ster, gh, ries, je, arch, ff, Z, TEXT, zy, �, pl, system, bea, lan, made, take, _, true, C, </tr>, ner, dec",imgflip_96
"<b>, <start_of_turn>, ara, ot, only, lean, w, ster, gh, ries, je, arch, ff, Z, TEXT, zy, �, pl, system, bea, lan, made, take, _, true, C, </tr>, ner, dec.","<b>, <start_of_turn>, ara, ot, only, lean, w, ster, gh, ries, je, arch, ff, Z, TEXT, zy, �, pl, system, bea, lan, made, take, _, true, C, </tr>, ner, dec",dr-who
"<b>, <start_of_turn>, ara, ot, only, lean, w, ster, gh, ries, je, arch, ff, Z, TEXT, zy, �, pl, system, bea, lan, made, take, _, true, C, </tr>, ner, dec.","<b>, <start_of_turn>, ara, ot, only, lean, w, ster, gh, ries, je, arch, ff, Z, TEXT, zy, �, pl, system, bea, lan, made, take, _, true, C, </tr>, ner, dec",bokete_82248
"<b>, <start_of_turn>, ara, ot, only, lean, w, ster, gh, ries, je, arch, ff, Z, TEXT, zy, �, pl, system, bea, lan, made, take, _, true, C, </tr>, ner, dec.","<b>, <start_of_turn>, ara, ot, only, lean, w, ster, gh, ries, je, arch, ff, Z, TEXT, zy, �, pl, system, bea, lan, made, take, _, true, C, </tr>, ner, dec",bokete_42002
"<b>, <start_of_turn>, ara, ot, only, lean, w, ster, gh, ries, je, arch, ff, Z, TEXT, zy, �, pl, system, bea, lan, made, take, _, true, C, </tr>, ner, dec.","<b>, <start_of_turn>, ara, ot, only, lean, w, ster, gh, ries, je, arch, ff, Z, TEXT, zy, �, pl, system, bea, lan, made, take, _, true, C, </tr>, ner, dec",bokete_32219
"<b>, <start_of_turn>, ara, ot, only, lean, w, ster, gh, ries, je, arch, ff, Z, TEXT, zy, �, pl, system, bea, lan, made, take, _, true, C, </tr>, ner, dec.","<b>, <start_of_turn>, ara, ot, only, lean, w, ster, gh, ries, je, arch, ff, Z, TEXT, zy, �, pl, system, bea, lan, made, take, _, true, C, </tr>, ner, dec",imgflip_1777
"<b>, <start_of_turn>, ara, ot, only, lean, w, gh, ries, je, arch, ff, Z, TEXT, zy, �, pl, system, bea, lan, made, take, _, true, C, </tr>, ner, dec.","<b>, <start_of_turn>, ara, ot, only, lean, w, ster, gh, ries, je, arch, ff, Z, TEXT, zy, �, pl, system, bea, lan, made, take, _, true, C, </tr>, ner, dec",bokete_30822
"<b>, <start_of_turn>, ara, ot, only, lean, w, ster, gh, ries, je, arch, ff, Z, TEXT, zy, �, pl, system, bea, lan, made, take, _, true, C, </tr>, ner, dec.","<b>, <start_of_turn>, ara, ot, only, lean, w, ster, gh, ries, je, arch, ff, Z, TEXT, zy, �, pl, system, bea, lan, made, take, _, true, C, </tr>, ner, dec",fkvowyuk
"<b>, <start_of_turn>, ara, ot, only, lean, w, ster, gh, ries, je, arch, ff, Z, TEXT, zy, �, pl, system, bea, lan, made, take, _, true, C, </tr>, ner, dec.","<b>, <start_of_turn>, ara, ot, only, lean, w, ster, gh, ries, je, arch, ff, Z, TEXT, zy, �, pl, system, bea, lan, made, take, _, true, C, </tr>, ner, dec",imgflip_100
"<b>, <start_of_turn>, ara, ot, only, lean, w, ster, gh, ries, je, arch, ff, Z, TEXT, zy, �, pl, system, bea, lan, made, take, _, true, C, </tr>, ner, dec.","<b>, <start_of_turn>, ara, ot, only, lean, w, ster, gh, ries, je, arch, ff, Z, TEXT, zy, �, pl, system, bea, lan, made, take, _, true, C, </tr>, ner, dec",imgflip_79
"<b>, <start_of_turn>, ara, ot, only, lean, w, ster, gh, ries, je, arch, ff, Z, TEXT, zy, �, pl, system, bea, lan, made, take, _, true, C, </tr>, ner, dec.","<b>, <start_of_turn>, ara, ot, only, lean, w, ster, gh, ries, je, arch, ff, Z, TEXT, zy, �, pl, system, bea, lan, made, take, _, true, C, </tr>, ner, dec",imgflip_50
"<b>, <start_of_turn>, ara, ot, only, lean, w, ster, gh, ries, je, arch, ff, Z, TEXT, zy, �, pl, system, bea, lan, made, take, _, true, C, </tr>, ner, dec.","<b>, <start_of_turn>, ara, ot, only, lean, w, ster, gh, ries, je, arch, ff, Z, TEXT, zy, �, pl, system, bea, lan, made, take, _, true, C, </tr>, ner, dec",bokete_85654
"<b>, <start_of_turn>, ara, ot, only, lean, w, ster, gh, ries, je, arch, ff, Z, TEXT, zy, �, pl, system, bea, lan, made, take, _, true, C, </tr>, ner, dec.","<b>, <start_of_turn>, ara, ot, only, lean, w, ster, gh, ries, je, arch, ff, Z, TEXT, zy, �, pl, system, bea, lan, made, take, _, true, C, </tr>, ner, dec",bokete_77887
"<b>, <start_of_turn>, ara, ot, only, lean, w, ster, gh, ries, je, arch, ff, Z, TEXT, zy, �, pl, system, bea, lan, made, take, _, true, C, </tr>, ner, dec.","<b>, <start_of_turn>, ara, ot, only, lean, w, ster, gh, ries, je, arch, ff, Z, TEXT, zy, �, pl, system, bea, lan, made, take, _, true, C, </tr>, ner, dec",imgflip_39
"<b>, <start_of_turn>, ara, ot, only, lean, w, ster, gh, ries, je, arch, ff, Z, TEXT, zy, �, pl, system, bea, lan, made, take, _, true, C, </tr>, ner, dec.","<b>, <start_of_turn>, ara, ot, only, lean, w, ster, gh, ries, je, arch, ff, Z, TEXT, zy, �, pl, system, bea, lan, made, take, _, true, C, </tr>, ner, dec",bokete_8858
"<b>, <start_of_turn>, ara, ot, only, lean, w, ster, gh, ries, je, arch, ff, Z, TEXT, zy, �, pl, system, bea, lan, made, take, _, true, C, </tr>, ner, dec.","<b>, <start_of_turn>, ara, ot, only, lean, w, ster, gh, ries, je, arch, ff, Z, TEXT, zy, �, pl, system, bea, lan, made, take, _, true, C, </tr>, ner, dec",bokete_96834
"<b>, <start_of_turn>, ara, ot, only, lean, w, ster, gh, ries, je, arch, ff, Z, TEXT, zy, �, pl, system, bea, lan, made, take, _, true, C, </tr>, ner, dec.","<b>, <start_of_turn>, ara, ot, only, lean, w, ster, gh, ries, je, arch, ff, Z, TEXT, zy, �, pl, system, bea, lan, made, take, _, true, C, </tr>, ner, dec",imgflip_38
"<b>, <start_of_turn>, ara, ot, only, lean, w, ster, gh, ries, je, arch, ff, Z, TEXT, zy, �, pl, system, bea, lan, made, take, _, true, C, </tr>, ner, dec.","<b>, <start_of_turn>, ara, ot, only, lean, w, ster, gh, ries, je, arch, ff, Z, TEXT, zy, �, pl, system, bea, lan, made, take, _, true, C, </tr>, ner, dec",bokete_39892
"<b>, <start_of_turn>, ara, ot, only, lean, w, ster, gh, ries, je, arch, ff, Z, TEXT, zy, �, pl, system, bea, lan, made, take, _, true, C, </tr>, ner, dec.","<b>, <start_of_turn>, ara, ot, only, lean, w, ster, gh, ries, je, arch, ff, Z, TEXT, zy, �, pl, system, bea, lan, made, take, _, true, C, </tr>, ner, dec",imgflip_43
"<b>, <start_of_turn>, ara, ot, only, lean, w, ster, gh, ries, je, arch, ff, Z, TEXT, zy, �, pl, system, bea, lan, made, take, _, true, C, </tr>, ner, dec.","<b>, <start_of_turn>, ara, ot, only, lean, w, ster, gh, ries, je, arch, ff, Z, TEXT, zy, �, pl, system, bea, lan, made, take, _, true, C, </tr>, ner, dec",imgflip_225
"<b>, <start_of_turn>, ara, ot, only, lean, w, ster, gh, ries, je, arch, ff, Z, TEXT, zy, �, pl, system, bea, lan, made, take, _, true, C, </tr>, ner, dec.","<b>, <start_of_turn>, ara, ot, only, lean, w, ster, gh, ries, je, arch, ff, Z, TEXT, zy, �, pl, system, bea, lan, made, take, _, true, C, </tr>, ner, dec",imgflip_33
"<b>, <start_of_turn>, ara, ot, only, lean, w, ster, gh, ries, je, arch, ff, Z, TEXT, zy, �, pl, system, bea, lan, made, take, _, true, C, </tr>, ner, dec.","<b>, <start_of_turn>, ara, ot, only, lean, w, ster, gh, ries, je, arch, ff, Z, TEXT, zy, �, pl, system, bea, lan, made, take, _, true, C, </tr>, ner, dec",imgflip_34
"<b>, <start_of_turn>, ara, ot, only, lean, w, ster, gh, ries, je, arch, ff, Z, TEXT, zy, �, pl, system, bea, lan, made, take, _, true, C, </tr>, ner, dec.","<b>, <start_of_turn>, ara, ot, only, lean, w, ster, gh, ries, je, arch, ff, Z, TEXT, zy, �, pl, system, bea, lan, made, take, _, true, C, </tr>, ner, dec",bokete_29405
"<b>, <start_of_turn>, ara, ot, only, lean, w, ster, gh, ries, je, arch, ff, Z, TEXT, zy, �, pl, system, bea, lan, made, take, _, true, C, </tr>, ner, dec.","<b>, <start_of_turn>, ara, ot, only, lean, w, ster, gh, ries, je, arch, ff, Z, TEXT, zy, �, pl, system, bea, lan, made, take, _, true, C, </tr>, ner, dec",imgflip_677
"<b>, <start_of_turn>, ara, ot, only, lean, w, ster, gh, ries, je, arch, ff, Z, TEXT, zy, �, pl, system, bea, lan, made, take, _, true, C, </tr>, ner, dec.","<b>, <start_of_turn>, ara, ot, only, lean, w, ster, gh, ries, je, arch, ff, Z, TEXT, zy, �, pl, system, bea, lan, made, take, _, true, C, </tr>, ner, dec",imgflip_30
"<b>, <start_of_turn>, ara, ot, only, lean, w, ster, gh, ries, je, arch, ff, Z, TEXT, zy, �, pl, system, bea, lan, made, take, _, true, C, </tr>, ner, dec.","<b>, <start_of_turn>, ara, ot, only, lean, w, ster, gh, ries, je, arch, ff, Z, TEXT, zy, �, pl, system, bea, lan, made, take, _, true, C, </tr>, ner, dec",bokete_92259
"<b>, <start_of_turn>, ara, ot, only, lean, w, ster, gh, ries, je, arch, ff, Z, TEXT, zy, �, pl, system, bea, lan, made, take, _, true, C, </tr>, ner, dec.","<b>, <start_of_turn>, ara, ot, only, lean, w, ster, gh, ries, je, arch, ff, Z, TEXT, zy, �, pl, system, bea, lan, made, take, _, true, C, </tr>, ner, dec",imgflip_289
"<b>, <start_of_turn>, ara, ot, only, lean, w, ster, gh, ries, je, arch, ff, Z, TEXT, zy, �, pl, system, bea, lan, made, take, _, true, C, </tr>, ner, dec.","<b>, <start_of_turn>, ara, ot, only, lean, w, ster, gh, ries, je, arch, ff, Z, TEXT, zy, �, pl, system, bea, lan, made, take, _, true, C, </tr>, ner, dec",halloween-kid
"<b>, <start_of_turn>, ara, ot, only, lean, w, ster, gh, ries, je, arch, ff, Z, TEXT, zy, �, pl, system, bea, lan, made, take, _, true, C, </tr>, ner, dec.","<b>, <start_of_turn>, ara, ot, only, lean, w, ster, gh, ries, je, arch, ff, Z, TEXT, zy, �, pl, system, bea, lan, made, take, _, true, C, </tr>, ner, dec",imgflip_4
"<b>, <start_of_turn>, ara, ot, only, lean, w, ster, gh, ries, je, arch, ff, Z, TEXT, zy, �, pl, system, bea, lan, made, take, _, true, C, </tr>, ner, dec.","<b>, <start_of_turn>, ara, ot, only, lean, w, ster, gh, ries, je, arch, ff, Z, TEXT, zy, �, pl, system, bea, lan, made, take, _, true, C, </tr>, ner, dec",imgflip_40
"<b>, <start_of_turn>, ara, ot, only, lean, w, ster, gh, ries, je, arch, ff, Z, TEXT, zy, �, pl, system, bea, lan, made, take, _, true, C, </tr>, ner, dec.","<b>, <start_of_turn>, ara, ot, only, lean, w, ster, gh, ries, je, arch, ff, Z, TEXT, zy, �, pl, system, bea, lan, made, take, _, true, C, </tr>, ner, dec",imgflip_67
"<b>, <start_of_turn>, ara, ot, only, lean, w, ster, gh, ries, je, arch, ff, Z, TEXT, zy, �, pl, system, bea, lan, made, take, _, true, C, </tr>, ner, dec.","<b>, <start_of_turn>, ara, ot, only, lean, w, ster, gh, ries, je, arch, ff, Z, TEXT, zy, �, pl, system, bea, lan, made, take, _, true, C, </tr>, ner, dec",imgflip_393
"<b>, <start_of_turn>, ara, ot, only, lean, w, ster, gh, ries, je, arch, ff, Z, TEXT, zy, �, pl, system, bea, lan, made, take, _, true, C, </tr>, ner, dec.","<b>, <start_of_turn>, ara, ot, only, lean, w, ster, gh, ries, je, arch, ff, Z, TEXT, zy, �, pl, system, bea, lan, made, take, _, true, C, </tr>, ner, dec",imgflip_2
"<b>, <start_of_turn>, ara, ot, only, lean, w, ster, gh, ries, je, arch, ff, Z, TEXT, zy, �, pl, system, bea, lan, made, take, _, true, C, </tr>, ner, dec.","<b>, <start_of_turn>, ara, ot, only, lean, w, ster, gh, ries, je, arch, ff, Z, TEXT, zy, �, pl, system, bea, lan, made, take, _, true, C, </tr>, ner, dec",bokete_104032
"<b>, <start_of_turn>, ara, ot, only, lean, w, ster, gh, ries, je, arch, ff, Z, TEXT, zy, �, pl, system, bea, lan, made, take, _, true, C, </tr>, ner, dec.","<b>, <start_of_turn>, ara, ot, only, lean, w, ster, gh, ries, je, arch, ff, Z, TEXT, zy, �, pl, system, bea, lan, made, take, _, true, C, </tr>, ner, dec",imgflip_38
"<b>, <start_of_turn>, ara, ot, only, lean, w, ster, gh, ries, je, arch, ff, Z, TEXT, zy, �, pl, system, bea, lan, made, take, _, true, C, </tr>, ner, dec.","<b>, <start_of_turn>, ara, ot, only, lean, w, ster, gh, ries, je, arch, ff, Z, TEXT, zy, �, pl, system, bea, lan, made, take, _, true, C, </tr>, ner, dec",cap-art
"<b>, <start_of_turn>, ara, ot, only, lean, w, ster, gh, ries, je, arch, ff, Z, TEXT, zy, �, pl, system, bea, lan, made, take, _, true, C, </tr>, ner, dec.","<b>, <start_of_turn>, ara, ot, only, lean, w, ster, gh, ries, je, arch, ff, Z, TEXT, zy, �, pl, system, bea, lan, made, take, _, true, C, </tr>, ner, dec",imgflip_112
"<b>, <start_of_turn>, ara, ot, only, lean, w, ster, gh, ries, je, arch, ff, Z, TEXT, zy, �, pl, system, bea, lan, made, take, _, true, C, </tr>, ner, dec.","<b>, <start_of_turn>, ara, ot, only, lean, w, ster, gh, ries, je, arch, ff, Z, TEXT, zy, �, pl, system, bea, lan, made, take, _, true, C, </tr>, ner, dec",imgflip_95
"<b>, <start_of_turn>, ara, ot, only, lean, w, ster, gh, ries, je, arch, ff, Z, TEXT, zy, �, pl, system, bea, lan, made, take, _, true, C, </tr>, ner, dec.","<b>, <start_of_turn>, ara, ot, only, lean, w, ster, gh, ries, je, arch, ff, Z, TEXT, zy, �, pl, system, bea, lan, made, take, _, true, C, </tr>, ner, dec",batman-slapping-robin
"<b>, <start_of_turn>, ara, ot, only, lean, w, ster, gh, ries, je, arch, ff, Z, TEXT, zy, �, pl, system, bea, lan, made, take, _, true, C, </tr>, ner, dec.","<b>, <start_of_turn>, ara, ot, only, lean, w, ster, gh, ries, je, arch, ff, Z, TEXT, zy, �, pl, system, bea, lan, made, take, _, true, C, </tr>, ner, dec",imgflip_68
"<b>, <start_of_turn>, ara, ot, only, lean, w, ster, gh, ries, je, arch, ff, Z, TEXT, zy, �, pl, system, bea, lan, made, take, _, true, C, </tr>, ner, dec.","<b>, <start_of_turn>, ara, ot, only, lean, w, ster, gh, ries, je, arch, ff, Z, TEXT, zy, �, pl, system, bea, lan, made, take, _, true, C, </tr>, ner, dec",bill-clinton
"<b>, <start_of_turn>, ara, ot, only, lean, w, ster, gh, ries, je, arch, ff, Z, TEXT, zy, �, pl, system, bea, lan, made, take, _, true, C, </tr>, ner, dec.","<b>, <start_of_turn>, ara, ot, only, lean, w, ster, gh, ries, je, arch, ff, Z, TEXT, zy, �, pl, system, bea, lan, made, take, _, true, C, </tr>, ner, dec",imgflip_0
"<b>, <start_of_turn>, ara, ot, only, lean, w, ster, gh, ries, je, arch, ff, Z, TEXT, zy, �, pl, system, bea, lan, made, take, _, true, C, </tr>, ner, dec.","<b>, <start_of_turn>, ara, ot, only, lean, w, ster, gh, ries, je, arch, ff, Z, TEXT, zy, �, pl, system, bea, lan, made, take, _, true, C, </tr>, ner, dec",imgflip_80
"<b>, <start_of_turn>, ara, ot, only, lean, w, ster, gh, ries, je, arch, ff, Z, TEXT, zy, �, pl, system, bea, lan, made, take, _, true, C, </tr>, ner, dec.","<b>, <start_of_turn>, ara, ot, only, lean, w, ster, gh, ries, je, arch, ff, Z, TEXT, zy, �, pl, system, bea, lan, made, take, _, true, C, </tr>, ner, dec",imgflip_76
"<b>, <start_of_turn>, ara, ot, only, lean, w, ster, gh, ries, je, arch, ff, Z, TEXT, zy, �, pl, system, bea, lan, made, take, _, true, C, </tr>, ner, dec.","<b>, <start_of_turn>, ara, ot, only, lean, w, ster, gh, ries, je, arch, ff, Z, TEXT, zy, �, pl, system, bea, lan, made, take, _, true, C, </tr>, ner, dec",bokete_27079
"<b>, <start_of_turn>, ara, ot, only, lean, w, ster, gh, ries, je, arch, ff, Z, TEXT, zy, �, pl, system, bea, lan, made, take, _, true, C, </tr>, ner, dec.","<b>, <start_of_turn>, ara, ot, only, lean, w, ster, gh, ries, je, arch, ff, Z, TEXT, zy, �, pl, system, bea, lan, made, take, _, true, C, </tr>, ner, dec",imgflip_20
"<b>, <start_of_turn>, ara, ot, only, lean, w, ster, gh, ries, je, arch, ff, Z, TEXT, zy, �, pl, system, bea, lan, made, take, _, true, C, </tr>, ner, dec.","<b>, <start_of_turn>, ara, ot, only, lean, w, ster, gh, ries, je, arch, ff, Z, TEXT, zy, �, pl, system, bea, lan, made, take, _, true, C, </tr>, ner, dec",imgflip_3
"<b>, <start_of_turn>, ara, ot, only, lean, w, ster, gh, ries, je, arch, ff, Z, TEXT, zy, �, pl, system, bea, lan, made, take, _, true, C, </tr>, ner, dec.","<b>, <start_of_turn>, ara, ot, only, lean, w, ster, gh, ries, je, arch, ff, Z, TEXT, zy, �, pl, system, bea, lan, made, take, _, true, C, </tr>, ner, dec",bokete_73348
"<b>, <start_of_turn>, ara, ot, only, lean, w, ster, gh, ries, je, arch, ff, Z, TEXT, zy, �, pl, system, bea, lan, made, take, _, true, C, </tr>, ner, dec.","<b>, <start_of_turn>, ara, ot, only, lean, w, ster, gh, ries, je, arch, ff, Z, TEXT, zy, �, pl, system, bea, lan, made, take, _, true, C, </tr>, ner, dec",bokete_98707
"<b>, <start_of_turn>, ara, ot, only, lean, w, ster, gh, ries, je, arch, ff, Z, TEXT, zy, �, pl, system, bea, lan, made, take, _, true, C, </tr>, ner, dec.","<b>, <start_of_turn>, ara, ot, only, lean, w, ster, gh, ries, je, arch, ff, Z, TEXT, zy, �, pl, system, bea, lan, made, take, _, true, C, </tr>, ner, dec",imgflip_19
"<b>, <start_of_turn>, ara, ot, only, lean, w, ster, gh, ries, je, arch, ff, Z, TEXT, zy, �, pl, system, bea, lan, made, take, _, true, C, </tr>, ner, dec.","<b>, <start_of_turn>, ara, ot, only, lean, w, ster, gh, ries, je, arch, ff, Z, TEXT, zy, �, pl, system, bea, lan, made, take, _, true, C, </tr>, ner, dec",imgflip_47
