prompt,label,image
"we, �, }$, ION, 2, umber, ulti, dy, du, inf, ##, C, F, </code>, ID, er, before, toxicity, erv, ля, Ind, ini, formation, <unused56>.","""I wonder why it's so hot ... Give me some water.""",bokete_100494
"we, �, }$, ION, 2, umber, ulti, dy, du, inf, ##, C, are, F, </code>, ID, er, before, toxicity, erv, ля, Ind, ini, formation, <unused56>.","I'm still conscious, and I'm like, ""Who's this sick guy with chest hair today?""",bokete_111087
"we, �, }$, ION, 2, umber, ulti, dy, du, inf, ##, C, F, </code>, ID, er, before, toxicity, erv, ля, Ind, ini, formation, <unused56>.","No, no, no. I'm unarmed.",bokete_76979
"we, �, }$, ION, 2, umber, ulti, dy, du, inf, ##, C, F, </code>, ID, er, before, wer, toxicity, erv, ля, Ind, ini, formation, <unused56>.",YOU; NO BITCHES,imgflip_20
"we, �, }$, ION, 2, umber, ulti, dy, du, inf, ##, C, Type, F, </code>, ID, er, before, toxicity, ля, Ind, ini, formation, <unused56>.",EVERYBODY CALLS MY BOSS &quot;THE BIG CHEESE&quot;; SO I GUESS I'M LACTOSE INTOLERANT,imgflip_76
"we, �, }$, ION, 2, umber, ulti, dy, du, inf, ##, C, Type, F, </code>, ID, er, before, toxicity, ля, Ind, ini, formation, <unused56>.",I told you to buy a sulmaka. Why would you buy a vinegar daco? I'm going to go and say yes. Is there anything there?,bokete_113233
"we, �, }$, ION, 2, umber, ulti, dy, du, inf, ##, C, Type, F, </code>, ID, er, before, toxicity, ля, Ind, ini, formation, <unused56>.",I'll be right back. I'll be right back.,bokete_21777
"we, �, }$, ION, 2, umber, ulti, dy, du, inf, ##, C, F, </code>, ID, er, before, toxicity, erv, ля, Ind, ini, formation, <unused56>.",MY FRIENDS AND I AFTER SEEING DRUDGE HEADLINE; THAT TRUMP WON AZ BY MORE,imgflip_77
"we, �, }$, ION, 2, umber, ulti, dy, du, inf, ##, C, F, </code>, ID, er, before, toxicity, erv, ля, Ind, ini, formation, <unused56>.",ONE DOES NOT SIMPLY EAT ONE GUMMY BEAR AT A TIME,imgflip_8
"we, �, }$, ION, 2, umber, ulti, dy, du, inf, ##, C, Type, F, </code>, ID, er, before, toxicity, ля, Ind, ini, formation, <unused56>.","Pocketmates, real-life series.",bokete_27204
"we, �, }$, ION, 2, umber, ulti, dy, du, inf, ##, C, Type, F, </code>, ID, er, before, toxicity, ля, Ind, ini, formation, <unused56>.",YOU ACTUALLY THOUGHT THAT; DIC PICT WOULD IMPRESS ME ?,imgflip_134
"we, �, }$, ION, 2, umber, ulti, dy, du, inf, ##, C, F, </code>, ID, er, before, toxicity, erv, ля, Ind, ini, formation, <unused56>.",DO OR DO NOT BUT TRY YOU MUST; FOR RENT MONEY OWED MIGHT BE RENT MONEY LOST,imgflip_58
"we, �, }$, ION, 2, umber, ulti, dy, du, inf, ##, C, Type, F, </code>, ID, er, before, wer, toxicity, ля, Ind, ini, formation, <unused56>.",NUKE; I HARD IT; TERRIBLE; IT'S A GREAT IDEA,imgflip_12
"we, �, }$, ION, 2, umber, ulti, dy, du, inf, ##, C, Type, F, </code>, ID, er, before, wer, toxicity, ля, Ind, ini, formation, <unused56>.",Alert alert new youtuber that vlogs about games! Parents: Oh no!,imgflip_23
"we, �, }$, ION, 2, umber, ulti, dy, du, inf, ##, C, Type, F, </code>, ID, er, before, wer, toxicity, ля, Ind, ini, formation, <unused56>.",Search at Keelveellos?,bokete_105974
"we, �, }$, ION, 2, umber, ulti, dy, du, inf, ##, C, F, </code>, ID, er, before, toxicity, erv, ля, Ind, ini, formation, <unused56>.",A vicious chick born by genetic manipulation.,bokete_96602
