image_id,caption,human_ins,human_humor,human_related,overfit,fitCount,gtNum,fluency,diversity,bleu1,bleu2,bleu3,bleu4,humor_score,humor,benign,b_bita,b_clip
sonicdrivein_614,"if you’ re looking for something quick and easy, check this out.",0,1,1,0,2,1,0.9823272,0.35610276,0.141080287481769,1.8834843577582417e-308,1.8834843577582417e-308,1.8834843577582417e-308,0.3447508811950683,0,-9.39099,-6.704404,-5.9283996
sonicdrivein_789,"we're going to have a good time, but we’ re not sure what it is.",0,0,0,-1,0,1,0.9798211,0.35610276,0.0,0.0,0.0,0.0,0.667391836643219,1,-8.190487,-7.889554,-0.3511578
sonicdrivein_2088,why do we have to be here? </s> it’ s because of you guys.,0,0,1,0,1,1,0.9728118,0.35610276,0.0619198499821558,1.928867353251809e-308,1.928867353251809e-308,1.928867353251809e-308,0.0323208793997764,0,-8.363859,-0.00580115,-0.00056953897
sonicdrivein_2221,you're going to have a ton of food in your fridge.,0,1,1,0,2,1,0.9808928,0.35610276,0.080224212319997,9.8177638708909e-309,9.8177638708909e-309,9.8177638708909e-309,0.6414791941642761,1,-9.444472,-8.619487,-8.596923
sonicdrivein_1367,"it's not just a meme, it’ s real.",0,0,0,-1,2,1,0.95505357,0.35610276,0.0716261992150475,6.374943338305425e-309,6.374943338305425e-309,6.374943338305425e-309,0.4114159047603607,0,-4.7574477,-1.5033622,-0.00048947276
sonicdrivein_89,"it's been a while since we’ ve had an ice cream sundae, so here it is! 🍦🍨🥤 🥑 🤣🤷‍♂️ pic.",1,0,0,-1,0,1,0.8873557,0.35610276,0.0,0.0,0.0,0.0,0.688704788684845,1,-9.922872,-9.1817665,-8.524769
sonicdrivein_697,i'm going to order one of these.,1,0,0,-1,0,1,0.98325896,0.35610276,0.0,0.0,0.0,0.0,0.5146936178207397,1,-8.928889,-9.190428,-0.02359922
sonicdrivein_163,"i'm not sure if we’ re going to get in, but let me know what you think.",0,0,0,-1,0,1,0.9732309,0.35610276,0.0,0.0,0.0,0.0,0.8691108822822571,1,-8.567513,-9.239105,-5.321742
sonicdrivein_135,"it's not like we need to go out for dinner, but i do n’t know.",0,0,0,-1,0,1,0.94668233,0.35610276,0.0,0.0,0.0,0.0,0.8334345817565918,1,-8.310044,-9.060414,-0.0006729484
sonicdrivein_51,"when i was 10 years old, my mom told me not to ask for more ice cream when there’ s only one left in the freezer.",0,0,0,-1,2,1,0.971307,0.35610276,0.0769230769230769,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,0.6378992795944214,1,-4.6848583,-0.0013246104,-8.725948
sonicdrivein_827,"you've heard it before, you know what i mean.",0,0,0,-1,1,1,0.94958806,0.35610276,0.0292885709017474,5.86523101198632e-309,5.86523101198632e-309,5.86523101198632e-309,0.5765431523323059,1,-8.259774,-8.496286,-0.0014491305
sonicdrivein_1996,`` what are you going to do today? </s> let’ s make sure it goes home.,0,0,0,-1,0,1,0.94087213,0.35610276,0.0,0.0,0.0,0.0,0.086963914334774,0,-8.466362,-9.414845,-9.773167
sonicdrivein_842,i'm going to make a sandwich for you.,1,0,0,-1,1,1,0.98288745,0.35610276,0.0278912700185537,4.9648108639081e-309,4.9648108639081e-309,4.9648108639081e-309,0.2117010802030563,0,-8.125029,-8.19264,-8.047998
sonicdrivein_1866,when you’ re not sure what to do with your kids after a long day at work.,0,1,1,0,2,1,0.9699526,0.35610276,0.1045893841650324,1.9781123889553905e-308,1.9781123889553905e-308,1.9781123889553905e-308,0.5812757611274719,1,-8.630288,-8.287876,-0.00012146689
sonicdrivein_91,♻️🤷‍♀️🧔🏾😭👨 👩 🔥 # 🦋💰 pic.,0,0,0,-1,0,1,0.75523084,0.35610276,0.0,0.0,0.0,0.0,0.9252960085868835,1,-8.780988,-9.845468,-0.00999104
sonicdrivein_1753,"it's not about the taste, it’ s more than that.",0,0,1,0,1,1,0.9662167,0.35610276,0.0449328964117221,9.997901319273777e-309,9.997901319273777e-309,9.997901319273777e-309,0.8622733950614929,1,-9.5727625,-8.214884,-6.0628457
sonicdrivein_1094,it’ s 2016 and we need to get our ideas down on paper.,0,0,0,-1,0,1,0.96523994,0.35610276,0.0,0.0,0.0,0.0,0.7041672468185425,1,-6.92835,-4.568478,-0.00042596326
sonicdrivein_1376,i'm not sure if i like this but there’s something in the back of it that makes me think so.,0,1,1,2,1,1,0.944969,0.35610276,0.05,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,0.9443762302398682,1,-8.891861,-9.1842,-0.00067044667
sonicdrivein_743,there’ s a 10- minute wait for your order to be ready when you walk in.,1,1,1,2,1,1,0.9714556,0.35610276,0.0108608714656528,3.86659858861305e-309,3.86659858861305e-309,3.86659858861305e-309,0.6095452308654785,1,-8.551299,-7.233781,-7.192704
sonicdrivein_478,"when i was 10 years old, my mom told me not to eat too much ice cream on a hot summer day.",0,0,0,-1,0,1,0.9730464,0.35610276,0.0,0.0,0.0,0.0,0.4180315136909485,0,-8.512528,-0.3306613,-0.00048053637
sonicdrivein_311,"it's not about the music, it ’ s all in your voice.",0,0,0,-1,3,1,0.9477333,0.35610276,0.25,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,0.5733121037483215,1,-9.028738,-7.537356,-1.0646935
sonicdrivein_1813,couldn't find anything like this.,0,0,0,-1,0,1,0.8769045,0.35610276,0.0,0.0,0.0,0.0,0.8513538241386414,1,-7.2717414,-7.58941,-2.8586495
sonicdrivein_795,i'm going to ask you a question.,0,0,0,-1,1,1,0.981517,0.35610276,0.0525542058816346,8.18558927632837e-309,8.18558927632837e-309,8.18558927632837e-309,0.2918514013290405,0,-8.748953,-7.020796,-0.00048994937
sonicdrivein_304,we're going to go out of our way this week.,0,0,0,-1,1,1,0.98160744,0.35610276,0.0301194211912202,6.701793672595377e-309,6.701793672595377e-309,6.701793672595377e-309,0.4164920151233673,0,-8.96796,-0.023970095,-8.546184
sonicdrivein_325,"it ’ s about time you started listening to what people are actually saying, not just the words they say.",0,0,1,-1,2,1,0.96844673,0.35610276,0.1,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,0.5409996509552002,1,-9.171233,-0.0007921895,-0.0001295721
sonicdrivein_1848,"in 2017, the u.",0,0,1,-1,1,1,0.70975465,0.35610276,8.386565697562796e-05,7.464291238523e-312,7.464291238523e-312,7.464291238523e-312,0.3705669641494751,0,-8.52091,-6.2166014,-0.0008557948
sonicdrivein_1737,"it's not just me, it’ s all of us.",0,0,0,-1,1,1,0.95864284,0.35610276,0.0327305364789008,6.55450749847085e-309,6.55450749847085e-309,6.55450749847085e-309,0.8202970027923584,1,-8.243051,-8.002748,-6.547082
sonicdrivein_1458,"it's time for an ice-cream party! i’ ll be there in a few minutes, so make sure to text me when you get here 👍👌😊🤗 🤔 🙋🏼‍♂️🙇🏻🧑 🦅🎉🍫🥤 🥳 🍪 😮 😂😂�",1,0,1,0,1,1,0.9388027,0.35610276,0.03125,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,0.0111753903329372,0,-0.000877353,-7.578012,-0.0006127864
sonicdrivein_784,it’ s been a long time since i've had an app on my phone.,1,0,0,-1,0,1,0.98163307,0.35610276,0.0,0.0,0.0,0.0,0.5926901698112488,1,-8.496179,-1.6993763,-8.265249
sonicdrivein_196,"it's not like we’ re going to have a party this weekend, is it? but i don't think so! let me know what you guys are up for and then maybe we can get together later in the week.",0,0,0,-1,1,1,0.9766198,0.35610276,0.0256410256410256,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,0.9003816246986389,1,-9.108692,-8.416935,-9.001666
sonicdrivein_534,what do you call it when an ice cream truck stops by your front door? </s> https://t.,1,0,0,-1,1,1,0.9487184,0.35610276,0.0588235294117647,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,0.9131648540496826,1,-7.926603,-9.34932,-1.9708098
sonicdrivein_926,"it's hard to say no, but we don't know what you are talking about.",0,0,0,-1,0,1,0.96669054,0.35610276,0.0,0.0,0.0,0.0,0.2818138301372528,0,-9.262467,-9.492057,-9.7389246e-05
sonicdrivein_2052,you know what i'm going to do.,0,0,0,-1,0,1,0.974312,0.35610276,0.0,0.0,0.0,0.0,0.7984663248062134,1,-8.304018,-8.172007,-7.2892165
sonicdrivein_1793,"november 2019 was the first time i heard this meme go viral, so here’s to all of you who enjoyed it! pic.",0,0,0,-1,3,1,0.9267636,0.35610276,0.1038136890950282,1.6939495889106837e-308,1.6939495889106837e-308,1.6939495889106837e-308,0.4583685398101806,0,-8.158681,-9.141106,-7.408388
sonicdrivein_528,"you know, if you’ re looking for something warm and satisfying but don 't want to go out.",1,0,1,0,3,1,0.9374835,0.35610276,0.1666666666666666,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,0.7633699178695679,1,-9.330444,-8.284225,-1.7804008
sonicdrivein_1664,what are you going to do with all of this food in the fridge? '' i’ m just gonna throw it away.,0,0,0,-1,5,1,0.9758195,0.35610276,0.1202757594318296,0.0252006353095262,1.1775387717450385e-308,1.1775387717450385e-308,0.2534910440444946,0,-0.3257398,-7.98424,-4.684766
sonicdrivein_1854,it’ s time for the 2019 holiday season.,0,0,0,-1,0,1,0.975155,0.35610276,0.0,0.0,0.0,0.0,0.5244356393814087,1,-8.959018,-8.480675,-8.544458
sonicdrivein_98,"when you’ re trying to decide what ice cream flavors are on sale at your local frozen yogurt shop, but don 't know which ones they have in stock.",1,0,0,-1,1,1,0.9627674,0.35610276,0.0344827586206896,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,0.8182429075241089,1,-9.273558,-7.8170238,-8.41152
sonicdrivein_1072,"if you're in the mood for something sweet, check out this video! https://t.",0,0,0,-1,1,1,0.953317,0.35610276,0.0565493446608988,1.6357440907688813e-308,1.6357440907688813e-308,1.6357440907688813e-308,0.8940095901489258,1,-9.590516,-9.683032,-0.22464885
sonicdrivein_532,"when i opened the can of dog food, it's not even close to what they say on the label.",0,0,0,-1,3,1,0.9471271,0.35610276,0.0809074238519721,1.7102374408358077e-308,1.7102374408358077e-308,1.7102374408358077e-308,0.710101842880249,1,-9.723964,-9.752763,-4.5884566
sonicdrivein_1821,"have you got any ideas on what to name it? </s>
Q&A: What was your favorite part of the story so far?<span style=""color:#3c8456; font-size:-20px;""><img src="""" width=179 height=120 alt=""""></i></p><blockquote class='post",0,0,0,-1,1,1,0.8223368,0.35610276,0.0344827586206896,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,0.1708405315876007,0,-0.01337861,-8.866854,-8.014068
sonicdrivein_78,"if you're looking for something fun to do this weekend, here’ s a list of our top picks from last year.",0,0,0,-1,1,1,0.972638,0.35610276,0.0476190476190476,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,0.70775306224823,1,-9.126663,-8.647036,-6.9806237
sonicdrivein_1018,you know what i’m talking about.,0,0,0,-1,0,1,0.9702655,0.35610276,0.0,0.0,0.0,0.0,0.6372236013412476,1,-8.9718275,-9.34693,-9.03564
sonicdrivein_1712,i'm going to take a bite out of this one and i’ m sure you can tell me what it is.,0,0,0,-1,1,1,0.9732876,0.35610276,0.0476190476190476,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,0.6838452816009521,1,-8.210816,-8.62029,-9.254337
sonicdrivein_1721,we're going to be here for the rest of this season.,0,0,1,-1,1,1,0.97693413,0.35610276,0.0212278617355375,5.19569162417264e-309,5.19569162417264e-309,5.19569162417264e-309,0.440075933933258,0,-9.538285,-2.6695676,-0.0011674501
sonicdrivein_339,"we've got to get through this, and we do n’t know what it looks like until the end.",0,0,0,-1,4,1,0.95664734,0.35610276,0.1506243506678778,0.0398711516473794,1.5081763730657666e-308,1.5081763730657666e-308,0.8823065161705017,1,-7.4864655,-2.2016678,-1.3504459
sonicdrivein_2218,it's been a long time since we’ ve had this much fun.,0,0,0,-1,1,1,0.9823254,0.35610276,0.0766703678857769,2.0471667756573244e-308,2.0471667756573244e-308,2.0471667756573244e-308,0.8014248609542847,1,-8.959371,-0.7920842,-9.09943
sonicdrivein_1678,"we're not going to make this happen, but we are.",0,0,0,-1,0,1,0.9739656,0.35610276,0.0,0.0,0.0,0.0,0.5794650912284851,1,-8.906479,-9.211171,-0.0005038899
sonicdrivein_821,"there’ s nothing wrong with this, but there's something special about it.",0,0,0,-1,0,1,0.9810534,0.35610276,0.0,0.0,0.0,0.0,0.8095251321792603,1,-8.050925,-6.2651215,-0.08596991
sonicdrivein_791,don't forget that this is just the beginning.,0,0,1,0,0,1,0.9742376,0.35610276,0.0,0.0,0.0,0.0,0.2169407606124878,0,-8.867222,-8.291353,-7.9373894
sonicdrivein_830,"i'm not sure if you know it, but this is the best ice cream i have ever had in my life.",1,0,0,-1,2,1,0.96969897,0.35610276,0.0049728796036609,1.16182756279903e-309,1.16182756279903e-309,1.16182756279903e-309,0.3011707961559295,0,-0.19828546,-9.409944,-7.3051424
sonicdrivein_1221,i'm going to ask you a few things before we head out.,0,0,0,-1,3,1,0.97809815,0.35610276,0.0063903833016268,5.68762993211647e-310,5.68762993211647e-310,5.68762993211647e-310,0.4363988935947418,0,-8.652564,-6.8293233,-7.3498564
sonicdrivein_2201,"i'm going to have a seizure, and i’ m sure you know what that sounds like.",0,0,0,-1,2,1,0.9748331,0.35610276,0.125,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,0.5283772349357605,1,-6.81166,-8.527957,-8.77305
sonicdrivein_1254,it's not about how long it takes to get there.,0,0,0,-1,1,1,0.9677829,0.35610276,0.0406569659740599,9.04647521551e-309,9.04647521551e-309,9.04647521551e-309,0.361450582742691,0,-8.908216,-0.149687,-7.7713614
sonicdrivein_1459,it's mickey.,0,0,0,-1,0,1,0.9738448,0.35610276,0.0,0.0,0.0,0.0,0.6056877970695496,1,-0.017768607,-9.0446,-0.225201
sonicdrivein_1730,this is what it's going to look like.,0,0,0,-1,0,1,0.97112626,0.35610276,0.0,0.0,0.0,0.0,0.746605396270752,1,-9.361109,-9.534454,-9.009095
sonicdrivein_1814,`` i'm not going to eat any of it.,0,0,0,-1,1,1,0.96938354,0.35610276,0.0168044177433884,3.365196356542427e-309,3.365196356542427e-309,3.365196356542427e-309,0.632112979888916,1,-8.797809,-8.946665,-8.612483
sonicdrivein_41,"we're here to help you with your questions, but we don’ t have the answers for all of them.",0,0,1,-1,0,1,0.9738264,0.35610276,0.0,0.0,0.0,0.0,0.7586872577667236,1,-8.860646,-9.354569,-3.0441532
sonicdrivein_645,`` we've got you covered.,0,0,0,-1,0,1,0.96280414,0.35610276,0.0,0.0,0.0,0.0,0.5908893942832947,1,-9.517821,-9.191012,-8.471826
sonicdrivein_1307,we're going to do something different this week.,0,0,1,0,0,1,0.97593325,0.35610276,0.0,0.0,0.0,0.0,0.2144394516944885,0,-7.86825,-9.66861,-9.309676
sonicdrivein_594,i'm not going to tell you this.,0,0,0,-1,1,1,0.97450495,0.35610276,0.1428571428571428,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,0.6787976026535034,1,-8.69405,-8.711202,-9.411598
sonicdrivein_1572,"when you’ re hungry and want something to eat but cann't decide what it is, just order a.",0,0,1,-1,0,1,0.92171556,0.35610276,0.0,0.0,0.0,0.0,0.5861290693283081,1,-7.6932817,-8.173859,-0.0003411188
sonicdrivein_1949,"when i got home from work this morning, my kids were so excited to play in the garden and we're going for a run before dinner.",0,0,0,-1,3,1,0.9780717,0.35610276,0.1153846153846154,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,0.506687343120575,1,-8.574132,-8.9475565,-7.951466
sonicdrivein_1223,you know what i like to do when we go out for a drink with our friends.,0,0,0,-1,4,1,0.98276746,0.35610276,0.0769525683981948,7.27706880223216e-309,7.27706880223216e-309,7.27706880223216e-309,0.7777571678161621,1,-8.212959,-0.6016372,-0.0013349678
sonicdrivein_1616,i can’ t say i didn't hear about this.,0,0,0,-1,0,1,0.9520393,0.35610276,0.0,0.0,0.0,0.0,0.6111839413642883,1,-8.289939,-8.0498495,-0.00093559356
sonicdrivein_1950,it's been a long time since i got to see you.,0,0,0,-1,0,1,0.9814029,0.35610276,0.0,0.0,0.0,0.0,0.7831828594207764,1,-5.5077195,-8.805753,-0.0024232091
sonicdrivein_2154,here it is.,0,0,0,-1,0,1,0.95114183,0.35610276,0.0,0.0,0.0,0.0,0.5661282539367676,1,-7.9150205,-6.889445,-6.9122777
sonicdrivein_546,it's been a long time since i’ ve seen this meme in my entire life.,0,0,0,-1,0,1,0.9738662,0.35610276,0.0,0.0,0.0,0.0,0.5006638169288635,1,-9.501669,-9.1084,-7.345164
sonicdrivein_1567,"i've been hearing a lot about this, but i do n’t know what it is.",0,0,0,-1,0,1,0.94991183,0.35610276,0.0,0.0,0.0,0.0,0.7009181976318359,1,-8.208437,-8.37634,-9.4224
sonicdrivein_497,"10 of the 25 people who showed up at our booth this morning, but they didn't say a thing.",0,0,0,-1,1,1,0.90139264,0.35610276,0.0526315789473684,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,0.7492602467536926,1,-6.253273,-0.93060446,-0.0014182995
sonicdrivein_204,there’ s no reason you can 't just order your food and have it delivered right now.,1,0,1,0,1,1,0.96766716,0.35610276,0.0588235294117647,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,0.5296914577484131,1,-8.738945,-0.0016175532,-0.0006935575
