image_id,caption,fitCount,gtNum,fluency,diversity,bleu1,bleu2,bleu3,bleu4,humor_score,humor,overfit,b_clip,b_bita,f_bita,f_clip,benign,h_gt,h_bita,h_clip
mcdonalds_switzerland_363,"a) we're so happy to have you here! the more people who enjoy this food and wine in our restaurant, the better it is for everyone.",3,1,0.96478826,0.4579166,0.1153846153846154,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,0.0122279925271868,0,0,-7.5581107,-9.3518305,0.97466826,0.9603147,-9.033102,0.0260748006403446,0.1573278158903122,0.1743773072957992
mcdonalds_switzerland_422,my best hope is that you will be able to enjoy your pizza and maybe even get a second slice.,1,1,0.9778782,0.4579166,0.05,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,0.0273331999778747,0,0,-8.782335,-8.100336,0.59942156,0.68852293,-5.495539,0.0077472259290516,0.017564371228218,0.0217548832297325
mcdonalds_switzerland_1949,"yes, you're going to need some more time and space.",1,1,0.97319293,0.4579166,0.0406569659740599,9.04647521551e-309,9.04647521551e-309,9.04647521551e-309,0.2003161013126373,0,0,-0.014992065,-8.501063,0.965159,0.976269,-8.959567,0.0137226553633809,0.1443409025669098,0.0731461122632026
mcdonalds_switzerland_59,"we are so happy to have you with us today! we're looking forward to seeing more of your family and friends on this special edition, where the brand new menu is out for everyone.",0,1,0.9587818,0.4579166,0.0,0.0,0.0,0.0,0.0019094460876658,0,0,-8.315944,-0.01678616,0.9751854,0.7744298,-9.758609,0.0105530386790633,0.0463668629527092,0.008150614798069
mcdonalds_switzerland_1912,you’re a little guy.,1,1,0.9753743,0.4579166,0.0027772491345605,2.4718337791491e-310,2.4718337791491e-310,2.4718337791491e-310,0.2540265917778015,0,0,-9.02571,-7.856199,0.9002647,0.85077137,-7.9060674,0.0133670354261994,0.0545812100172042,0.0564459450542926
mcdonalds_switzerland_432,the only thing that makes me smile every day is the fact i was able to find a job at one of our top 20 companies in new york city.,4,1,0.97711164,0.4579166,0.1,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,0.7237428426742554,1,0,-9.44896,-8.340515,0.84987223,0.9675058,-9.409489,0.3855898082256317,0.5083314776420593,0.8961060047149658
mcdonalds_switzerland_1071,"i'm sure you are looking for something, but we can also have a nice time.",0,1,0.9772257,0.4579166,0.0,0.0,0.0,0.0,0.0626723021268844,0,0,-0.00067819003,-9.255484,0.8308115,0.77230066,-8.633119,0.0125598320737481,0.0143224215134978,0.0028653230983763
mcdonalds_switzerland_493,"for the 10th anniversary of the first new apple iphone, i wanted to share a few tips for using it.",2,1,0.9671873,0.4579166,0.0860707976425058,1.9151388181520816e-308,1.9151388181520816e-308,1.9151388181520816e-308,0.0283605325967073,0,0,-9.245687,-8.607445,0.9602151,0.8988939,-4.0613437,0.00251529016532,0.0279208458960056,0.0620995946228504
mcdonalds_switzerland_735,"and it's just a matter of time! if you want to enjoy the moment, take this delicious snack from your friends and let them know that they have helped me so much today.",3,1,0.9766741,0.4579166,0.0909090909090909,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,0.0219310149550437,0,0,-8.929534,-8.443405,0.46113265,0.9719168,-8.60471,0.0633380189538002,0.2653346061706543,0.3676411211490631
mcdonalds_switzerland_583,"if you see a little girl, don't be shy! she will take the train with her and it may end up on your doorstep.",4,1,0.9688432,0.4579166,0.1666666666666666,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,0.0149439200758934,0,0,-9.434504,-9.836016,0.98245645,0.9091138,-6.181409,0.0092160645872354,0.0337347500026226,0.0951925367116928
mcdonalds_switzerland_663,"in the end, you 'll be able to choose your own style of pasta and get ready for a meal that will leave both mouth watering! i hope this helps.",3,1,0.9813054,0.4579166,0.1,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,0.043603740632534,0,0,-7.833378,-9.260601,0.8079844,0.97901195,-7.265572,0.025948317721486,0.0505140461027622,0.0631330385804176
mcdonalds_switzerland_460,"it's not a bad idea to eat meat every day, but it also means you need your daily meal plan.",1,1,0.9733776,0.4579166,0.05,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,0.088851474225521,0,0,-0.0005483316,-8.140158,0.45301273,0.9581463,-8.42261,0.0132298115640878,0.0123757449910044,0.0308298002928495
mcdonalds_switzerland_527,"i'm sorry, but i have to take a few more pictures of this and you might miss it.",3,1,0.9655218,0.4579166,0.126244188066161,1.6854158559269373e-308,1.6854158559269373e-308,1.6854158559269373e-308,0.0157048292458057,0,0,-8.398408,-9.717263,0.96159536,0.9092206,-9.13987,0.000565284572076,0.0098312860354781,0.0374688990414142
mcdonalds_switzerland_1982,"in case you were not there, check out this new version of ""kare waak kere? :)[/s] so enjoy the pizza.",0,1,0.820346,0.4579166,0.0,0.0,0.0,0.0,0.1659280359745025,0,0,-9.020789,-1.0532103,0.8916133,0.96685,-0.08518046,0.0218210145831108,0.201644092798233,0.2441888004541397
mcdonalds_switzerland_1954,"it's the best time of year for me to meet up with my friends, even if it is in a restaurant or on our car.",6,1,0.9556719,0.4579166,0.24,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,0.0270939543843269,0,0,-9.732843,-8.865246,0.94040656,0.89926225,-9.515902,0.0060616289265453,0.0956136286258697,0.0066304602660238
mcdonalds_switzerland_395,"yes, it's true! i know that and you don't have to buy this.",1,1,0.9545374,0.4579166,0.0769230769230769,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,0.1913915127515792,0,0,-9.775386,-8.4993105,0.9802665,0.97615576,-8.869755,0.1548918038606643,0.1056085601449012,0.4249975383281708
mcdonalds_switzerland_653,"it's not like this, it is actually delicious! we had a good laugh and you couldn't believe how tasty our burgers are.",1,1,0.963597,0.4579166,0.0454545454545454,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,0.0013057440519332,0,0,-7.177635,-9.3813925,0.8865516,0.682618,-9.3998,0.0017849478172138,0.0039954553358256,0.0172682013362646
mcdonalds_switzerland_1919,"you're right, you ca n’t eat it.",0,1,0.8567999,0.4579166,0.0,0.0,0.0,0.0,0.4386659860610962,0,0,-2.2267857,-9.604136,0.8061491,0.608307,-8.677911,0.0140896411612629,0.1096549853682518,0.0174197573214769
mcdonalds_switzerland_686,"if you're in need of a little help, just hit the like button and share this post with your friends.",0,1,0.97131765,0.4579166,0.0,0.0,0.0,0.0,0.0069001941010355,0,0,-6.027882,-7.393451,0.94736755,0.9607234,-8.999168,0.0044615739025175,0.0319908373057842,0.0087366001680493
mcdonalds_switzerland_489,"the best, burger in london is here! try it out and see for yourself.",4,1,0.8674034,0.4579166,0.0735414691578765,5.727232018879324e-309,5.727232018879324e-309,5.727232018879324e-309,0.0195786692202091,0,0,-9.278053,-9.841461,0.7176607,0.9485422,-9.708511,0.0070306016132235,0.1197984591126442,0.0668530613183975
mcdonalds_switzerland_1947,i'm gonna give you a little taste of what we have in store for the best meat market this year.,4,1,0.9732832,0.4579166,0.2,0.0526315789473684,2.2250738585072617e-308,2.2250738585072617e-308,0.0237837880849838,0,0,-9.157661,-8.957989,0.9205158,0.9751124,-9.367935,0.0073674223385751,0.0029455896001309,0.0443837009370327
mcdonalds_switzerland_447,"in this year's the world championship in tennis, we are ready to take on our biggest challenge yet.",1,1,0.87287116,0.4579166,0.0555555555555555,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,0.0124080572277307,0,0,-9.602566,-9.156487,0.97752863,0.946962,-8.465497,0.0151503607630729,0.005472338758409,0.0397276505827903
mcdonalds_switzerland_425,a: a single ticket for the game.,2,1,0.9540862,0.4579166,0.0290575406583505,2.262931093899267e-309,2.262931093899267e-309,2.262931093899267e-309,0.2661311626434326,0,0,-0.27949503,-7.2116857,0.9731217,0.28745586,-3.3370178,0.0109075214713811,0.0599892511963844,0.0365912541747093
mcdonalds_switzerland_2004,"if you have a bad day, put your phone away and take some time to relax.",3,1,0.9808506,0.4579166,0.106834279637048,1.267808868335202e-308,1.267808868335202e-308,1.267808868335202e-308,0.2239371091127395,0,0,-9.298298,-8.988593,0.9769632,0.54036814,-9.337576,0.0310899652540683,0.2046525031328201,0.1510640680789947
mcdonalds_switzerland_762,i love you.,0,1,0.9633615,0.4579166,0.0,0.0,0.0,0.0,0.4887605011463165,0,0,-8.358755,-9.795851,0.95509326,0.9402186,-8.71579,0.0416083373129367,0.5351516604423523,0.1324424743652343
mcdonalds_switzerland_868,an adult dog! what do you think? how many bones are in your hand?? get ready for a delicious meal with me at my restaurant.,1,1,0.93758935,0.4579166,0.04,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,0.0067732469178736,0,0,-8.975455,-8.182422,0.7594922,0.9304046,-4.135333,0.0476038455963134,0.07919392734766,0.0429180450737476
mcdonalds_switzerland_569,"yes, you can have your own "" all in a day.",3,1,0.7444093,0.4579166,0.0369096227008943,3.01131000863463e-309,3.01131000863463e-309,3.01131000863463e-309,0.1248489990830421,0,0,-0.0013053239,-8.418058,0.97490555,0.9543531,-7.6783824,0.0085869915783405,0.0592815838754177,0.0786159709095954
mcdonalds_switzerland_481,"a hot day, a cool breeze.",2,1,0.9227948,0.4579166,0.0724330347511797,9.670131127031886e-309,9.670131127031886e-309,9.670131127031886e-309,0.6545380353927612,1,0,-9.282592,-9.507635,0.93472916,0.9707318,-9.127577,0.262690007686615,0.5732707977294922,0.4391275942325592
mcdonalds_switzerland_1263,we are here to make your dreams come true! you're the one who will be on this first-ever big challenge for our friends and family in january.,0,1,0.962202,0.4579166,0.0,0.0,0.0,0.0,0.0017753322608768,0,0,-9.035495,-9.245144,0.7709445,0.91143906,-9.222925,0.0036661671474575,0.0068640154786407,0.024831011891365
mcdonalds_switzerland_1749,"if you are not in a mood to go out and try something new, we can give it away for free! '' all day today? but what if i let u enjoy the party without having any drinks at home?? why do that? this month’s giveaway is exclusive on t-shirts.",4,1,0.8864512,0.4579166,0.0799999999999999,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,0.0205446537584066,0,0,-3.6138291,-7.7111998,0.83703464,0.62694544,-7.9388885,0.0124466056004166,0.0906069502234458,0.0745725557208061
mcdonalds_switzerland_2025,"i am sorry for the inconvenience, but i'm going to be here at your event.",0,1,0.96837604,0.4579166,0.0,0.0,0.0,0.0,0.7845869660377502,1,0,-8.180812,-8.6979,0.51169163,0.9450726,-9.412306,0.642012357711792,0.8465428948402405,0.7456926107406616
mcdonalds_switzerland_2012,how do you like this? get the right to #20 of our menu and go for it! we have a huge selection of delicious treats.,1,1,0.969443,0.4579166,0.04,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,0.0005376162589527,0,0,-8.386355,-8.864604,0.9536048,0.954611,-9.224502,0.0014256971189752,0.0102685336023569,0.0234147533774375
mcdonalds_switzerland_1576,"a friend of mine just called me up and said, "" oh my god! i’m so happy to be here today.",0,1,0.96393603,0.4579166,0.0,0.0,0.0,0.0,0.0120907044038176,0,0,-9.731383,-9.817245,0.97453123,0.9713515,-8.225929,0.0041236686520278,0.0326613821089267,0.0535569190979003
mcdonalds_switzerland_581,"why do we love this holiday so much? it's because you get to eat a lot of delicious food, and then an iguana with one finger on your head! hahaha!!! 👍👌😀.",4,1,0.8887916,0.4579166,0.1290322580645161,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,0.0436428412795066,0,0,-10.060109,-5.7717957,0.9523439,0.9281569,-0.0002592466,0.012780942954123,0.2737831175327301,0.0618943683803081
mcdonalds_switzerland_793,"from the top of your ""l""s desk to my credit card, you can always find a solution! i’m just going to do it for free.",3,1,0.9622668,0.4579166,0.12,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,0.1922210305929184,0,0,-0.0005376086,-6.8570776,0.69753456,0.9679882,-0.0514068,0.7940808534622192,0.3994788229465484,0.4352803528308868
mcdonalds_switzerland_376,"in this first half of the year, i am happy to be your partner and we're going on an amazing adventure.",2,1,0.96889585,0.4579166,0.0952380952380952,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,0.0452933199703693,0,0,-7.2532444,-6.2298007,0.93996495,0.9181407,-9.176851,0.0148450452834367,0.0814997404813766,0.0112956967204809
mcdonalds_switzerland_437,the best way to eat ice cream is with a smile! we're all about it and this was the perfect moment for you guys.,6,1,0.96404237,0.4579166,0.2083333333333333,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,0.0335366241633892,0,0,-8.591218,-9.444205,0.87917733,0.8940058,-9.682878,0.0390020385384559,0.1095081344246864,0.0659225061535835
mcdonalds_switzerland_1991,"what are you thinking? if i'm not right, just wait for the response! and we will be here when it gets to your screen.",4,1,0.8858597,0.4579166,0.1666666666666666,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,0.0367657169699668,0,0,-9.374422,-9.2316675,0.96721107,0.9761422,-9.306319,0.0560986697673797,0.1289873868227005,0.1881611198186874
mcdonalds_switzerland_823,what is your favorite emoji?.,1,1,0.94331205,0.4579166,0.0121620125250435,1.35306880681562e-309,1.35306880681562e-309,1.35306880681562e-309,0.1696193665266037,0,0,-0.0004918558,-8.11319,0.97569287,0.95658284,-0.00079349976,0.0024405305739492,0.0786846801638603,0.0745457038283348
mcdonalds_switzerland_616,we've got a lot of different people who are trying to get through this crisis.,2,1,0.95572627,0.4579166,0.1021237784486198,0.0547091670260463,1.704247123185085e-308,1.704247123185085e-308,0.3119323253631592,0,1,-9.22523,-9.058662,0.9195852,0.9738116,-8.112391,0.0060257865116,0.174823984503746,0.0854083597660064
mcdonalds_switzerland_1023,"now, we have to the with all's favourite food.",1,1,0.10079131,0.4579166,0.0637503800819369,1.2766437377119805e-308,1.2766437377119805e-308,1.2766437377119805e-308,0.1205397918820381,0,0,-5.5088387,-9.947736,0.98041075,0.8233001,-9.025713,0.0274021867662668,0.1085439249873161,0.0629883706569671
mcdonalds_switzerland_1967,"`` what are you going to do today? '' it's time for your workout! the next week, get ready with a new exercise routine and we will be happy that everyone can join in.",3,1,0.9622783,0.4579166,0.088235294117647,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,0.0127592431381344,0,0,-9.01289,-8.916518,0.66387075,0.96814775,-9.323818,0.0353017412126064,0.2185474634170532,0.0353686586022377
mcdonalds_switzerland_512,"this is a really great day for me, and i'm sure you ’ re wondering if it has to do with the star of l.",2,1,0.96997154,0.4579166,0.0799999999999999,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,0.0248123370110988,0,0,-0.0002473287,-9.333338,0.9771124,0.8292618,-6.757807,0.0020210815127938,0.0548994503915309,0.0347030870616436
mcdonalds_switzerland_392,today i was on a long road trip in the middle of winter.,1,1,0.9813579,0.4579166,0.0415717689605026,1.2025033327569346e-308,1.2025033327569346e-308,1.2025033327569346e-308,0.0094723170623183,0,0,-9.025763,-8.155036,0.9463042,0.9706771,-8.050716,0.0017919896636158,0.0160728190094232,0.0050024669617414
mcdonalds_switzerland_629,"it's a big sign, but it s not your fault.",2,1,0.9705015,0.4579166,0.0993170607582819,1.1049389779851533e-308,1.1049389779851533e-308,1.1049389779851533e-308,0.629366397857666,1,0,-8.438391,-7.790027,0.95450664,0.96476895,-0.018259762,0.1911435723304748,0.2413512915372848,0.0773351043462753
mcdonalds_switzerland_1882,"there are many different ways to get your pizza delivered, but it takes 20 minutes.",0,1,0.96621424,0.4579166,0.0,0.0,0.0,0.0,0.2485329061746597,0,0,-2.0137389,-2.527205e-05,0.95787144,0.7959969,-3.2458186,0.1620241403579712,0.0927935168147087,0.400907814502716
mcdonalds_switzerland_647,"what are you thinking? it's the same with your ""we love and support!"" because that means something to us.",6,1,0.95589614,0.4579166,0.1045653893529509,7.36774762120635e-309,7.36774762120635e-309,7.36774762120635e-309,0.0511341206729412,0,0,-7.391835,-8.514627,0.87364507,0.8752319,-9.232599,0.003428011899814,0.1028518453240394,0.0139081655070185
mcdonalds_switzerland_1909,i love you! i'm sorry to hear it.,0,1,0.97363585,0.4579166,0.0,0.0,0.0,0.0,0.0777577385306358,0,0,-8.016556,-9.532478,0.9665296,0.6357041,-7.5882154,0.0051174396649003,0.0163987781852483,0.0387776046991348
mcdonalds_switzerland_332,"q: "" what are you doing at this moment? a) michele, our favorite ice cream! b) just one sip of the hot chocolate and get ready for bed.",0,1,0.930855,0.4579166,0.0,0.0,0.0,0.0,0.4156372845172882,0,0,-8.957782,-8.580443,0.9187374,0.9314911,-8.307664,0.6921164989471436,0.4046654999256134,0.8330117464065552
mcdonalds_switzerland_638,"an important meeting with the president of china will be held on friday, april 19th at a venue in london.",2,1,0.96785843,0.4579166,0.1,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,0.0722372755408287,0,0,-8.731423,-9.108422,0.9643885,0.7918406,-8.215534,0.089511752128601,0.2498068809509277,0.0067530469968914
mcdonalds_switzerland_2011,"in a few weeks, we will be showing you some of the new flavors and recipes for our most popular #drinkieh24.",0,1,0.95543873,0.4579166,0.0,0.0,0.0,0.0,0.0073708929121494,0,0,-8.860581,-9.041552,0.97679794,0.96811366,-9.731443,0.0065770978108048,0.002937538549304,0.2101558595895767
mcdonalds_switzerland_858,we are so excited to share this new app with you! it is a fun way for families and friends in different countries around the world connect.,0,1,0.9521435,0.4579166,0.0,0.0,0.0,0.0,0.020253611728549,0,0,-6.7103734,-9.545386,0.44967875,0.9256022,-0.9375137,0.5192392468452454,0.1376336812973022,0.2017904967069625
mcdonalds_switzerland_1956,this is the place where you can buy a lot of keys and locks to make your home as secure in any situation.,6,1,0.78393745,0.4579166,0.2608695652173913,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,0.0361151434481143,0,0,-9.234411,-7.8440104,0.8757399,0.96754384,-7.4547625,0.0109562538564205,0.1046711504459381,0.0360077135264873
mcdonalds_switzerland_535,"if you have a, please sign up for our new app to get more tips and tricks! i would love your help.",3,1,0.9425702,0.4579166,0.1189807217549214,1.941433220050148e-308,1.941433220050148e-308,1.941433220050148e-308,0.0129453260451555,0,0,-8.9916725,-0.0010949337,0.96141994,0.9805219,-9.0855255,0.0064606061205267,0.0497467517852783,0.3201328814029693
mcdonalds_switzerland_2000,"a very popular, easy to eat and a great value for your money.",0,1,0.7525514,0.4579166,0.0,0.0,0.0,0.0,0.7227208614349365,1,0,-8.24387,-0.055035308,0.97381186,0.96285397,-7.2555304,0.466235488653183,0.6558718085289001,0.7637647986412048
mcdonalds_switzerland_205,it ’s the most delicious and least expensive meal in a day.,0,1,0.9726968,0.4579166,0.0,0.0,0.0,0.0,0.0078315017744898,0,0,-9.444008,-7.514683,0.96889025,0.96136165,-8.542395,0.0075326752848923,0.0019398366566747,0.0027727631386369
mcdonalds_switzerland_558,"yes, yes.",0,1,0.85455173,0.4579166,0.0,0.0,0.0,0.0,0.954487919807434,1,0,-0.00054368493,-6.857231,0.9657767,0.9166503,-7.5460563,0.063936173915863,0.612179160118103,0.2803287208080292
mcdonalds_switzerland_444,what a great way to start the day! check out our latest video and see what we're up for.,2,1,0.96660453,0.4579166,0.0947460659212904,2.0027614475397566e-308,2.0027614475397566e-308,2.0027614475397566e-308,0.008516720496118,0,0,-8.786966,-8.430479,0.9578408,0.956156,-8.889923,0.0037186318077147,0.0280439276248216,0.0213731564581394
mcdonalds_switzerland_1917,"! this week's gonna be the best of my day and i m sure you all will enjoy it; keep up your good food habits, get more excited about eating.",2,1,0.95023274,0.4579166,0.0666666666666666,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,0.005622501950711,0,0,-0.026521388,-5.0562963,0.96819144,0.9001292,-1.0217059,0.0080761080607771,0.0983910709619522,0.0075611192733049
mcdonalds_switzerland_455,the last thing you need to do is go shopping.,3,1,0.97870106,0.4579166,0.1347986892351664,9.997901319273777e-309,9.997901319273777e-309,9.997901319273777e-309,0.0864880308508873,0,0,-8.770289,-9.318764,0.96510494,0.9711565,-9.363667,0.0018174672732129,0.0159561708569526,0.0066935447975993
mcdonalds_switzerland_69,"if you ask 10 people what they think of this post, and only one says yes.",0,1,0.9369184,0.4579166,0.0,0.0,0.0,0.0,0.962763011455536,1,0,-8.090135,-6.7066293,0.93865734,0.97461784,-8.309852,0.9305864572525024,0.9692499041557312,0.9930382370948792
mcdonalds_switzerland_433,"the # newyorkcupid has a really big selection of food, drink and accessories.",2,1,0.7563267,0.4579166,0.0712875952663346,1.0310310703092875e-308,1.0310310703092875e-308,1.0310310703092875e-308,0.0048360261134803,0,0,-9.214235,-5.4875665,0.9684285,0.98120683,-7.4046717,0.0093858800828456,0.0229924600571393,0.0252928081899881
mcdonalds_switzerland_1929,this is a've for you: our next show has the highest number of votes ever.,2,1,0.927897,0.4579166,0.0893760061380852,1.491511611267286e-308,1.491511611267286e-308,1.491511611267286e-308,0.0922890901565551,0,0,-0.08547075,-8.750183,0.97751415,0.8720877,-8.628936,0.0161139164119958,0.1872792392969131,0.0084704644978046
mcdonalds_switzerland_1906,"why do you want to try this? it is because i'm not your girlfriend, and my friends are here for ya! ❤️❤️️👍 👌 👋 🙏💕 🤗 😍😀😂🙂🤩🥳🍲 🍦 🥇🎉🧘🏆 🎈🔥🌟 🌞 💖",2,1,0.93360937,0.4579166,0.0625,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,0.0140129793435335,0,0,-0.48659697,-9.803926,0.9570899,0.9332646,-8.657725,0.0031704064458608,0.0291130132973194,0.0705470591783523
mcdonalds_switzerland_360,"i'm sorry, but i can not do this for you.",4,1,0.9758052,0.4579166,0.3619349672143838,2.0133300850710214e-308,2.0133300850710214e-308,2.0133300850710214e-308,0.8312488794326782,1,0,-8.475017,-7.5605803,0.8465663,0.9675771,-8.773117,0.5307469367980957,0.1204626187682151,0.6242173314094543
mcdonalds_switzerland_411,"why do you hate to watch anime? it is the most popular and widely watched, among all japanese language media! why are so many people watching kyou wa iya ni tsuyuki!? '' no matter how hard we try or.",1,1,0.6705634,0.4579166,0.0256410256410256,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,0.0536863282322883,0,0,-9.539096,-9.43844,0.9726428,0.95904464,-0.0131936865,0.1241423115134239,0.2861514389514923,0.0891221240162849
mcdonalds_switzerland_399,"when you're not sure if something is a joke or real news, check out the title of this video.",1,1,0.9762831,0.4579166,0.0473730329606452,2.0027614475397566e-308,2.0027614475397566e-308,2.0027614475397566e-308,0.0932231247425079,0,0,-7.59596,-9.594977,0.9402123,0.82922935,-9.454891,0.0214130524545907,0.0877242237329483,0.2535280585289001
mcdonalds_switzerland_1943,"i'm not sure if you ca n’t make it to the end of this episode, but i know that all our friends will enjoy a good time with me.",2,1,0.9715215,0.4579166,0.0689655172413793,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,0.0436669588088989,0,0,-8.812971,-0.00404623,0.9848018,0.97704077,-8.859229,0.0257294606417417,0.1980006843805313,0.0451836436986923
mcdonalds_switzerland_585,just think about it... and i cann't believe how many restaurants have gone out of business in the past few months.,3,1,0.9611441,0.4579166,0.1023616157962556,1.594335087959687e-308,1.594335087959687e-308,1.594335087959687e-308,0.079901099205017,0,0,-8.910041,-7.597652,0.9343407,0.97376335,-8.937689,0.0026473838370293,0.0096919182687997,0.0797266438603401
mcdonalds_switzerland_522,"`` i'm not a chef, but here is my recipe for french fries! we just have to add some love and patience.",5,1,0.9408386,0.4579166,0.198301202924869,1.941433220050148e-308,1.941433220050148e-308,1.941433220050148e-308,0.0058981520123779,0,0,-9.252758,-9.829098,0.9831957,0.68501276,-9.577603,0.0128247337415814,0.0267746355384588,0.0576714649796485
mcdonalds_switzerland_1957,i have a big heart.,0,1,0.981236,0.4579166,0.0,0.0,0.0,0.0,0.6468752026557922,1,0,-8.878296,-8.725539,0.96510935,0.77427745,-8.829311,0.145737811923027,0.4440909624099731,0.5270017385482788
mcdonalds_switzerland_129,"the first one is the chicken burger, with a side of fries and pickles.",0,1,0.935255,0.4579166,0.0,0.0,0.0,0.0,0.1051912754774093,0,0,-9.748119,-8.619779,0.8629758,0.6957103,-9.4426,0.0396445430815219,0.0312521532177925,0.005042815580964
mcdonalds_switzerland_830,"this was a great moment for you! if i were in your shoes, would u have to buy 10% off the whole order? like this guy who said it's his first time with me.",4,1,0.9220643,0.4579166,0.1176470588235294,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,0.0687746480107307,0,0,-7.4453783,-8.394092,0.9687886,0.9775059,-9.23017,0.0231129918247461,0.2208579927682876,0.1177028119564056
mcdonalds_switzerland_696,"you know, i’ve been watching you eat your food and thinking about it.",2,1,0.95136636,0.4579166,0.0769230769230769,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,0.2149875611066818,0,0,-7.755482,-8.904941,0.9737728,0.97174597,-9.145168,0.0267415326088666,0.0888428464531898,0.0588371269404888
mcdonalds_switzerland_950,"the next week, 15 million of them will be delivered to you.",2,1,0.96872073,0.4579166,0.0787277587901691,1.051050468137224e-308,1.051050468137224e-308,1.051050468137224e-308,0.2348203063011169,0,0,-8.7450695,-7.289694,0.9401279,0.974163,-9.554334,0.009670709259808,0.1809875071048736,0.4747713208198547
mcdonalds_switzerland_357,what do you think about this new flavor? we're going to have a very big event! please come and join us.,5,1,0.97439575,0.4579166,0.2164658197325507,2.0229402343384255e-308,2.0229402343384255e-308,2.0229402343384255e-308,0.0587042346596717,0,0,-3.8573909,-8.366297,0.8955324,0.9574623,-9.35963,0.064438447356224,0.0618134103715419,0.3039431869983673
mcdonalds_switzerland_1117,"yes, it's not a day without ice cream! the whole world is melting down.",1,1,0.97456384,0.4579166,0.066504484264573,2.071683451748528e-308,2.071683451748528e-308,2.071683451748528e-308,0.0107097560539841,0,0,-8.83967,-8.824184,0.9536213,0.8867473,-9.657458,0.0191093273460865,0.0390309691429138,0.0060781612992286
mcdonalds_switzerland_487,this is the first video we have published for this day.,2,1,0.9728885,0.4579166,0.0610747238616658,7.474267431407837e-309,7.474267431407837e-309,7.474267431407837e-309,0.1746225357055664,0,0,-9.552603,-9.363165,0.9285718,0.7763434,-8.154145,0.0051858662627637,0.1037846133112907,0.0064530931413173
mcdonalds_switzerland_631,"there are a few ways to get the best out of this year, and you can 't miss it.",4,1,0.9753151,0.4579166,0.2105263157894736,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,0.430119127035141,0,0,-9.478609,-9.4477415,0.8827704,0.8685433,-9.577215,0.4126683473587036,0.5129314064979553,0.1172893419861793
mcdonalds_switzerland_236,"you're gonna have to take a selfie for your interview, and the question is: what are you looking at? i think it was just an iphone.",1,1,0.972516,0.4579166,0.0384615384615384,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,0.1258470118045807,0,0,-8.556551,-9.209871,0.9681267,0.92859894,-8.295645,0.146769180893898,0.292570948600769,0.017235854640603
mcdonalds_switzerland_1981,"there are 20 different types of food in this country, and you have to choose your favorite one.",0,1,0.9620203,0.4579166,0.0,0.0,0.0,0.0,0.1307363510131836,0,0,-8.7083845,-9.358099,0.63242483,0.96570665,-9.162088,0.0315789245069026,0.07951520383358,0.2870227992534637
mcdonalds_switzerland_398,"for those who can not wait for 10 minutes to watch this video, please don't hesitate and like it.",2,1,0.9492642,0.4579166,0.1052631578947368,0.0555555555555555,2.2250738585072617e-308,2.2250738585072617e-308,0.0795134902000427,0,0,-9.349311,-6.936752,0.9846165,0.8646233,-7.964891,0.038745429366827,0.0502110756933689,0.1027828082442283
